district,office,party,candidate,votes,precinct
17,President,DEM,Hillary Clinton,238,17-410
17,President,NA,Roque De La Fuente,7,17-410
17,President,LIB,Gary Johnson,43,17-410
17,President,GRE,Jill Stein,13,17-410
17,President,REP,Donald Trump,185,17-410
17,President,,Write-ins,18,17-410
17,U.S. Senate,NA,Breck Craig,5,17-410
17,U.S. Senate,NA,Ted Gianoutsos,4,17-410
17,U.S. Senate,DEM,Ray Metcalfe,81,17-410
17,U.S. Senate,LIB,Joe Miller,103,17-410
17,U.S. Senate,REP,Lisa Murkowski,230,17-410
17,U.S. Senate,NA,Margaret Stock,82,17-410
17,U.S. Senate,,Write-ins,0,17-410
17,U.S. House,DEM,Steve Lindbeck,247,17-410
17,U.S. House,LIB,Jim McDermott,42,17-410
17,U.S. House,NA,Bernie Souphanavong,22,17-410
17,U.S. House,REP,Don Young,191,17-410
17,U.S. House,,Write-ins,1,17-410
17,State House,DEM,Andrew Josephson,369,17-410
17,State House,,Write-ins,21,17-410
17,President,CON,Darrell Castle,6,17-415
17,President,DEM,Hillary Clinton,193,17-415
17,President,NA,Roque De La Fuente,5,17-415
17,President,LIB,Gary Johnson,25,17-415
17,President,GRE,Jill Stein,11,17-415
17,President,REP,Donald Trump,230,17-415
17,President,,Write-ins,14,17-415
17,U.S. Senate,NA,Breck Craig,3,17-415
17,U.S. Senate,NA,Ted Gianoutsos,4,17-415
17,U.S. Senate,DEM,Ray Metcalfe,50,17-415
17,U.S. Senate,LIB,Joe Miller,141,17-415
17,U.S. Senate,REP,Lisa Murkowski,210,17-415
17,U.S. Senate,NA,Margaret Stock,74,17-415
17,U.S. Senate,,Write-ins,0,17-415
17,U.S. House,DEM,Steve Lindbeck,181,17-415
17,U.S. House,LIB,Jim McDermott,51,17-415
17,U.S. House,NA,Bernie Souphanavong,14,17-415
17,U.S. House,REP,Don Young,227,17-415
17,U.S. House,,Write-ins,3,17-415
17,State House,DEM,Andrew Josephson,325,17-415
17,State House,,Write-ins,30,17-415
17,President,CON,Darrell Castle,7,17-420
17,President,DEM,Hillary Clinton,452,17-420
17,President,NA,Roque De La Fuente,3,17-420
17,President,LIB,Gary Johnson,67,17-420
17,President,GRE,Jill Stein,27,17-420
17,President,REP,Donald Trump,524,17-420
17,President,,Write-ins,39,17-420
17,U.S. Senate,NA,Breck Craig,10,17-420
17,U.S. Senate,NA,Ted Gianoutsos,7,17-420
17,U.S. Senate,DEM,Ray Metcalfe,160,17-420
17,U.S. Senate,LIB,Joe Miller,263,17-420
17,U.S. Senate,REP,Lisa Murkowski,487,17-420
17,U.S. Senate,NA,Margaret Stock,194,17-420
17,U.S. Senate,,Write-ins,2,17-420
17,U.S. House,DEM,Steve Lindbeck,462,17-420
17,U.S. House,LIB,Jim McDermott,92,17-420
17,U.S. House,NA,Bernie Souphanavong,41,17-420
17,U.S. House,REP,Don Young,509,17-420
17,U.S. House,,Write-ins,4,17-420
17,State House,DEM,Andrew Josephson,793,17-420
17,State House,,Write-ins,53,17-420
17,President,CON,Darrell Castle,9,17-425
17,President,DEM,Hillary Clinton,287,17-425
17,President,NA,Roque De La Fuente,4,17-425
17,President,LIB,Gary Johnson,43,17-425
17,President,GRE,Jill Stein,18,17-425
17,President,REP,Donald Trump,208,17-425
17,President,,Write-ins,26,17-425
17,U.S. Senate,NA,Breck Craig,6,17-425
17,U.S. Senate,NA,Ted Gianoutsos,4,17-425
17,U.S. Senate,DEM,Ray Metcalfe,106,17-425
17,U.S. Senate,LIB,Joe Miller,121,17-425
17,U.S. Senate,REP,Lisa Murkowski,238,17-425
17,U.S. Senate,NA,Margaret Stock,114,17-425
17,U.S. Senate,,Write-ins,2,17-425
17,U.S. House,DEM,Steve Lindbeck,282,17-425
17,U.S. House,LIB,Jim McDermott,58,17-425
17,U.S. House,NA,Bernie Souphanavong,26,17-425
17,U.S. House,REP,Don Young,220,17-425
17,U.S. House,,Write-ins,3,17-425
17,State House,DEM,Andrew Josephson,420,17-425
17,State House,,Write-ins,36,17-425
17,President,CON,Darrell Castle,2,17-430
17,President,DEM,Hillary Clinton,192,17-430
17,President,NA,Roque De La Fuente,4,17-430
17,President,LIB,Gary Johnson,23,17-430
17,President,GRE,Jill Stein,14,17-430
17,President,REP,Donald Trump,143,17-430
17,President,,Write-ins,12,17-430
17,U.S. Senate,NA,Breck Craig,3,17-430
17,U.S. Senate,NA,Ted Gianoutsos,4,17-430
17,U.S. Senate,DEM,Ray Metcalfe,65,17-430
17,U.S. Senate,LIB,Joe Miller,88,17-430
17,U.S. Senate,REP,Lisa Murkowski,166,17-430
17,U.S. Senate,NA,Margaret Stock,59,17-430
17,U.S. Senate,,Write-ins,1,17-430
17,U.S. House,DEM,Steve Lindbeck,180,17-430
17,U.S. House,LIB,Jim McDermott,34,17-430
17,U.S. House,NA,Bernie Souphanavong,10,17-430
17,U.S. House,REP,Don Young,156,17-430
17,U.S. House,,Write-ins,1,17-430
17,State House,DEM,Andrew Josephson,288,17-430
17,State House,,Write-ins,16,17-430
17,President,CON,Darrell Castle,13,Absentee
17,President,DEM,Hillary Clinton,564,Absentee
17,President,NA,Roque De La Fuente,2,Absentee
17,President,LIB,Gary Johnson,69,Absentee
17,President,GRE,Jill Stein,19,Absentee
17,President,REP,Donald Trump,433,Absentee
17,President,,Write-ins,34,Absentee
17,U.S. Senate,NA,Breck Craig,6,Absentee
17,U.S. Senate,NA,Ted Gianoutsos,5,Absentee
17,U.S. Senate,DEM,Ray Metcalfe,220,Absentee
17,U.S. Senate,LIB,Joe Miller,188,Absentee
17,U.S. Senate,REP,Lisa Murkowski,458,Absentee
17,U.S. Senate,NA,Margaret Stock,145,Absentee
17,U.S. Senate,,Write-ins,2,Absentee
17,U.S. House,DEM,Steve Lindbeck,478,Absentee
17,U.S. House,LIB,Jim McDermott,87,Absentee
17,U.S. House,NA,Bernie Souphanavong,27,Absentee
17,U.S. House,REP,Don Young,424,Absentee
17,U.S. House,,Write-ins,1,Absentee
17,State House,DEM,Andrew Josephson,596,Absentee
17,State House,,Write-ins,48,Absentee
17,President,CON,Darrell Castle,9,Question
17,President,DEM,Hillary Clinton,281,Question
17,President,NA,Roque De La Fuente,5,Question
17,President,LIB,Gary Johnson,33,Question
17,President,GRE,Jill Stein,21,Question
17,President,REP,Donald Trump,244,Question
17,President,,Write-ins,16,Question
17,U.S. Senate,NA,Breck Craig,7,Question
17,U.S. Senate,NA,Ted Gianoutsos,6,Question
17,U.S. Senate,DEM,Ray Metcalfe,82,Question
17,U.S. Senate,LIB,Joe Miller,144,Question
17,U.S. Senate,REP,Lisa Murkowski,255,Question
17,U.S. Senate,NA,Margaret Stock,38,Question
17,U.S. Senate,,Write-ins,0,Question
17,U.S. House,DEM,Steve Lindbeck,215,Question
17,U.S. House,LIB,Jim McDermott,51,Question
17,U.S. House,NA,Bernie Souphanavong,25,Question
17,U.S. House,REP,Don Young,233,Question
17,U.S. House,,Write-ins,2,Question
17,State House,DEM,Andrew Josephson,49,Question
17,State House,,Write-ins,3,Question
17,President,CON,Darrell Castle,10,Early Voting
17,President,DEM,Hillary Clinton,583,Early Voting
17,President,NA,Roque De La Fuente,2,Early Voting
17,President,LIB,Gary Johnson,49,Early Voting
17,President,GRE,Jill Stein,8,Early Voting
17,President,REP,Donald Trump,288,Early Voting
17,President,,Write-ins,25,Early Voting
17,U.S. Senate,NA,Breck Craig,7,Early Voting
17,U.S. Senate,NA,Ted Gianoutsos,5,Early Voting
17,U.S. Senate,DEM,Ray Metcalfe,193,Early Voting
17,U.S. Senate,LIB,Joe Miller,144,Early Voting
17,U.S. Senate,REP,Lisa Murkowski,373,Early Voting
17,U.S. Senate,NA,Margaret Stock,233,Early Voting
17,U.S. Senate,,Write-ins,1,Early Voting
17,U.S. House,DEM,Steve Lindbeck,566,Early Voting
17,U.S. House,LIB,Jim McDermott,70,Early Voting
17,U.S. House,NA,Bernie Souphanavong,26,Early Voting
17,U.S. House,REP,Don Young,286,Early Voting
17,U.S. House,,Write-ins,5,Early Voting
17,State House,DEM,Andrew Josephson,728,Early Voting
17,State House,,Write-ins,56,Early Voting
