district,office,party,candidate,votes,precinct
3,President,CON,Darrell Castle,13,03-130
3,President,DEM,Hillary Clinton,202,03-130
3,President,NA,Roque De La Fuente,1,03-130
3,President,LIB,Gary Johnson,56,03-130
3,President,GRE,Jill Stein,18,03-130
3,President,REP,Donald Trump,753,03-130
3,President,,Write-ins,32,03-130
3,U.S. Senate,NA,Breck Craig,10,03-130
3,U.S. Senate,NA,Ted Gianoutsos,5,03-130
3,U.S. Senate,DEM,Ray Metcalfe,60,03-130
3,U.S. Senate,LIB,Joe Miller,443,03-130
3,U.S. Senate,REP,Lisa Murkowski,482,03-130
3,U.S. Senate,NA,Margaret Stock,65,03-130
3,U.S. Senate,,Write-ins,3,03-130
3,U.S. House,DEM,Steve Lindbeck,248,03-130
3,U.S. House,LIB,Jim McDermott,131,03-130
3,U.S. House,NA,Bernie Souphanavong,28,03-130
3,U.S. House,REP,Don Young,645,03-130
3,U.S. House,,Write-ins,4,03-130
3,State Senate,DEM,Luke Hopkins,370,03-130
3,State Senate,REP,John Coghill Jr,670,03-130
3,State Senate,,Write-ins,4,03-130
3,State House,DEM,Christina Sinclair,65,03-130
3,State House,REP,Tammie Wilson,622,03-130
3,State House,NA,Jeanne Olson,377,03-130
3,State House,,Write-ins,0,03-130
3,President,CON,Darrell Castle,17,03-135
3,President,DEM,Hillary Clinton,135,03-135
3,President,NA,Roque De La Fuente,7,03-135
3,President,LIB,Gary Johnson,58,03-135
3,President,GRE,Jill Stein,9,03-135
3,President,REP,Donald Trump,761,03-135
3,President,,Write-ins,32,03-135
3,U.S. Senate,NA,Breck Craig,9,03-135
3,U.S. Senate,NA,Ted Gianoutsos,8,03-135
3,U.S. Senate,DEM,Ray Metcalfe,33,03-135
3,U.S. Senate,LIB,Joe Miller,458,03-135
3,U.S. Senate,REP,Lisa Murkowski,472,03-135
3,U.S. Senate,NA,Margaret Stock,31,03-135
3,U.S. Senate,,Write-ins,1,03-135
3,U.S. House,DEM,Steve Lindbeck,184,03-135
3,U.S. House,LIB,Jim McDermott,143,03-135
3,U.S. House,NA,Bernie Souphanavong,33,03-135
3,U.S. House,REP,Don Young,638,03-135
3,U.S. House,,Write-ins,4,03-135
3,State Senate,DEM,Luke Hopkins,296,03-135
3,State Senate,REP,John Coghill Jr,678,03-135
3,State Senate,,Write-ins,11,03-135
3,State House,DEM,Christina Sinclair,65,03-135
3,State House,REP,Tammie Wilson,618,03-135
3,State House,NA,Jeanne Olson,325,03-135
3,State House,,Write-ins,2,03-135
3,President,CON,Darrell Castle,15,03-165
3,President,DEM,Hillary Clinton,174,03-165
3,President,NA,Roque De La Fuente,4,03-165
3,President,LIB,Gary Johnson,84,03-165
3,President,GRE,Jill Stein,15,03-165
3,President,REP,Donald Trump,919,03-165
3,President,,Write-ins,38,03-165
3,U.S. Senate,NA,Breck Craig,19,03-165
3,U.S. Senate,NA,Ted Gianoutsos,4,03-165
3,U.S. Senate,DEM,Ray Metcalfe,52,03-165
3,U.S. Senate,LIB,Joe Miller,569,03-165
3,U.S. Senate,REP,Lisa Murkowski,529,03-165
3,U.S. Senate,NA,Margaret Stock,59,03-165
3,U.S. Senate,,Write-ins,1,03-165
3,U.S. House,DEM,Steve Lindbeck,230,03-165
3,U.S. House,LIB,Jim McDermott,160,03-165
3,U.S. House,NA,Bernie Souphanavong,50,03-165
3,U.S. House,REP,Don Young,774,03-165
3,U.S. House,,Write-ins,6,03-165
3,State Senate,DEM,Luke Hopkins,358,03-165
3,State Senate,REP,John Coghill Jr,837,03-165
3,State Senate,,Write-ins,21,03-165
3,State House,DEM,Christina Sinclair,78,03-165
3,State House,REP,Tammie Wilson,724,03-165
3,State House,NA,Jeanne Olson,421,03-165
3,State House,,Write-ins,3,03-165
3,President,CON,Darrell Castle,10,03-175
3,President,DEM,Hillary Clinton,108,03-175
3,President,NA,Roque De La Fuente,2,03-175
3,President,LIB,Gary Johnson,47,03-175
3,President,GRE,Jill Stein,6,03-175
3,President,REP,Donald Trump,393,03-175
3,President,,Write-ins,17,03-175
3,U.S. Senate,NA,Breck Craig,9,03-175
3,U.S. Senate,NA,Ted Gianoutsos,6,03-175
3,U.S. Senate,DEM,Ray Metcalfe,38,03-175
3,U.S. Senate,LIB,Joe Miller,234,03-175
3,U.S. Senate,REP,Lisa Murkowski,254,03-175
3,U.S. Senate,NA,Margaret Stock,36,03-175
3,U.S. Senate,,Write-ins,5,03-175
3,U.S. House,DEM,Steve Lindbeck,150,03-175
3,U.S. House,LIB,Jim McDermott,98,03-175
3,U.S. House,NA,Bernie Souphanavong,20,03-175
3,U.S. House,REP,Don Young,308,03-175
3,U.S. House,,Write-ins,4,03-175
3,State Senate,DEM,Luke Hopkins,200,03-175
3,State Senate,REP,John Coghill Jr,359,03-175
3,State Senate,,Write-ins,10,03-175
3,State House,DEM,Christina Sinclair,49,03-175
3,State House,REP,Tammie Wilson,322,03-175
3,State House,NA,Jeanne Olson,207,03-175
3,State House,,Write-ins,2,03-175
3,President,CON,Darrell Castle,28,03-183
3,President,DEM,Hillary Clinton,132,03-183
3,President,NA,Roque De La Fuente,2,03-183
3,President,LIB,Gary Johnson,68,03-183
3,President,GRE,Jill Stein,15,03-183
3,President,REP,Donald Trump,794,03-183
3,President,,Write-ins,29,03-183
3,U.S. Senate,NA,Breck Craig,8,03-183
3,U.S. Senate,NA,Ted Gianoutsos,8,03-183
3,U.S. Senate,DEM,Ray Metcalfe,40,03-183
3,U.S. Senate,LIB,Joe Miller,507,03-183
3,U.S. Senate,REP,Lisa Murkowski,439,03-183
3,U.S. Senate,NA,Margaret Stock,55,03-183
3,U.S. Senate,,Write-ins,5,03-183
3,U.S. House,DEM,Steve Lindbeck,198,03-183
3,U.S. House,LIB,Jim McDermott,138,03-183
3,U.S. House,NA,Bernie Souphanavong,36,03-183
3,U.S. House,REP,Don Young,668,03-183
3,U.S. House,,Write-ins,7,03-183
