district,office,party,candidate,votes,precinct
8,President,CON,Darrell Castle,7,08-130
8,President,DEM,Hillary Clinton,57,08-130
8,President,NA,Roque De La Fuente,1,08-130
8,President,LIB,Gary Johnson,15,08-130
8,President,GRE,Jill Stein,16,08-130
8,President,REP,Donald Trump,312,08-130
8,President,,Write-ins,8,08-130
8,U.S. Senate,NA,Breck Craig,3,08-130
8,U.S. Senate,NA,Ted Gianoutsos,6,08-130
8,U.S. Senate,DEM,Ray Metcalfe,23,08-130
8,U.S. Senate,LIB,Joe Miller,203,08-130
8,U.S. Senate,REP,Lisa Murkowski,141,08-130
8,U.S. Senate,NA,Margaret Stock,35,08-130
8,U.S. Senate,,Write-ins,0,08-130
8,U.S. House,DEM,Steve Lindbeck,80,08-130
8,U.S. House,LIB,Jim McDermott,65,08-130
8,U.S. House,NA,Bernie Souphanavong,19,08-130
8,U.S. House,REP,Don Young,241,08-130
8,U.S. House,,Write-ins,4,08-130
8,State Senate,REP,David Wilson,331,08-130
8,State Senate,,Write-ins,10,08-130
8,State House,DEM,Gregory Jones,77,08-130
8,State House,REP,Mark Neuman,312,08-130
8,State House,,Write-ins,1,08-130
8,President,CON,Darrell Castle,8,08-135
8,President,DEM,Hillary Clinton,115,08-135
8,President,NA,Roque De La Fuente,6,08-135
8,President,LIB,Gary Johnson,43,08-135
8,President,GRE,Jill Stein,8,08-135
8,President,REP,Donald Trump,671,08-135
8,President,,Write-ins,8,08-135
8,U.S. Senate,NA,Breck Craig,8,08-135
8,U.S. Senate,NA,Ted Gianoutsos,6,08-135
8,U.S. Senate,DEM,Ray Metcalfe,43,08-135
8,U.S. Senate,LIB,Joe Miller,454,08-135
8,U.S. Senate,REP,Lisa Murkowski,286,08-135
8,U.S. Senate,NA,Margaret Stock,64,08-135
8,U.S. Senate,,Write-ins,0,08-135
8,U.S. House,DEM,Steve Lindbeck,158,08-135
8,U.S. House,LIB,Jim McDermott,113,08-135
8,U.S. House,NA,Bernie Souphanavong,37,08-135
8,U.S. House,REP,Don Young,527,08-135
8,U.S. House,,Write-ins,5,08-135
8,State Senate,REP,David Wilson,655,08-135
8,State Senate,,Write-ins,20,08-135
8,State House,DEM,Gregory Jones,155,08-135
8,State House,REP,Mark Neuman,639,08-135
8,State House,,Write-ins,5,08-135
8,President,CON,Darrell Castle,18,08-140
8,President,DEM,Hillary Clinton,120,08-140
8,President,NA,Roque De La Fuente,1,08-140
8,President,LIB,Gary Johnson,55,08-140
8,President,GRE,Jill Stein,11,08-140
8,President,REP,Donald Trump,735,08-140
8,President,,Write-ins,28,08-140
8,U.S. Senate,NA,Breck Craig,4,08-140
8,U.S. Senate,NA,Ted Gianoutsos,11,08-140
