district,office,party,candidate,votes,precinct
16,U.S. Senate,DEM,Ray Metcalfe,114,16-355
16,U.S. Senate,LIB,Joe Miller,194,16-355
16,U.S. Senate,REP,Lisa Murkowski,264,16-355
16,U.S. Senate,NA,Margaret Stock,66,16-355
16,U.S. Senate,,Write-ins,3,16-355
16,U.S. House,DEM,Steve Lindbeck,259,16-355
16,U.S. House,LIB,Jim McDermott,68,16-355
16,U.S. House,NA,Bernie Souphanavong,30,16-355
16,U.S. House,REP,Don Young,292,16-355
16,U.S. House,,Write-ins,4,16-355
16,State Senate,DEM,Bill Wielechowski,417,16-355
16,State Senate,REP,Kevin Kastner,225,16-355
16,State Senate,,Write-ins,2,16-355
16,State House,REP,Don Hadley,248,16-355
16,State House,NA,Ian Sharrock,53,16-355
16,State House,DEM,Ivy Spohnholz,327,16-355
16,State House,,Write-ins,4,16-355
16,President,CON,Darrell Castle,9,Absentee
16,President,DEM,Hillary Clinton,484,Absentee
16,President,NA,Roque De La Fuente,4,Absentee
16,President,LIB,Gary Johnson,76,Absentee
16,President,GRE,Jill Stein,18,Absentee
16,President,REP,Donald Trump,484,Absentee
16,President,,Write-ins,35,Absentee
16,U.S. Senate,NA,Breck Craig,6,Absentee
16,U.S. Senate,NA,Ted Gianoutsos,5,Absentee
16,U.S. Senate,DEM,Ray Metcalfe,219,Absentee
16,U.S. Senate,LIB,Joe Miller,234,Absentee
16,U.S. Senate,REP,Lisa Murkowski,495,Absentee
16,U.S. Senate,NA,Margaret Stock,108,Absentee
16,U.S. Senate,,Write-ins,4,Absentee
16,U.S. House,DEM,Steve Lindbeck,438,Absentee
16,U.S. House,LIB,Jim McDermott,105,Absentee
16,U.S. House,NA,Bernie Souphanavong,25,Absentee
16,U.S. House,REP,Don Young,494,Absentee
16,U.S. House,,Write-ins,1,Absentee
16,State Senate,DEM,Bill Wielechowski,477,Absentee
16,State Senate,REP,Kevin Kastner,410,Absentee
16,State Senate,,Write-ins,0,Absentee
16,State House,REP,Don Hadley,419,Absentee
16,State House,NA,Ian Sharrock,40,Absentee
16,State House,DEM,Ivy Spohnholz,412,Absentee
16,State House,,Write-ins,1,Absentee
16,President,CON,Darrell Castle,7,Question
16,President,DEM,Hillary Clinton,210,Question
16,President,NA,Roque De La Fuente,2,Question
16,President,LIB,Gary Johnson,44,Question
16,President,GRE,Jill Stein,15,Question
16,President,REP,Donald Trump,217,Question
16,President,,Write-ins,23,Question
16,U.S. Senate,NA,Breck Craig,7,Question
16,U.S. Senate,NA,Ted Gianoutsos,6,Question
16,U.S. Senate,DEM,Ray Metcalfe,75,Question
16,U.S. Senate,LIB,Joe Miller,132,Question
16,U.S. Senate,REP,Lisa Murkowski,185,Question
16,U.S. Senate,NA,Margaret Stock,27,Question
16,U.S. Senate,,Write-ins,1,Question
16,U.S. House,DEM,Steve Lindbeck,166,Question
16,U.S. House,LIB,Jim McDermott,44,Question
16,U.S. House,NA,Bernie Souphanavong,20,Question
16,U.S. House,REP,Don Young,203,Question
16,U.S. House,,Write-ins,1,Question
16,State Senate,DEM,Bill Wielechowski,62,Question
16,State Senate,REP,Kevin Kastner,39,Question
16,State Senate,,Write-ins,0,Question
16,State House,REP,Don Hadley,31,Question
16,State House,NA,Ian Sharrock,6,Question
16,State House,DEM,Ivy Spohnholz,39,Question
16,State House,,Write-ins,0,Question
16,President,CON,Darrell Castle,7,Early Voting
16,President,DEM,Hillary Clinton,625,Early Voting
16,President,NA,Roque De La Fuente,3,Early Voting
16,President,LIB,Gary Johnson,52,Early Voting
16,President,GRE,Jill Stein,14,Early Voting
16,President,REP,Donald Trump,334,Early Voting
16,President,,Write-ins,33,Early Voting
16,U.S. Senate,NA,Breck Craig,7,Early Voting
16,U.S. Senate,NA,Ted Gianoutsos,8,Early Voting
16,U.S. Senate,DEM,Ray Metcalfe,209,Early Voting
16,U.S. Senate,LIB,Joe Miller,208,Early Voting
16,U.S. Senate,REP,Lisa Murkowski,383,Early Voting
16,U.S. Senate,NA,Margaret Stock,243,Early Voting
16,U.S. Senate,,Write-ins,2,Early Voting
16,U.S. House,DEM,Steve Lindbeck,597,Early Voting
16,U.S. House,LIB,Jim McDermott,87,Early Voting
16,U.S. House,NA,Bernie Souphanavong,32,Early Voting
16,U.S. House,REP,Don Young,328,Early Voting
16,U.S. House,,Write-ins,2,Early Voting
16,State Senate,DEM,Bill Wielechowski,701,Early Voting
16,State Senate,REP,Kevin Kastner,331,Early Voting
16,State Senate,,Write-ins,3,Early Voting
16,State House,REP,Don Hadley,322,Early Voting
16,State House,NA,Ian Sharrock,46,Early Voting
16,State House,DEM,Ivy Spohnholz,658,Early Voting
16,State House,,Write-ins,7,Early Voting
