district,office,party,candidate,votes,precinct
13,State House,,Write-ins,22,13-245
13,President,CON,Darrell Castle,13,13-250
13,President,DEM,Hillary Clinton,248,13-250
13,President,NA,Roque De La Fuente,0,13-250
13,President,LIB,Gary Johnson,89,13-250
13,President,GRE,Jill Stein,14,13-250
13,President,REP,Donald Trump,634,13-250
13,President,,Write-ins,22,13-250
13,U.S. Senate,NA,Breck Craig,5,13-250
13,U.S. Senate,NA,Ted Gianoutsos,6,13-250
13,U.S. Senate,DEM,Ray Metcalfe,84,13-250
13,U.S. Senate,LIB,Joe Miller,404,13-250
13,U.S. Senate,REP,Lisa Murkowski,437,13-250
13,U.S. Senate,NA,Margaret Stock,78,13-250
13,U.S. Senate,,Write-ins,1,13-250
13,U.S. House,DEM,Steve Lindbeck,269,13-250
13,U.S. House,LIB,Jim McDermott,156,13-250
13,U.S. House,NA,Bernie Souphanavong,28,13-250
13,U.S. House,REP,Don Young,545,13-250
13,U.S. House,,Write-ins,1,13-250
13,State House,REP,Dan Saddler,795,13-250
13,State House,,Write-ins,46,13-250
13,President,CON,Darrell Castle,5,13-255
13,President,DEM,Hillary Clinton,175,13-255
13,President,NA,Roque De La Fuente,4,13-255
13,President,LIB,Gary Johnson,46,13-255
13,President,GRE,Jill Stein,6,13-255
13,President,REP,Donald Trump,463,13-255
13,President,,Write-ins,25,13-255
13,U.S. Senate,NA,Breck Craig,5,13-255
13,U.S. Senate,NA,Ted Gianoutsos,2,13-255
13,U.S. Senate,DEM,Ray Metcalfe,45,13-255
13,U.S. Senate,LIB,Joe Miller,273,13-255
13,U.S. Senate,REP,Lisa Murkowski,321,13-255
13,U.S. Senate,NA,Margaret Stock,81,13-255
13,U.S. Senate,,Write-ins,1,13-255
13,U.S. House,DEM,Steve Lindbeck,179,13-255
13,U.S. House,LIB,Jim McDermott,82,13-255
13,U.S. House,NA,Bernie Souphanavong,19,13-255
13,U.S. House,REP,Don Young,438,13-255
13,U.S. House,,Write-ins,3,13-255
13,State House,REP,Dan Saddler,569,13-255
13,State House,,Write-ins,38,13-255
13,President,CON,Darrell Castle,4,13-260
13,President,DEM,Hillary Clinton,75,13-260
13,President,NA,Roque De La Fuente,1,13-260
13,President,LIB,Gary Johnson,3,13-260
13,President,GRE,Jill Stein,0,13-260
13,President,REP,Donald Trump,49,13-260
13,President,,Write-ins,2,13-260
13,U.S. Senate,NA,Breck Craig,3,13-260
13,U.S. Senate,NA,Ted Gianoutsos,0,13-260
13,U.S. Senate,DEM,Ray Metcalfe,22,13-260
13,U.S. Senate,LIB,Joe Miller,22,13-260
13,U.S. Senate,REP,Lisa Murkowski,74,13-260
13,U.S. Senate,NA,Margaret Stock,15,13-260
13,U.S. Senate,,Write-ins,1,13-260
13,U.S. House,DEM,Steve Lindbeck,65,13-260
13,U.S. House,LIB,Jim McDermott,6,13-260
13,U.S. House,NA,Bernie Souphanavong,4,13-260
13,U.S. House,REP,Don Young,60,13-260
13,U.S. House,,Write-ins,0,13-260
13,State House,REP,Dan Saddler,84,13-260
13,State House,,Write-ins,5,13-260
13,President,CON,Darrell Castle,5,Absentee
13,President,DEM,Hillary Clinton,419,Absentee
13,President,NA,Roque De La Fuente,4,Absentee
13,President,LIB,Gary Johnson,122,Absentee
13,President,GRE,Jill Stein,14,Absentee
13,President,REP,Donald Trump,990,Absentee
13,President,,Write-ins,53,Absentee
13,U.S. Senate,NA,Breck Craig,13,Absentee
13,U.S. Senate,NA,Ted Gianoutsos,13,Absentee
13,U.S. Senate,DEM,Ray Metcalfe,209,Absentee
13,U.S. Senate,LIB,Joe Miller,408,Absentee
13,U.S. Senate,REP,Lisa Murkowski,788,Absentee
13,U.S. Senate,NA,Margaret Stock,116,Absentee
13,U.S. Senate,,Write-ins,4,Absentee
13,U.S. House,DEM,Steve Lindbeck,378,Absentee
13,U.S. House,LIB,Jim McDermott,171,Absentee
13,U.S. House,NA,Bernie Souphanavong,43,Absentee
13,U.S. House,REP,Don Young,946,Absentee
13,U.S. House,,Write-ins,6,Absentee
13,State House,REP,Dan Saddler,929,Absentee
13,State House,,Write-ins,54,Absentee
13,President,CON,Darrell Castle,5,Question
13,President,DEM,Hillary Clinton,157,Question
13,President,NA,Roque De La Fuente,2,Question
13,President,LIB,Gary Johnson,45,Question
13,President,GRE,Jill Stein,14,Question
13,President,REP,Donald Trump,373,Question
13,President,,Write-ins,20,Question
13,U.S. Senate,NA,Breck Craig,6,Question
13,U.S. Senate,NA,Ted Gianoutsos,5,Question
13,U.S. Senate,DEM,Ray Metcalfe,41,Question
13,U.S. Senate,LIB,Joe Miller,107,Question
13,U.S. Senate,REP,Lisa Murkowski,167,Question
13,U.S. Senate,NA,Margaret Stock,23,Question
13,U.S. Senate,,Write-ins,0,Question
13,U.S. House,DEM,Steve Lindbeck,88,Question
13,U.S. House,LIB,Jim McDermott,42,Question
13,U.S. House,NA,Bernie Souphanavong,11,Question
13,U.S. House,REP,Don Young,203,Question
13,U.S. House,,Write-ins,0,Question
13,State House,REP,Dan Saddler,66,Question
13,State House,,Write-ins,2,Question
13,President,CON,Darrell Castle,4,Early Voting
13,President,DEM,Hillary Clinton,155,Early Voting
13,President,NA,Roque De La Fuente,0,Early Voting
13,President,LIB,Gary Johnson,22,Early Voting
13,President,GRE,Jill Stein,5,Early Voting
13,President,REP,Donald Trump,252,Early Voting
13,President,,Write-ins,8,Early Voting
13,U.S. Senate,NA,Breck Craig,5,Early Voting
13,U.S. Senate,NA,Ted Gianoutsos,0,Early Voting
13,U.S. Senate,DEM,Ray Metcalfe,62,Early Voting
13,U.S. Senate,LIB,Joe Miller,126,Early Voting
13,U.S. Senate,REP,Lisa Murkowski,188,Early Voting
13,U.S. Senate,NA,Margaret Stock,60,Early Voting
13,U.S. Senate,,Write-ins,2,Early Voting
13,U.S. House,DEM,Steve Lindbeck,159,Early Voting
13,U.S. House,LIB,Jim McDermott,50,Early Voting
13,U.S. House,NA,Bernie Souphanavong,11,Early Voting
13,U.S. House,REP,Don Young,216,Early Voting
13,U.S. House,,Write-ins,3,Early Voting
13,State House,REP,Dan Saddler,324,Early Voting
13,State House,,Write-ins,40,Early Voting
