district,office,party,candidate,votes,precinct
18,State House,,Write-ins,1,18-450
18,President,CON,Darrell Castle,2,18-455
18,President,DEM,Hillary Clinton,248,18-455
18,President,NA,Roque De La Fuente,1,18-455
18,President,LIB,Gary Johnson,23,18-455
18,President,GRE,Jill Stein,9,18-455
18,President,REP,Donald Trump,175,18-455
18,President,,Write-ins,13,18-455
18,U.S. Senate,NA,Breck Craig,6,18-455
18,U.S. Senate,NA,Ted Gianoutsos,2,18-455
18,U.S. Senate,DEM,Ray Metcalfe,99,18-455
18,U.S. Senate,LIB,Joe Miller,117,18-455
18,U.S. Senate,REP,Lisa Murkowski,171,18-455
18,U.S. Senate,NA,Margaret Stock,74,18-455
18,U.S. Senate,,Write-ins,1,18-455
18,U.S. House,DEM,Steve Lindbeck,221,18-455
18,U.S. House,LIB,Jim McDermott,40,18-455
18,U.S. House,NA,Bernie Souphanavong,24,18-455
18,U.S. House,REP,Don Young,173,18-455
18,U.S. House,,Write-ins,2,18-455
18,State House,DEM,Harriet Drummond,245,18-455
18,State House,REP,Michael Gordon,196,18-455
18,State House,,Write-ins,5,18-455
18,President,CON,Darrell Castle,3,18-460
18,President,DEM,Hillary Clinton,350,18-460
18,President,NA,Roque De La Fuente,1,18-460
18,President,LIB,Gary Johnson,36,18-460
18,President,GRE,Jill Stein,7,18-460
18,President,REP,Donald Trump,199,18-460
18,President,,Write-ins,23,18-460
18,U.S. Senate,NA,Breck Craig,0,18-460
18,U.S. Senate,NA,Ted Gianoutsos,2,18-460
18,U.S. Senate,DEM,Ray Metcalfe,87,18-460
18,U.S. Senate,LIB,Joe Miller,114,18-460
18,U.S. Senate,REP,Lisa Murkowski,241,18-460
18,U.S. Senate,NA,Margaret Stock,166,18-460
18,U.S. Senate,,Write-ins,4,18-460
18,U.S. House,DEM,Steve Lindbeck,331,18-460
18,U.S. House,LIB,Jim McDermott,44,18-460
18,U.S. House,NA,Bernie Souphanavong,23,18-460
18,U.S. House,REP,Don Young,210,18-460
18,U.S. House,,Write-ins,3,18-460
18,State House,DEM,Harriet Drummond,343,18-460
18,State House,REP,Michael Gordon,245,18-460
18,State House,,Write-ins,4,18-460
18,President,CON,Darrell Castle,2,18-465
18,President,DEM,Hillary Clinton,149,18-465
18,President,NA,Roque De La Fuente,1,18-465
18,President,LIB,Gary Johnson,12,18-465
18,President,GRE,Jill Stein,7,18-465
18,President,REP,Donald Trump,103,18-465
18,President,,Write-ins,3,18-465
18,U.S. Senate,NA,Breck Craig,3,18-465
18,U.S. Senate,NA,Ted Gianoutsos,3,18-465
18,U.S. Senate,DEM,Ray Metcalfe,59,18-465
18,U.S. Senate,LIB,Joe Miller,69,18-465
18,U.S. Senate,REP,Lisa Murkowski,103,18-465
18,U.S. Senate,NA,Margaret Stock,41,18-465
18,U.S. Senate,,Write-ins,0,18-465
18,U.S. House,DEM,Steve Lindbeck,140,18-465
18,U.S. House,LIB,Jim McDermott,19,18-465
18,U.S. House,NA,Bernie Souphanavong,13,18-465
18,U.S. House,REP,Don Young,101,18-465
18,U.S. House,,Write-ins,3,18-465
18,State House,DEM,Harriet Drummond,152,18-465
18,State House,REP,Michael Gordon,115,18-465
18,State House,,Write-ins,1,18-465
18,President,CON,Darrell Castle,2,18-470
18,President,DEM,Hillary Clinton,87,18-470
18,President,NA,Roque De La Fuente,2,18-470
18,President,LIB,Gary Johnson,16,18-470
18,President,GRE,Jill Stein,8,18-470
18,President,REP,Donald Trump,80,18-470
18,President,,Write-ins,2,18-470
18,U.S. Senate,NA,Breck Craig,2,18-470
18,U.S. Senate,NA,Ted Gianoutsos,1,18-470
18,U.S. Senate,DEM,Ray Metcalfe,29,18-470
18,U.S. Senate,LIB,Joe Miller,52,18-470
18,U.S. Senate,REP,Lisa Murkowski,65,18-470
18,U.S. Senate,NA,Margaret Stock,45,18-470
18,U.S. Senate,,Write-ins,1,18-470
18,U.S. House,DEM,Steve Lindbeck,105,18-470
18,U.S. House,LIB,Jim McDermott,17,18-470
18,U.S. House,NA,Bernie Souphanavong,5,18-470
18,U.S. House,REP,Don Young,67,18-470
18,U.S. House,,Write-ins,0,18-470
18,State House,DEM,Harriet Drummond,98,18-470
18,State House,REP,Michael Gordon,92,18-470
18,State House,,Write-ins,0,18-470
18,President,CON,Darrell Castle,3,18-475
18,President,DEM,Hillary Clinton,133,18-475
18,President,NA,Roque De La Fuente,0,18-475
18,President,LIB,Gary Johnson,17,18-475
18,President,GRE,Jill Stein,5,18-475
18,President,REP,Donald Trump,129,18-475
18,President,,Write-ins,7,18-475
18,U.S. Senate,NA,Breck Craig,1,18-475
18,U.S. Senate,NA,Ted Gianoutsos,3,18-475
18,U.S. Senate,DEM,Ray Metcalfe,38,18-475
18,U.S. Senate,LIB,Joe Miller,65,18-475
18,U.S. Senate,REP,Lisa Murkowski,141,18-475
18,U.S. Senate,NA,Margaret Stock,43,18-475
18,U.S. Senate,,Write-ins,0,18-475
18,U.S. House,DEM,Steve Lindbeck,126,18-475
18,U.S. House,LIB,Jim McDermott,25,18-475
18,U.S. House,NA,Bernie Souphanavong,10,18-475
18,U.S. House,REP,Don Young,126,18-475
18,U.S. House,,Write-ins,3,18-475
18,State House,DEM,Harriet Drummond,135,18-475
18,State House,REP,Michael Gordon,142,18-475
18,State House,,Write-ins,2,18-475
18,President,CON,Darrell Castle,3,18-480
18,President,DEM,Hillary Clinton,394,18-480
18,President,NA,Roque De La Fuente,0,18-480
18,President,LIB,Gary Johnson,35,18-480
18,President,GRE,Jill Stein,10,18-480
18,President,REP,Donald Trump,225,18-480
18,President,,Write-ins,16,18-480
18,U.S. Senate,NA,Breck Craig,9,18-480
18,U.S. Senate,NA,Ted Gianoutsos,1,18-480
18,U.S. Senate,DEM,Ray Metcalfe,84,18-480
18,U.S. Senate,LIB,Joe Miller,98,18-480
18,U.S. Senate,REP,Lisa Murkowski,267,18-480
18,U.S. Senate,NA,Margaret Stock,225,18-480
18,U.S. Senate,,Write-ins,2,18-480
18,U.S. House,DEM,Steve Lindbeck,395,18-480
18,U.S. House,LIB,Jim McDermott,36,18-480
18,U.S. House,NA,Bernie Souphanavong,14,18-480
18,U.S. House,REP,Don Young,234,18-480
18,U.S. House,,Write-ins,2,18-480
18,State House,DEM,Harriet Drummond,396,18-480
18,State House,REP,Michael Gordon,274,18-480
18,State House,,Write-ins,5,18-480
18,President,CON,Darrell Castle,4,Absentee
18,President,DEM,Hillary Clinton,555,Absentee
18,President,NA,Roque De La Fuente,3,Absentee
18,President,LIB,Gary Johnson,61,Absentee
18,President,GRE,Jill Stein,19,Absentee
18,President,REP,Donald Trump,388,Absentee
18,President,,Write-ins,31,Absentee
18,U.S. Senate,NA,Breck Craig,4,Absentee
18,U.S. Senate,NA,Ted Gianoutsos,4,Absentee
18,U.S. Senate,DEM,Ray Metcalfe,227,Absentee
18,U.S. Senate,LIB,Joe Miller,179,Absentee
18,U.S. Senate,REP,Lisa Murkowski,445,Absentee
18,U.S. Senate,NA,Margaret Stock,166,Absentee
18,U.S. Senate,,Write-ins,2,Absentee
18,U.S. House,DEM,Steve Lindbeck,510,Absentee
18,U.S. House,LIB,Jim McDermott,71,Absentee
18,U.S. House,NA,Bernie Souphanavong,28,Absentee
18,U.S. House,REP,Don Young,407,Absentee
18,U.S. House,,Write-ins,1,Absentee
18,State House,DEM,Harriet Drummond,413,Absentee
18,State House,REP,Michael Gordon,352,Absentee
18,State House,,Write-ins,6,Absentee
18,President,CON,Darrell Castle,4,Question
18,President,DEM,Hillary Clinton,316,Question
18,President,NA,Roque De La Fuente,8,Question
18,President,LIB,Gary Johnson,59,Question
18,President,GRE,Jill Stein,17,Question
18,President,REP,Donald Trump,286,Question
18,President,,Write-ins,31,Question
18,U.S. Senate,NA,Breck Craig,9,Question
18,U.S. Senate,NA,Ted Gianoutsos,3,Question
18,U.S. Senate,DEM,Ray Metcalfe,97,Question
18,U.S. Senate,LIB,Joe Miller,180,Question
18,U.S. Senate,REP,Lisa Murkowski,268,Question
18,U.S. Senate,NA,Margaret Stock,52,Question
18,U.S. Senate,,Write-ins,3,Question
18,U.S. House,DEM,Steve Lindbeck,217,Question
18,U.S. House,LIB,Jim McDermott,81,Question
18,U.S. House,NA,Bernie Souphanavong,35,Question
18,U.S. House,REP,Don Young,272,Question
18,U.S. House,,Write-ins,2,Question
18,State House,DEM,Harriet Drummond,45,Question
18,State House,REP,Michael Gordon,43,Question
18,State House,,Write-ins,1,Question
18,President,CON,Darrell Castle,3,Early Voting
18,President,DEM,Hillary Clinton,906,Early Voting
18,President,NA,Roque De La Fuente,6,Early Voting
18,President,LIB,Gary Johnson,70,Early Voting
18,President,GRE,Jill Stein,22,Early Voting
18,President,REP,Donald Trump,443,Early Voting
18,President,,Write-ins,22,Early Voting
18,U.S. Senate,NA,Breck Craig,12,Early Voting
18,U.S. Senate,NA,Ted Gianoutsos,5,Early Voting
18,U.S. Senate,DEM,Ray Metcalfe,267,Early Voting
18,U.S. Senate,LIB,Joe Miller,234,Early Voting
18,U.S. Senate,REP,Lisa Murkowski,491,Early Voting
18,U.S. Senate,NA,Margaret Stock,445,Early Voting
18,U.S. Senate,,Write-ins,3,Early Voting
18,U.S. House,DEM,Steve Lindbeck,884,Early Voting
18,U.S. House,LIB,Jim McDermott,90,Early Voting
18,U.S. House,NA,Bernie Souphanavong,35,Early Voting
18,U.S. House,REP,Don Young,434,Early Voting
18,U.S. House,,Write-ins,4,Early Voting
18,State House,DEM,Harriet Drummond,886,Early Voting
18,State House,REP,Michael Gordon,523,Early Voting
18,State House,,Write-ins,7,Early Voting
