district,office,party,candidate,votes,precinct
19,U.S. Senate,NA,Margaret Stock,232,19-525
19,U.S. Senate,,Write-ins,4,19-525
19,U.S. House,DEM,Steve Lindbeck,499,19-525
19,U.S. House,LIB,Jim McDermott,50,19-525
19,U.S. House,NA,Bernie Souphanavong,34,19-525
19,U.S. House,REP,Don Young,266,19-525
19,U.S. House,,Write-ins,4,19-525
19,State Senate,DEM,Tom Begich,686,19-525
19,State Senate,,Write-ins,33,19-525
19,State House,DEM,Geran Tarr,664,19-525
19,State House,,Write-ins,32,19-525
19,President,CON,Darrell Castle,6,Absentee
19,President,DEM,Hillary Clinton,270,Absentee
19,President,NA,Roque De La Fuente,4,Absentee
19,President,LIB,Gary Johnson,24,Absentee
19,President,GRE,Jill Stein,10,Absentee
19,President,REP,Donald Trump,202,Absentee
19,President,,Write-ins,13,Absentee
19,U.S. Senate,NA,Breck Craig,10,Absentee
19,U.S. Senate,NA,Ted Gianoutsos,1,Absentee
19,U.S. Senate,DEM,Ray Metcalfe,134,Absentee
19,U.S. Senate,LIB,Joe Miller,108,Absentee
19,U.S. Senate,REP,Lisa Murkowski,189,Absentee
19,U.S. Senate,NA,Margaret Stock,58,Absentee
19,U.S. Senate,,Write-ins,2,Absentee
19,U.S. House,DEM,Steve Lindbeck,237,Absentee
19,U.S. House,LIB,Jim McDermott,46,Absentee
19,U.S. House,NA,Bernie Souphanavong,19,Absentee
19,U.S. House,REP,Don Young,194,Absentee
19,U.S. House,,Write-ins,2,Absentee
19,State Senate,DEM,Tom Begich,292,Absentee
19,State Senate,,Write-ins,36,Absentee
19,State House,DEM,Geran Tarr,286,Absentee
19,State House,,Write-ins,28,Absentee
19,President,CON,Darrell Castle,14,Question
19,President,DEM,Hillary Clinton,241,Question
19,President,NA,Roque De La Fuente,4,Question
19,President,LIB,Gary Johnson,13,Question
19,President,GRE,Jill Stein,12,Question
19,President,REP,Donald Trump,119,Question
19,President,,Write-ins,9,Question
19,U.S. Senate,NA,Breck Craig,1,Question
19,U.S. Senate,NA,Ted Gianoutsos,6,Question
19,U.S. Senate,DEM,Ray Metcalfe,74,Question
19,U.S. Senate,LIB,Joe Miller,83,Question
19,U.S. Senate,REP,Lisa Murkowski,150,Question
19,U.S. Senate,NA,Margaret Stock,28,Question
19,U.S. Senate,,Write-ins,4,Question
19,U.S. House,DEM,Steve Lindbeck,155,Question
19,U.S. House,LIB,Jim McDermott,29,Question
19,U.S. House,NA,Bernie Souphanavong,24,Question
19,U.S. House,REP,Don Young,133,Question
19,U.S. House,,Write-ins,4,Question
19,State Senate,DEM,Tom Begich,90,Question
19,State Senate,,Write-ins,4,Question
19,State House,DEM,Geran Tarr,70,Question
19,State House,,Write-ins,2,Question
19,President,CON,Darrell Castle,7,Early Voting
19,President,DEM,Hillary Clinton,400,Early Voting
19,President,NA,Roque De La Fuente,1,Early Voting
19,President,LIB,Gary Johnson,21,Early Voting
19,President,GRE,Jill Stein,8,Early Voting
19,President,REP,Donald Trump,161,Early Voting
19,President,,Write-ins,10,Early Voting
19,U.S. Senate,NA,Breck Craig,5,Early Voting
19,U.S. Senate,NA,Ted Gianoutsos,2,Early Voting
19,U.S. Senate,DEM,Ray Metcalfe,170,Early Voting
19,U.S. Senate,LIB,Joe Miller,114,Early Voting
19,U.S. Senate,REP,Lisa Murkowski,173,Early Voting
19,U.S. Senate,NA,Margaret Stock,147,Early Voting
19,U.S. Senate,,Write-ins,1,Early Voting
19,U.S. House,DEM,Steve Lindbeck,382,Early Voting
19,U.S. House,LIB,Jim McDermott,44,Early Voting
19,U.S. House,NA,Bernie Souphanavong,10,Early Voting
19,U.S. House,REP,Don Young,165,Early Voting
19,U.S. House,,Write-ins,0,Early Voting
19,State Senate,DEM,Tom Begich,502,Early Voting
19,State Senate,,Write-ins,33,Early Voting
19,State House,DEM,Geran Tarr,478,Early Voting
19,State House,,Write-ins,29,Early Voting
