district,office,party,candidate,votes,precinct
28,U.S. Senate,NA,Breck Craig,3,28-120
28,U.S. Senate,NA,Ted Gianoutsos,2,28-120
28,U.S. Senate,DEM,Ray Metcalfe,57,28-120
28,U.S. Senate,LIB,Joe Miller,213,28-120
28,U.S. Senate,REP,Lisa Murkowski,430,28-120
28,U.S. Senate,NA,Margaret Stock,131,28-120
28,U.S. Senate,,Write-ins,1,28-120
28,U.S. House,DEM,Steve Lindbeck,301,28-120
28,U.S. House,LIB,Jim McDermott,53,28-120
28,U.S. House,NA,Bernie Souphanavong,13,28-120
28,U.S. House,REP,Don Young,465,28-120
28,U.S. House,,Write-ins,0,28-120
28,State Senate,NA,Vince Beltrami,368,28-120
28,State Senate,REP,Catherine Giessel,451,28-120
28,State Senate,,Write-ins,3,28-120
28,State House,REP,Jennifer Johnston,480,28-120
28,State House,DEM,Shirley Cote,331,28-120
28,State House,,Write-ins,4,28-120
28,President,CON,Darrell Castle,3,28-125
28,President,DEM,Hillary Clinton,248,28-125
28,President,NA,Roque De La Fuente,0,28-125
28,President,LIB,Gary Johnson,37,28-125
28,President,GRE,Jill Stein,6,28-125
28,President,REP,Donald Trump,259,28-125
28,President,,Write-ins,13,28-125
28,U.S. Senate,NA,Breck Craig,2,28-125
28,U.S. Senate,NA,Ted Gianoutsos,0,28-125
28,U.S. Senate,DEM,Ray Metcalfe,56,28-125
28,U.S. Senate,LIB,Joe Miller,128,28-125
28,U.S. Senate,REP,Lisa Murkowski,252,28-125
28,U.S. Senate,NA,Margaret Stock,119,28-125
28,U.S. Senate,,Write-ins,1,28-125
28,U.S. House,DEM,Steve Lindbeck,239,28-125
28,U.S. House,LIB,Jim McDermott,32,28-125
28,U.S. House,NA,Bernie Souphanavong,9,28-125
28,U.S. House,REP,Don Young,268,28-125
28,U.S. House,,Write-ins,3,28-125
28,State Senate,NA,Vince Beltrami,273,28-125
28,State Senate,REP,Catherine Giessel,262,28-125
28,State Senate,,Write-ins,2,28-125
28,State House,REP,Jennifer Johnston,272,28-125
28,State House,DEM,Shirley Cote,262,28-125
28,State House,,Write-ins,4,28-125
28,President,CON,Darrell Castle,1,28-130
28,President,DEM,Hillary Clinton,62,28-130
28,President,NA,Roque De La Fuente,2,28-130
28,President,LIB,Gary Johnson,8,28-130
28,President,GRE,Jill Stein,3,28-130
28,President,REP,Donald Trump,71,28-130
28,President,,Write-ins,3,28-130
28,U.S. Senate,NA,Breck Craig,1,28-130
28,U.S. Senate,NA,Ted Gianoutsos,0,28-130
28,U.S. Senate,DEM,Ray Metcalfe,24,28-130
28,U.S. Senate,LIB,Joe Miller,49,28-130
28,U.S. Senate,REP,Lisa Murkowski,47,28-130
28,U.S. Senate,NA,Margaret Stock,29,28-130
28,U.S. Senate,,Write-ins,0,28-130
28,U.S. House,DEM,Steve Lindbeck,65,28-130
28,U.S. House,LIB,Jim McDermott,13,28-130
28,U.S. House,NA,Bernie Souphanavong,2,28-130
28,U.S. House,REP,Don Young,66,28-130
28,U.S. House,,Write-ins,0,28-130
28,State Senate,NA,Vince Beltrami,75,28-130
28,State Senate,REP,Catherine Giessel,67,28-130
28,State Senate,,Write-ins,0,28-130
28,State House,REP,Jennifer Johnston,70,28-130
28,State House,DEM,Shirley Cote,72,28-130
28,State House,,Write-ins,0,28-130
28,President,CON,Darrell Castle,5,28-135
28,President,DEM,Hillary Clinton,514,28-135
28,President,NA,Roque De La Fuente,3,28-135
28,President,LIB,Gary Johnson,60,28-135
28,President,GRE,Jill Stein,34,28-135
28,President,REP,Donald Trump,195,28-135
28,President,,Write-ins,32,28-135
28,U.S. Senate,NA,Breck Craig,5,28-135
28,U.S. Senate,NA,Ted Gianoutsos,4,28-135
28,U.S. Senate,DEM,Ray Metcalfe,124,28-135
28,U.S. Senate,LIB,Joe Miller,128,28-135
28,U.S. Senate,REP,Lisa Murkowski,366,28-135
28,U.S. Senate,NA,Margaret Stock,214,28-135
28,U.S. Senate,,Write-ins,0,28-135
28,U.S. House,DEM,Steve Lindbeck,492,28-135
28,U.S. House,LIB,Jim McDermott,94,28-135
28,U.S. House,NA,Bernie Souphanavong,23,28-135
28,U.S. House,REP,Don Young,217,28-135
28,U.S. House,,Write-ins,0,28-135
28,State Senate,NA,Vince Beltrami,529,28-135
28,State Senate,REP,Catherine Giessel,246,28-135
28,State Senate,,Write-ins,8,28-135
28,State House,REP,Jennifer Johnston,307,28-135
28,State House,DEM,Shirley Cote,491,28-135
28,State House,,Write-ins,4,28-135
28,President,CON,Darrell Castle,4,28-140
28,President,DEM,Hillary Clinton,433,28-140
28,President,NA,Roque De La Fuente,2,28-140
28,President,LIB,Gary Johnson,73,28-140
28,President,GRE,Jill Stein,12,28-140
28,President,REP,Donald Trump,667,28-140
28,President,,Write-ins,35,28-140
28,U.S. Senate,NA,Breck Craig,4,28-140
28,U.S. Senate,NA,Ted Gianoutsos,4,28-140
28,U.S. Senate,DEM,Ray Metcalfe,71,28-140
28,U.S. Senate,LIB,Joe Miller,276,28-140
28,U.S. Senate,REP,Lisa Murkowski,671,28-140
28,U.S. Senate,NA,Margaret Stock,198,28-140
28,U.S. Senate,,Write-ins,0,28-140
28,U.S. House,DEM,Steve Lindbeck,421,28-140
28,U.S. House,LIB,Jim McDermott,62,28-140
28,U.S. House,NA,Bernie Souphanavong,26,28-140
28,U.S. House,REP,Don Young,702,28-140
28,U.S. House,,Write-ins,2,28-140
28,State Senate,NA,Vince Beltrami,478,28-140
28,State Senate,REP,Catherine Giessel,714,28-140
28,State Senate,,Write-ins,6,28-140
28,State House,REP,Jennifer Johnston,720,28-140
28,State House,DEM,Shirley Cote,456,28-140
28,State House,,Write-ins,8,28-140
28,President,CON,Darrell Castle,2,28-145
28,President,DEM,Hillary Clinton,306,28-145
28,President,NA,Roque De La Fuente,2,28-145
28,President,LIB,Gary Johnson,47,28-145
28,President,GRE,Jill Stein,8,28-145
28,President,REP,Donald Trump,380,28-145
28,President,,Write-ins,21,28-145
28,U.S. Senate,NA,Breck Craig,3,28-145
28,U.S. Senate,NA,Ted Gianoutsos,0,28-145
28,U.S. Senate,DEM,Ray Metcalfe,52,28-145
28,U.S. Senate,LIB,Joe Miller,203,28-145
28,U.S. Senate,REP,Lisa Murkowski,361,28-145
28,U.S. Senate,NA,Margaret Stock,153,28-145
28,U.S. Senate,,Write-ins,1,28-145
28,U.S. House,DEM,Steve Lindbeck,307,28-145
28,U.S. House,LIB,Jim McDermott,58,28-145
28,U.S. House,NA,Bernie Souphanavong,13,28-145
28,U.S. House,REP,Don Young,384,28-145
28,U.S. House,,Write-ins,2,28-145
28,State Senate,NA,Vince Beltrami,348,28-145
28,State Senate,REP,Catherine Giessel,396,28-145
28,State Senate,,Write-ins,4,28-145
28,State House,REP,Jennifer Johnston,432,28-145
28,State House,DEM,Shirley Cote,303,28-145
28,State House,,Write-ins,3,28-145
28,President,CON,Darrell Castle,9,Absentee
28,President,DEM,Hillary Clinton,813,Absentee
28,President,NA,Roque De La Fuente,4,Absentee
28,President,LIB,Gary Johnson,106,Absentee
28,President,GRE,Jill Stein,22,Absentee
28,President,REP,Donald Trump,886,Absentee
28,President,,Write-ins,64,Absentee
28,U.S. Senate,NA,Breck Craig,13,Absentee
28,U.S. Senate,NA,Ted Gianoutsos,6,Absentee
28,U.S. Senate,DEM,Ray Metcalfe,254,Absentee
28,U.S. Senate,LIB,Joe Miller,402,Absentee
28,U.S. Senate,REP,Lisa Murkowski,945,Absentee
28,U.S. Senate,NA,Margaret Stock,259,Absentee
28,U.S. Senate,,Write-ins,3,Absentee
28,U.S. House,DEM,Steve Lindbeck,730,Absentee
28,U.S. House,LIB,Jim McDermott,135,Absentee
28,U.S. House,NA,Bernie Souphanavong,30,Absentee
28,U.S. House,REP,Don Young,956,Absentee
28,U.S. House,,Write-ins,8,Absentee
28,State Senate,NA,Vince Beltrami,662,Absentee
28,State Senate,REP,Catherine Giessel,993,Absentee
28,State Senate,,Write-ins,13,Absentee
28,State House,REP,Jennifer Johnston,1019,Absentee
28,State House,DEM,Shirley Cote,645,Absentee
28,State House,,Write-ins,7,Absentee
28,President,CON,Darrell Castle,4,Question
28,President,DEM,Hillary Clinton,124,Question
28,President,NA,Roque De La Fuente,2,Question
28,President,LIB,Gary Johnson,31,Question
28,President,GRE,Jill Stein,4,Question
28,President,REP,Donald Trump,176,Question
28,President,,Write-ins,11,Question
28,U.S. Senate,NA,Breck Craig,1,Question
28,U.S. Senate,NA,Ted Gianoutsos,0,Question
28,U.S. Senate,DEM,Ray Metcalfe,43,Question
28,U.S. Senate,LIB,Joe Miller,74,Question
28,U.S. Senate,REP,Lisa Murkowski,148,Question
28,U.S. Senate,NA,Margaret Stock,29,Question
28,U.S. Senate,,Write-ins,0,Question
28,U.S. House,DEM,Steve Lindbeck,94,Question
28,U.S. House,LIB,Jim McDermott,30,Question
28,U.S. House,NA,Bernie Souphanavong,11,Question
28,U.S. House,REP,Don Young,158,Question
28,U.S. House,,Write-ins,1,Question
28,State Senate,NA,Vince Beltrami,35,Question
28,State Senate,REP,Catherine Giessel,38,Question
28,State Senate,,Write-ins,2,Question
28,State House,REP,Jennifer Johnston,35,Question
28,State House,DEM,Shirley Cote,28,Question
28,State House,,Write-ins,2,Question
28,President,CON,Darrell Castle,11,Early Voting
28,President,DEM,Hillary Clinton,1034,Early Voting
28,President,NA,Roque De La Fuente,5,Early Voting
28,President,LIB,Gary Johnson,101,Early Voting
28,President,GRE,Jill Stein,15,Early Voting
28,President,REP,Donald Trump,812,Early Voting
28,President,,Write-ins,42,Early Voting
28,U.S. Senate,NA,Breck Craig,3,Early Voting
28,U.S. Senate,NA,Ted Gianoutsos,5,Early Voting
28,U.S. Senate,DEM,Ray Metcalfe,190,Early Voting
28,U.S. Senate,LIB,Joe Miller,361,Early Voting
28,U.S. Senate,REP,Lisa Murkowski,910,Early Voting
28,U.S. Senate,NA,Margaret Stock,544,Early Voting
28,U.S. Senate,,Write-ins,3,Early Voting
28,U.S. House,DEM,Steve Lindbeck,1012,Early Voting
28,U.S. House,LIB,Jim McDermott,125,Early Voting
28,U.S. House,NA,Bernie Souphanavong,34,Early Voting
28,U.S. House,REP,Don Young,824,Early Voting
28,U.S. House,,Write-ins,2,Early Voting
28,State Senate,NA,Vince Beltrami,1095,Early Voting
28,State Senate,REP,Catherine Giessel,857,Early Voting
28,State Senate,,Write-ins,6,Early Voting
28,State House,REP,Jennifer Johnston,928,Early Voting
28,State House,DEM,Shirley Cote,1014,Early Voting
28,State House,,Write-ins,4,Early Voting
