district,office,party,candidate,votes,precinct
29,President,CON,Darrell Castle,5,29-100
29,President,DEM,Hillary Clinton,227,29-100
29,President,NA,Roque De La Fuente,6,29-100
29,President,LIB,Gary Johnson,40,29-100
29,President,GRE,Jill Stein,11,29-100
29,President,REP,Donald Trump,328,29-100
29,President,,Write-ins,24,29-100
29,U.S. Senate,NA,Breck Craig,6,29-100
29,U.S. Senate,NA,Ted Gianoutsos,4,29-100
29,U.S. Senate,DEM,Ray Metcalfe,77,29-100
29,U.S. Senate,LIB,Joe Miller,207,29-100
29,U.S. Senate,REP,Lisa Murkowski,246,29-100
29,U.S. Senate,NA,Margaret Stock,98,29-100
29,U.S. Senate,,Write-ins,1,29-100
29,U.S. House,DEM,Steve Lindbeck,246,29-100
29,U.S. House,LIB,Jim McDermott,72,29-100
29,U.S. House,NA,Bernie Souphanavong,19,29-100
29,U.S. House,REP,Don Young,288,29-100
29,U.S. House,,Write-ins,1,29-100
29,State House,REP,Charles Chenault,431,29-100
29,State House,,Write-ins,45,29-100
29,President,CON,Darrell Castle,1,29-110
29,President,DEM,Hillary Clinton,45,29-110
29,President,NA,Roque De La Fuente,0,29-110
29,President,LIB,Gary Johnson,13,29-110
29,President,GRE,Jill Stein,2,29-110
29,President,REP,Donald Trump,72,29-110
29,President,,Write-ins,3,29-110
29,U.S. Senate,NA,Breck Craig,1,29-110
29,U.S. Senate,NA,Ted Gianoutsos,2,29-110
29,U.S. Senate,DEM,Ray Metcalfe,10,29-110
29,U.S. Senate,LIB,Joe Miller,49,29-110
29,U.S. Senate,REP,Lisa Murkowski,50,29-110
29,U.S. Senate,NA,Margaret Stock,22,29-110
29,U.S. Senate,,Write-ins,0,29-110
29,U.S. House,DEM,Steve Lindbeck,45,29-110
29,U.S. House,LIB,Jim McDermott,14,29-110
29,U.S. House,NA,Bernie Souphanavong,9,29-110
29,U.S. House,REP,Don Young,64,29-110
29,U.S. House,,Write-ins,0,29-110
29,State House,REP,Charles Chenault,88,29-110
29,State House,,Write-ins,10,29-110
29,President,CON,Darrell Castle,3,29-115
29,President,DEM,Hillary Clinton,52,29-115
29,President,NA,Roque De La Fuente,1,29-115
29,President,LIB,Gary Johnson,15,29-115
29,President,GRE,Jill Stein,5,29-115
29,President,REP,Donald Trump,249,29-115
29,President,,Write-ins,5,29-115
29,U.S. Senate,NA,Breck Craig,8,29-115
29,U.S. Senate,NA,Ted Gianoutsos,5,29-115
29,U.S. Senate,DEM,Ray Metcalfe,19,29-115
29,U.S. Senate,LIB,Joe Miller,158,29-115
29,U.S. Senate,REP,Lisa Murkowski,108,29-115
29,U.S. Senate,NA,Margaret Stock,30,29-115
29,U.S. Senate,,Write-ins,1,29-115
29,U.S. House,DEM,Steve Lindbeck,78,29-115
29,U.S. House,LIB,Jim McDermott,52,29-115
29,U.S. House,NA,Bernie Souphanavong,16,29-115
29,U.S. House,REP,Don Young,178,29-115
29,U.S. House,,Write-ins,0,29-115
29,State House,REP,Charles Chenault,249,29-115
29,State House,,Write-ins,14,29-115
29,President,CON,Darrell Castle,1,29-120
29,President,DEM,Hillary Clinton,38,29-120
29,President,NA,Roque De La Fuente,1,29-120
29,President,LIB,Gary Johnson,3,29-120
29,President,GRE,Jill Stein,1,29-120
29,President,REP,Donald Trump,24,29-120
29,President,,Write-ins,6,29-120
29,U.S. Senate,NA,Breck Craig,1,29-120
29,U.S. Senate,NA,Ted Gianoutsos,2,29-120
29,U.S. Senate,DEM,Ray Metcalfe,9,29-120
29,U.S. Senate,LIB,Joe Miller,15,29-120
29,U.S. Senate,REP,Lisa Murkowski,34,29-120
29,U.S. Senate,NA,Margaret Stock,12,29-120
29,U.S. Senate,,Write-ins,1,29-120
29,U.S. House,DEM,Steve Lindbeck,37,29-120
29,U.S. House,LIB,Jim McDermott,5,29-120
29,U.S. House,NA,Bernie Souphanavong,2,29-120
29,U.S. House,REP,Don Young,29,29-120
29,U.S. House,,Write-ins,0,29-120
29,State House,REP,Charles Chenault,31,29-120
29,State House,,Write-ins,18,29-120
29,President,CON,Darrell Castle,3,29-130
29,President,DEM,Hillary Clinton,70,29-130
29,President,NA,Roque De La Fuente,0,29-130
29,President,LIB,Gary Johnson,24,29-130
29,President,GRE,Jill Stein,4,29-130
29,President,REP,Donald Trump,272,29-130
29,President,,Write-ins,13,29-130
29,U.S. Senate,NA,Breck Craig,7,29-130
29,U.S. Senate,NA,Ted Gianoutsos,2,29-130
29,U.S. Senate,DEM,Ray Metcalfe,16,29-130
29,U.S. Senate,LIB,Joe Miller,168,29-130
29,U.S. Senate,REP,Lisa Murkowski,146,29-130
29,U.S. Senate,NA,Margaret Stock,38,29-130
29,U.S. Senate,,Write-ins,3,29-130
29,U.S. House,DEM,Steve Lindbeck,83,29-130
29,U.S. House,LIB,Jim McDermott,54,29-130
29,U.S. House,NA,Bernie Souphanavong,9,29-130
29,U.S. House,REP,Don Young,226,29-130
29,U.S. House,,Write-ins,4,29-130
29,State House,REP,Charles Chenault,286,29-130
29,State House,,Write-ins,26,29-130
29,President,CON,Darrell Castle,5,29-140
29,President,DEM,Hillary Clinton,65,29-140
29,President,NA,Roque De La Fuente,0,29-140
29,President,LIB,Gary Johnson,8,29-140
