district,office,party,candidate,votes,precinct
29,President,GRE,Jill Stein,3,29-140
29,President,REP,Donald Trump,60,29-140
29,President,,Write-ins,5,29-140
29,U.S. Senate,NA,Breck Craig,2,29-140
29,U.S. Senate,NA,Ted Gianoutsos,0,29-140
29,U.S. Senate,DEM,Ray Metcalfe,15,29-140
29,U.S. Senate,LIB,Joe Miller,40,29-140
29,U.S. Senate,REP,Lisa Murkowski,50,29-140
29,U.S. Senate,NA,Margaret Stock,39,29-140
29,U.S. Senate,,Write-ins,0,29-140
29,U.S. House,DEM,Steve Lindbeck,73,29-140
29,U.S. House,LIB,Jim McDermott,17,29-140
29,U.S. House,NA,Bernie Souphanavong,6,29-140
29,U.S. House,REP,Don Young,49,29-140
29,U.S. House,,Write-ins,1,29-140
29,State House,REP,Charles Chenault,89,29-140
29,State House,,Write-ins,11,29-140
29,President,CON,Darrell Castle,11,29-150
29,President,DEM,Hillary Clinton,120,29-150
29,President,NA,Roque De La Fuente,2,29-150
29,President,LIB,Gary Johnson,34,29-150
29,President,GRE,Jill Stein,9,29-150
29,President,REP,Donald Trump,664,29-150
29,President,,Write-ins,23,29-150
29,U.S. Senate,NA,Breck Craig,16,29-150
29,U.S. Senate,NA,Ted Gianoutsos,4,29-150
29,U.S. Senate,DEM,Ray Metcalfe,33,29-150
29,U.S. Senate,LIB,Joe Miller,456,29-150
29,U.S. Senate,REP,Lisa Murkowski,255,29-150
29,U.S. Senate,NA,Margaret Stock,84,29-150
29,U.S. Senate,,Write-ins,4,29-150
29,U.S. House,DEM,Steve Lindbeck,179,29-150
29,U.S. House,LIB,Jim McDermott,145,29-150
29,U.S. House,NA,Bernie Souphanavong,30,29-150
29,U.S. House,REP,Don Young,486,29-150
29,U.S. House,,Write-ins,6,29-150
29,State House,REP,Charles Chenault,652,29-150
29,State House,,Write-ins,75,29-150
29,President,CON,Darrell Castle,8,29-160
29,President,DEM,Hillary Clinton,113,29-160
29,President,NA,Roque De La Fuente,5,29-160
29,President,LIB,Gary Johnson,47,29-160
29,President,GRE,Jill Stein,9,29-160
29,President,REP,Donald Trump,760,29-160
29,President,,Write-ins,14,29-160
29,U.S. Senate,NA,Breck Craig,10,29-160
29,U.S. Senate,NA,Ted Gianoutsos,5,29-160
29,U.S. Senate,DEM,Ray Metcalfe,52,29-160
29,U.S. Senate,LIB,Joe Miller,473,29-160
29,U.S. Senate,REP,Lisa Murkowski,317,29-160
29,U.S. Senate,NA,Margaret Stock,86,29-160
29,U.S. Senate,,Write-ins,4,29-160
29,U.S. House,DEM,Steve Lindbeck,168,29-160
29,U.S. House,LIB,Jim McDermott,162,29-160
29,U.S. House,NA,Bernie Souphanavong,38,29-160
29,U.S. House,REP,Don Young,567,29-160
29,U.S. House,,Write-ins,5,29-160
29,State House,REP,Charles Chenault,759,29-160
29,State House,,Write-ins,65,29-160
29,President,CON,Darrell Castle,8,29-170
29,President,DEM,Hillary Clinton,260,29-170
29,President,NA,Roque De La Fuente,0,29-170
29,President,LIB,Gary Johnson,52,29-170
29,President,GRE,Jill Stein,19,29-170
29,President,REP,Donald Trump,252,29-170
29,President,,Write-ins,14,29-170
29,U.S. Senate,NA,Breck Craig,5,29-170
29,U.S. Senate,NA,Ted Gianoutsos,4,29-170
29,U.S. Senate,DEM,Ray Metcalfe,80,29-170
29,U.S. Senate,LIB,Joe Miller,132,29-170
29,U.S. Senate,REP,Lisa Murkowski,262,29-170
29,U.S. Senate,NA,Margaret Stock,119,29-170
29,U.S. Senate,,Write-ins,0,29-170
29,U.S. House,DEM,Steve Lindbeck,272,29-170
29,U.S. House,LIB,Jim McDermott,60,29-170
29,U.S. House,NA,Bernie Souphanavong,19,29-170
29,U.S. House,REP,Don Young,243,29-170
29,U.S. House,,Write-ins,4,29-170
29,State House,REP,Charles Chenault,384,29-170
29,State House,,Write-ins,55,29-170
29,President,CON,Darrell Castle,4,29-180
29,President,DEM,Hillary Clinton,87,29-180
29,President,NA,Roque De La Fuente,4,29-180
29,President,LIB,Gary Johnson,28,29-180
29,President,GRE,Jill Stein,4,29-180
29,President,REP,Donald Trump,513,29-180
29,President,,Write-ins,18,29-180
29,U.S. Senate,NA,Breck Craig,5,29-180
29,U.S. Senate,NA,Ted Gianoutsos,2,29-180
29,U.S. Senate,DEM,Ray Metcalfe,16,29-180
29,U.S. Senate,LIB,Joe Miller,330,29-180
29,U.S. Senate,REP,Lisa Murkowski,243,29-180
29,U.S. Senate,NA,Margaret Stock,50,29-180
29,U.S. Senate,,Write-ins,2,29-180
29,U.S. House,DEM,Steve Lindbeck,113,29-180
29,U.S. House,LIB,Jim McDermott,79,29-180
29,U.S. House,NA,Bernie Souphanavong,26,29-180
29,U.S. House,REP,Don Young,413,29-180
29,U.S. House,,Write-ins,4,29-180
29,State House,REP,Charles Chenault,522,29-180
29,State House,,Write-ins,24,29-180
29,President,CON,Darrell Castle,8,29-190
29,President,DEM,Hillary Clinton,107,29-190
29,President,NA,Roque De La Fuente,3,29-190
29,President,LIB,Gary Johnson,32,29-190
29,President,GRE,Jill Stein,10,29-190
29,President,REP,Donald Trump,642,29-190
29,President,,Write-ins,10,29-190
29,U.S. Senate,NA,Breck Craig,4,29-190
29,U.S. Senate,NA,Ted Gianoutsos,1,29-190
29,U.S. Senate,DEM,Ray Metcalfe,27,29-190
29,U.S. Senate,LIB,Joe Miller,454,29-190
29,U.S. Senate,REP,Lisa Murkowski,245,29-190
29,U.S. Senate,NA,Margaret Stock,74,29-190
29,U.S. Senate,,Write-ins,1,29-190
29,U.S. House,DEM,Steve Lindbeck,157,29-190
29,U.S. House,LIB,Jim McDermott,100,29-190
29,U.S. House,NA,Bernie Souphanavong,32,29-190
29,U.S. House,REP,Don Young,493,29-190
29,U.S. House,,Write-ins,2,29-190
29,State House,REP,Charles Chenault,623,29-190
29,State House,,Write-ins,49,29-190
29,President,CON,Darrell Castle,20,Absentee
29,President,DEM,Hillary Clinton,825,Absentee
29,President,NA,Roque De La Fuente,8,Absentee
29,President,LIB,Gary Johnson,125,Absentee
29,President,GRE,Jill Stein,45,Absentee
29,President,REP,Donald Trump,2216,Absentee
29,President,,Write-ins,82,Absentee
29,U.S. Senate,NA,Breck Craig,18,Absentee
29,U.S. Senate,NA,Ted Gianoutsos,17,Absentee
29,U.S. Senate,DEM,Ray Metcalfe,347,Absentee
29,U.S. Senate,LIB,Joe Miller,1173,Absentee
29,U.S. Senate,REP,Lisa Murkowski,1374,Absentee
29,U.S. Senate,NA,Margaret Stock,323,Absentee
29,U.S. Senate,,Write-ins,1,Absentee
29,U.S. House,DEM,Steve Lindbeck,890,Absentee
29,U.S. House,LIB,Jim McDermott,386,Absentee
29,U.S. House,NA,Bernie Souphanavong,72,Absentee
29,U.S. House,REP,Don Young,1841,Absentee
29,U.S. House,,Write-ins,13,Absentee
29,State House,REP,Charles Chenault,2315,Absentee
29,State House,,Write-ins,192,Absentee
29,President,CON,Darrell Castle,7,Question
29,President,DEM,Hillary Clinton,64,Question
29,President,NA,Roque De La Fuente,3,Question
29,President,LIB,Gary Johnson,35,Question
29,President,GRE,Jill Stein,11,Question
29,President,REP,Donald Trump,246,Question
29,President,,Write-ins,8,Question
29,U.S. Senate,NA,Breck Craig,6,Question
29,U.S. Senate,NA,Ted Gianoutsos,5,Question
29,U.S. Senate,DEM,Ray Metcalfe,19,Question
29,U.S. Senate,LIB,Joe Miller,136,Question
29,U.S. Senate,REP,Lisa Murkowski,110,Question
29,U.S. Senate,NA,Margaret Stock,24,Question
29,U.S. Senate,,Write-ins,1,Question
29,U.S. House,DEM,Steve Lindbeck,52,Question
29,U.S. House,LIB,Jim McDermott,44,Question
29,U.S. House,NA,Bernie Souphanavong,15,Question
29,U.S. House,REP,Don Young,176,Question
29,U.S. House,,Write-ins,1,Question
29,State House,REP,Charles Chenault,90,Question
29,State House,,Write-ins,6,Question
29,President,CON,Darrell Castle,1,Early Voting
29,President,DEM,Hillary Clinton,28,Early Voting
29,President,NA,Roque De La Fuente,1,Early Voting
29,President,LIB,Gary Johnson,7,Early Voting
29,President,GRE,Jill Stein,3,Early Voting
29,President,REP,Donald Trump,49,Early Voting
29,President,,Write-ins,3,Early Voting
29,U.S. Senate,NA,Breck Craig,0,Early Voting
29,U.S. Senate,NA,Ted Gianoutsos,0,Early Voting
29,U.S. Senate,DEM,Ray Metcalfe,9,Early Voting
29,U.S. Senate,LIB,Joe Miller,28,Early Voting
29,U.S. Senate,REP,Lisa Murkowski,39,Early Voting
29,U.S. Senate,NA,Margaret Stock,15,Early Voting
29,U.S. Senate,,Write-ins,0,Early Voting
29,U.S. House,DEM,Steve Lindbeck,31,Early Voting
29,U.S. House,LIB,Jim McDermott,5,Early Voting
29,U.S. House,NA,Bernie Souphanavong,2,Early Voting
29,U.S. House,REP,Don Young,52,Early Voting
29,U.S. House,,Write-ins,0,Early Voting
29,State House,REP,Charles Chenault,61,Early Voting
29,State House,,Write-ins,10,Early Voting
