district,office,party,candidate,votes,precinct
22,U.S. Senate,NA,Ted Gianoutsos,0,22-670
22,U.S. Senate,DEM,Ray Metcalfe,35,22-670
22,U.S. Senate,LIB,Joe Miller,101,22-670
22,U.S. Senate,REP,Lisa Murkowski,190,22-670
22,U.S. Senate,NA,Margaret Stock,56,22-670
22,U.S. Senate,,Write-ins,1,22-670
22,U.S. House,DEM,Steve Lindbeck,121,22-670
22,U.S. House,LIB,Jim McDermott,38,22-670
22,U.S. House,NA,Bernie Souphanavong,9,22-670
22,U.S. House,REP,Don Young,213,22-670
22,U.S. House,,Write-ins,1,22-670
22,State House,AI,Dustin Darden,26,22-670
22,State House,REP,Liz Vazquez,174,22-670
22,State House,NA,Jason Grenn,181,22-670
22,State House,,Write-ins,2,22-670
22,President,CON,Darrell Castle,5,Absentee
22,President,DEM,Hillary Clinton,432,Absentee
22,President,NA,Roque De La Fuente,3,Absentee
22,President,LIB,Gary Johnson,55,Absentee
22,President,GRE,Jill Stein,17,Absentee
22,President,REP,Donald Trump,532,Absentee
22,President,,Write-ins,37,Absentee
22,U.S. Senate,NA,Breck Craig,6,Absentee
22,U.S. Senate,NA,Ted Gianoutsos,8,Absentee
22,U.S. Senate,DEM,Ray Metcalfe,161,Absentee
22,U.S. Senate,LIB,Joe Miller,250,Absentee
22,U.S. Senate,REP,Lisa Murkowski,520,Absentee
22,U.S. Senate,NA,Margaret Stock,117,Absentee
22,U.S. Senate,,Write-ins,1,Absentee
22,U.S. House,DEM,Steve Lindbeck,370,Absentee
22,U.S. House,LIB,Jim McDermott,112,Absentee
22,U.S. House,NA,Bernie Souphanavong,30,Absentee
22,U.S. House,REP,Don Young,527,Absentee
22,U.S. House,,Write-ins,1,Absentee
22,State House,AI,Dustin Darden,79,Absentee
22,State House,REP,Liz Vazquez,456,Absentee
22,State House,NA,Jason Grenn,351,Absentee
22,State House,,Write-ins,6,Absentee
22,President,CON,Darrell Castle,2,Question
22,President,DEM,Hillary Clinton,140,Question
22,President,NA,Roque De La Fuente,4,Question
22,President,LIB,Gary Johnson,32,Question
22,President,GRE,Jill Stein,8,Question
22,President,REP,Donald Trump,201,Question
22,President,,Write-ins,16,Question
22,U.S. Senate,NA,Breck Craig,5,Question
22,U.S. Senate,NA,Ted Gianoutsos,2,Question
22,U.S. Senate,DEM,Ray Metcalfe,37,Question
22,U.S. Senate,LIB,Joe Miller,88,Question
22,U.S. Senate,REP,Lisa Murkowski,187,Question
22,U.S. Senate,NA,Margaret Stock,23,Question
22,U.S. Senate,,Write-ins,2,Question
22,U.S. House,DEM,Steve Lindbeck,107,Question
22,U.S. House,LIB,Jim McDermott,55,Question
22,U.S. House,NA,Bernie Souphanavong,13,Question
22,U.S. House,REP,Don Young,162,Question
22,U.S. House,,Write-ins,1,Question
22,State House,AI,Dustin Darden,10,Question
22,State House,REP,Liz Vazquez,38,Question
22,State House,NA,Jason Grenn,27,Question
22,State House,,Write-ins,2,Question
22,President,CON,Darrell Castle,5,Early Voting
22,President,DEM,Hillary Clinton,600,Early Voting
22,President,NA,Roque De La Fuente,7,Early Voting
22,President,LIB,Gary Johnson,53,Early Voting
22,President,GRE,Jill Stein,16,Early Voting
22,President,REP,Donald Trump,477,Early Voting
22,President,,Write-ins,32,Early Voting
22,U.S. Senate,NA,Breck Craig,8,Early Voting
22,U.S. Senate,NA,Ted Gianoutsos,3,Early Voting
22,U.S. Senate,DEM,Ray Metcalfe,153,Early Voting
22,U.S. Senate,LIB,Joe Miller,226,Early Voting
22,U.S. Senate,REP,Lisa Murkowski,558,Early Voting
22,U.S. Senate,NA,Margaret Stock,243,Early Voting
22,U.S. Senate,,Write-ins,0,Early Voting
22,U.S. House,DEM,Steve Lindbeck,585,Early Voting
22,U.S. House,LIB,Jim McDermott,86,Early Voting
22,U.S. House,NA,Bernie Souphanavong,26,Early Voting
22,U.S. House,REP,Don Young,487,Early Voting
22,U.S. House,,Write-ins,2,Early Voting
22,State House,AI,Dustin Darden,112,Early Voting
22,State House,REP,Liz Vazquez,411,Early Voting
22,State House,NA,Jason Grenn,638,Early Voting
22,State House,,Write-ins,1,Early Voting
