district,office,party,candidate,votes,precinct
27,U.S. Senate,,Write-ins,1,27-925
27,U.S. House,DEM,Steve Lindbeck,242,27-925
27,U.S. House,LIB,Jim McDermott,67,27-925
27,U.S. House,NA,Bernie Souphanavong,22,27-925
27,U.S. House,REP,Don Young,351,27-925
27,U.S. House,,Write-ins,0,27-925
27,State Senate,NA,Vince Beltrami,296,27-925
27,State Senate,REP,Catherine Giessel,347,27-925
27,State Senate,,Write-ins,2,27-925
27,State House,REP,Lance Pruitt,346,27-925
27,State House,DEM,Harry Crawford,322,27-925
27,State House,,Write-ins,3,27-925
27,President,CON,Darrell Castle,12,27-930
27,President,DEM,Hillary Clinton,505,27-930
27,President,NA,Roque De La Fuente,3,27-930
27,President,LIB,Gary Johnson,64,27-930
27,President,GRE,Jill Stein,17,27-930
27,President,REP,Donald Trump,513,27-930
27,President,,Write-ins,30,27-930
27,U.S. Senate,NA,Breck Craig,8,27-930
27,U.S. Senate,NA,Ted Gianoutsos,8,27-930
27,U.S. Senate,DEM,Ray Metcalfe,128,27-930
27,U.S. Senate,LIB,Joe Miller,298,27-930
27,U.S. Senate,REP,Lisa Murkowski,491,27-930
27,U.S. Senate,NA,Margaret Stock,198,27-930
27,U.S. Senate,,Write-ins,1,27-930
27,U.S. House,DEM,Steve Lindbeck,477,27-930
27,U.S. House,LIB,Jim McDermott,111,27-930
27,U.S. House,NA,Bernie Souphanavong,24,27-930
27,U.S. House,REP,Don Young,505,27-930
27,U.S. House,,Write-ins,6,27-930
27,State Senate,NA,Vince Beltrami,543,27-930
27,State Senate,REP,Catherine Giessel,518,27-930
27,State Senate,,Write-ins,7,27-930
27,State House,REP,Lance Pruitt,524,27-930
27,State House,DEM,Harry Crawford,572,27-930
27,State House,,Write-ins,8,27-930
27,President,CON,Darrell Castle,3,27-935
27,President,DEM,Hillary Clinton,107,27-935
27,President,NA,Roque De La Fuente,0,27-935
27,President,LIB,Gary Johnson,12,27-935
27,President,GRE,Jill Stein,3,27-935
27,President,REP,Donald Trump,78,27-935
27,President,,Write-ins,8,27-935
27,U.S. Senate,NA,Breck Craig,0,27-935
27,U.S. Senate,NA,Ted Gianoutsos,1,27-935
27,U.S. Senate,DEM,Ray Metcalfe,25,27-935
27,U.S. Senate,LIB,Joe Miller,43,27-935
27,U.S. Senate,REP,Lisa Murkowski,86,27-935
27,U.S. Senate,NA,Margaret Stock,57,27-935
27,U.S. Senate,,Write-ins,0,27-935
27,U.S. House,DEM,Steve Lindbeck,109,27-935
27,U.S. House,LIB,Jim McDermott,8,27-935
27,U.S. House,NA,Bernie Souphanavong,1,27-935
27,U.S. House,REP,Don Young,90,27-935
27,U.S. House,,Write-ins,0,27-935
27,State Senate,NA,Vince Beltrami,102,27-935
27,State Senate,REP,Catherine Giessel,94,27-935
27,State Senate,,Write-ins,3,27-935
27,State House,REP,Lance Pruitt,102,27-935
27,State House,DEM,Harry Crawford,104,27-935
27,State House,,Write-ins,0,27-935
27,President,CON,Darrell Castle,8,Absentee
27,President,DEM,Hillary Clinton,542,Absentee
27,President,NA,Roque De La Fuente,8,Absentee
27,President,LIB,Gary Johnson,74,Absentee
27,President,GRE,Jill Stein,21,Absentee
27,President,REP,Donald Trump,619,Absentee
27,President,,Write-ins,38,Absentee
27,U.S. Senate,NA,Breck Craig,5,Absentee
27,U.S. Senate,NA,Ted Gianoutsos,4,Absentee
27,U.S. Senate,DEM,Ray Metcalfe,237,Absentee
27,U.S. Senate,LIB,Joe Miller,283,Absentee
27,U.S. Senate,REP,Lisa Murkowski,602,Absentee
27,U.S. Senate,NA,Margaret Stock,144,Absentee
27,U.S. Senate,,Write-ins,5,Absentee
27,U.S. House,DEM,Steve Lindbeck,499,Absentee
27,U.S. House,LIB,Jim McDermott,108,Absentee
27,U.S. House,NA,Bernie Souphanavong,39,Absentee
27,U.S. House,REP,Don Young,624,Absentee
27,U.S. House,,Write-ins,6,Absentee
27,State Senate,NA,Vince Beltrami,438,Absentee
27,State Senate,REP,Catherine Giessel,639,Absentee
27,State Senate,,Write-ins,5,Absentee
27,State House,REP,Lance Pruitt,639,Absentee
27,State House,DEM,Harry Crawford,476,Absentee
27,State House,,Write-ins,0,Absentee
27,President,CON,Darrell Castle,5,Question
27,President,DEM,Hillary Clinton,167,Question
27,President,NA,Roque De La Fuente,5,Question
27,President,LIB,Gary Johnson,38,Question
27,President,GRE,Jill Stein,14,Question
27,President,REP,Donald Trump,194,Question
27,President,,Write-ins,14,Question
27,U.S. Senate,NA,Breck Craig,4,Question
27,U.S. Senate,NA,Ted Gianoutsos,4,Question
27,U.S. Senate,DEM,Ray Metcalfe,61,Question
27,U.S. Senate,LIB,Joe Miller,105,Question
27,U.S. Senate,REP,Lisa Murkowski,165,Question
27,U.S. Senate,NA,Margaret Stock,34,Question
27,U.S. Senate,,Write-ins,0,Question
27,U.S. House,DEM,Steve Lindbeck,122,Question
27,U.S. House,LIB,Jim McDermott,45,Question
27,U.S. House,NA,Bernie Souphanavong,22,Question
27,U.S. House,REP,Don Young,178,Question
27,U.S. House,,Write-ins,0,Question
27,State Senate,NA,Vince Beltrami,37,Question
27,State Senate,REP,Catherine Giessel,42,Question
27,State Senate,,Write-ins,0,Question
27,State House,REP,Lance Pruitt,44,Question
27,State House,DEM,Harry Crawford,30,Question
27,State House,,Write-ins,0,Question
27,President,CON,Darrell Castle,3,Early Voting
27,President,DEM,Hillary Clinton,648,Early Voting
27,President,NA,Roque De La Fuente,4,Early Voting
27,President,LIB,Gary Johnson,40,Early Voting
27,President,GRE,Jill Stein,21,Early Voting
27,President,REP,Donald Trump,444,Early Voting
27,President,,Write-ins,21,Early Voting
27,U.S. Senate,NA,Breck Craig,4,Early Voting
27,U.S. Senate,NA,Ted Gianoutsos,5,Early Voting
27,U.S. Senate,DEM,Ray Metcalfe,231,Early Voting
27,U.S. Senate,LIB,Joe Miller,241,Early Voting
27,U.S. Senate,REP,Lisa Murkowski,445,Early Voting
27,U.S. Senate,NA,Margaret Stock,246,Early Voting
27,U.S. Senate,,Write-ins,1,Early Voting
27,U.S. House,DEM,Steve Lindbeck,622,Early Voting
27,U.S. House,LIB,Jim McDermott,83,Early Voting
27,U.S. House,NA,Bernie Souphanavong,23,Early Voting
27,U.S. House,REP,Don Young,440,Early Voting
27,U.S. House,,Write-ins,0,Early Voting
27,State Senate,NA,Vince Beltrami,628,Early Voting
27,State Senate,REP,Catherine Giessel,486,Early Voting
27,State Senate,,Write-ins,5,Early Voting
27,State House,REP,Lance Pruitt,483,Early Voting
27,State House,DEM,Harry Crawford,670,Early Voting
27,State House,,Write-ins,2,Early Voting
