district,office,party,candidate,votes,precinct
24,U.S. House,NA,Bernie Souphanavong,14,24-705
24,U.S. House,REP,Don Young,303,24-705
24,U.S. House,,Write-ins,5,24-705
24,State Senate,NA,Tom Johnson,45,24-705
24,State Senate,DEM,Forrest McDonald,231,24-705
24,State Senate,REP,Natasha Von Imhof,324,24-705
24,State Senate,,Write-ins,6,24-705
24,State House,DEM,Sue Levi,253,24-705
24,State House,REP,Charles Kopp,340,24-705
24,State House,,Write-ins,7,24-705
24,President,CON,Darrell Castle,6,24-710
24,President,DEM,Hillary Clinton,339,24-710
24,President,NA,Roque De La Fuente,3,24-710
24,President,LIB,Gary Johnson,64,24-710
24,President,GRE,Jill Stein,11,24-710
24,President,REP,Donald Trump,492,24-710
24,President,,Write-ins,25,24-710
24,U.S. Senate,NA,Breck Craig,5,24-710
24,U.S. Senate,NA,Ted Gianoutsos,2,24-710
24,U.S. Senate,DEM,Ray Metcalfe,78,24-710
24,U.S. Senate,LIB,Joe Miller,258,24-710
24,U.S. Senate,REP,Lisa Murkowski,489,24-710
24,U.S. Senate,NA,Margaret Stock,107,24-710
24,U.S. Senate,,Write-ins,0,24-710
24,U.S. House,DEM,Steve Lindbeck,317,24-710
24,U.S. House,LIB,Jim McDermott,62,24-710
24,U.S. House,NA,Bernie Souphanavong,19,24-710
24,U.S. House,REP,Don Young,533,24-710
24,U.S. House,,Write-ins,0,24-710
24,State Senate,NA,Tom Johnson,56,24-710
24,State Senate,DEM,Forrest McDonald,290,24-710
24,State Senate,REP,Natasha Von Imhof,564,24-710
24,State Senate,,Write-ins,2,24-710
24,State House,DEM,Sue Levi,330,24-710
24,State House,REP,Charles Kopp,576,24-710
24,State House,,Write-ins,4,24-710
24,President,CON,Darrell Castle,3,24-715
24,President,DEM,Hillary Clinton,317,24-715
24,President,NA,Roque De La Fuente,2,24-715
24,President,LIB,Gary Johnson,39,24-715
24,President,GRE,Jill Stein,5,24-715
24,President,REP,Donald Trump,376,24-715
24,President,,Write-ins,25,24-715
24,U.S. Senate,NA,Breck Craig,4,24-715
24,U.S. Senate,NA,Ted Gianoutsos,1,24-715
24,U.S. Senate,DEM,Ray Metcalfe,66,24-715
24,U.S. Senate,LIB,Joe Miller,189,24-715
24,U.S. Senate,REP,Lisa Murkowski,405,24-715
24,U.S. Senate,NA,Margaret Stock,102,24-715
24,U.S. Senate,,Write-ins,3,24-715
24,U.S. House,DEM,Steve Lindbeck,281,24-715
24,U.S. House,LIB,Jim McDermott,54,24-715
24,U.S. House,NA,Bernie Souphanavong,16,24-715
24,U.S. House,REP,Don Young,409,24-715
24,U.S. House,,Write-ins,3,24-715
24,State Senate,NA,Tom Johnson,35,24-715
24,State Senate,DEM,Forrest McDonald,283,24-715
24,State Senate,REP,Natasha Von Imhof,428,24-715
24,State Senate,,Write-ins,2,24-715
24,State House,DEM,Sue Levi,307,24-715
24,State House,REP,Charles Kopp,436,24-715
24,State House,,Write-ins,1,24-715
24,President,CON,Darrell Castle,10,24-720
24,President,DEM,Hillary Clinton,246,24-720
24,President,NA,Roque De La Fuente,3,24-720
24,President,LIB,Gary Johnson,53,24-720
24,President,GRE,Jill Stein,16,24-720
24,President,REP,Donald Trump,404,24-720
24,President,,Write-ins,16,24-720
24,U.S. Senate,NA,Breck Craig,5,24-720
24,U.S. Senate,NA,Ted Gianoutsos,9,24-720
24,U.S. Senate,DEM,Ray Metcalfe,65,24-720
24,U.S. Senate,LIB,Joe Miller,236,24-720
24,U.S. Senate,REP,Lisa Murkowski,346,24-720
24,U.S. Senate,NA,Margaret Stock,87,24-720
24,U.S. Senate,,Write-ins,1,24-720
24,U.S. House,DEM,Steve Lindbeck,243,24-720
24,U.S. House,LIB,Jim McDermott,83,24-720
24,U.S. House,NA,Bernie Souphanavong,16,24-720
24,U.S. House,REP,Don Young,400,24-720
24,U.S. House,,Write-ins,1,24-720
24,State Senate,NA,Tom Johnson,80,24-720
24,State Senate,DEM,Forrest McDonald,265,24-720
24,State Senate,REP,Natasha Von Imhof,376,24-720
24,State Senate,,Write-ins,3,24-720
24,State House,DEM,Sue Levi,283,24-720
24,State House,REP,Charles Kopp,436,24-720
24,State House,,Write-ins,2,24-720
24,President,CON,Darrell Castle,6,24-725
24,President,DEM,Hillary Clinton,348,24-725
24,President,NA,Roque De La Fuente,2,24-725
24,President,LIB,Gary Johnson,72,24-725
24,President,GRE,Jill Stein,8,24-725
24,President,REP,Donald Trump,517,24-725
24,President,,Write-ins,22,24-725
24,U.S. Senate,NA,Breck Craig,9,24-725
24,U.S. Senate,NA,Ted Gianoutsos,5,24-725
24,U.S. Senate,DEM,Ray Metcalfe,70,24-725
24,U.S. Senate,LIB,Joe Miller,212,24-725
24,U.S. Senate,REP,Lisa Murkowski,524,24-725
24,U.S. Senate,NA,Margaret Stock,150,24-725
24,U.S. Senate,,Write-ins,1,24-725
24,U.S. House,DEM,Steve Lindbeck,361,24-725
24,U.S. House,LIB,Jim McDermott,69,24-725
24,U.S. House,NA,Bernie Souphanavong,25,24-725
24,U.S. House,REP,Don Young,505,24-725
24,U.S. House,,Write-ins,3,24-725
24,State Senate,NA,Tom Johnson,50,24-725
24,State Senate,DEM,Forrest McDonald,351,24-725
24,State Senate,REP,Natasha Von Imhof,532,24-725
24,State Senate,,Write-ins,4,24-725
24,State House,DEM,Sue Levi,390,24-725
24,State House,REP,Charles Kopp,544,24-725
24,State House,,Write-ins,3,24-725
24,President,CON,Darrell Castle,7,24-730
24,President,DEM,Hillary Clinton,432,24-730
24,President,NA,Roque De La Fuente,2,24-730
24,President,LIB,Gary Johnson,79,24-730
24,President,GRE,Jill Stein,13,24-730
24,President,REP,Donald Trump,619,24-730
24,President,,Write-ins,39,24-730
24,U.S. Senate,NA,Breck Craig,6,24-730
24,U.S. Senate,NA,Ted Gianoutsos,2,24-730
24,U.S. Senate,DEM,Ray Metcalfe,104,24-730
24,U.S. Senate,LIB,Joe Miller,308,24-730
24,U.S. Senate,REP,Lisa Murkowski,625,24-730
24,U.S. Senate,NA,Margaret Stock,148,24-730
24,U.S. Senate,,Write-ins,1,24-730
24,U.S. House,DEM,Steve Lindbeck,392,24-730
24,U.S. House,LIB,Jim McDermott,99,24-730
24,U.S. House,NA,Bernie Souphanavong,33,24-730
24,U.S. House,REP,Don Young,654,24-730
24,U.S. House,,Write-ins,3,24-730
24,State Senate,NA,Tom Johnson,72,24-730
24,State Senate,DEM,Forrest McDonald,416,24-730
24,State Senate,REP,Natasha Von Imhof,674,24-730
24,State Senate,,Write-ins,1,24-730
24,State House,DEM,Sue Levi,448,24-730
24,State House,REP,Charles Kopp,704,24-730
24,State House,,Write-ins,4,24-730
24,President,CON,Darrell Castle,8,Absentee
24,President,DEM,Hillary Clinton,545,Absentee
24,President,NA,Roque De La Fuente,0,Absentee
24,President,LIB,Gary Johnson,65,Absentee
24,President,GRE,Jill Stein,10,Absentee
24,President,REP,Donald Trump,717,Absentee
24,President,,Write-ins,36,Absentee
24,U.S. Senate,NA,Breck Craig,11,Absentee
24,U.S. Senate,NA,Ted Gianoutsos,8,Absentee
24,U.S. Senate,DEM,Ray Metcalfe,187,Absentee
24,U.S. Senate,LIB,Joe Miller,289,Absentee
24,U.S. Senate,REP,Lisa Murkowski,723,Absentee
24,U.S. Senate,NA,Margaret Stock,141,Absentee
24,U.S. Senate,,Write-ins,5,Absentee
24,U.S. House,DEM,Steve Lindbeck,476,Absentee
24,U.S. House,LIB,Jim McDermott,112,Absentee
24,U.S. House,NA,Bernie Souphanavong,27,Absentee
24,U.S. House,REP,Don Young,727,Absentee
24,U.S. House,,Write-ins,7,Absentee
24,State Senate,NA,Tom Johnson,65,Absentee
24,State Senate,DEM,Forrest McDonald,413,Absentee
24,State Senate,REP,Natasha Von Imhof,738,Absentee
24,State Senate,,Write-ins,3,Absentee
24,State House,DEM,Sue Levi,451,Absentee
24,State House,REP,Charles Kopp,757,Absentee
24,State House,,Write-ins,2,Absentee
24,President,CON,Darrell Castle,4,Question
24,President,DEM,Hillary Clinton,115,Question
24,President,NA,Roque De La Fuente,2,Question
24,President,LIB,Gary Johnson,41,Question
24,President,GRE,Jill Stein,8,Question
24,President,REP,Donald Trump,195,Question
24,President,,Write-ins,9,Question
24,U.S. Senate,NA,Breck Craig,6,Question
24,U.S. Senate,NA,Ted Gianoutsos,3,Question
24,U.S. Senate,DEM,Ray Metcalfe,30,Question
24,U.S. Senate,LIB,Joe Miller,95,Question
24,U.S. Senate,REP,Lisa Murkowski,157,Question
24,U.S. Senate,NA,Margaret Stock,19,Question
24,U.S. Senate,,Write-ins,3,Question
24,U.S. House,DEM,Steve Lindbeck,78,Question
24,U.S. House,LIB,Jim McDermott,31,Question
24,U.S. House,NA,Bernie Souphanavong,18,Question
24,U.S. House,REP,Don Young,174,Question
24,U.S. House,,Write-ins,3,Question
24,State Senate,NA,Tom Johnson,8,Question
24,State Senate,DEM,Forrest McDonald,33,Question
24,State Senate,REP,Natasha Von Imhof,60,Question
24,State Senate,,Write-ins,0,Question
24,State House,DEM,Sue Levi,31,Question
24,State House,REP,Charles Kopp,56,Question
24,State House,,Write-ins,0,Question
24,President,CON,Darrell Castle,6,Early Voting
24,President,DEM,Hillary Clinton,767,Early Voting
24,President,NA,Roque De La Fuente,3,Early Voting
24,President,LIB,Gary Johnson,69,Early Voting
24,President,GRE,Jill Stein,14,Early Voting
24,President,REP,Donald Trump,629,Early Voting
24,President,,Write-ins,28,Early Voting
24,U.S. Senate,NA,Breck Craig,7,Early Voting
24,U.S. Senate,NA,Ted Gianoutsos,1,Early Voting
24,U.S. Senate,DEM,Ray Metcalfe,197,Early Voting
24,U.S. Senate,LIB,Joe Miller,279,Early Voting
24,U.S. Senate,REP,Lisa Murkowski,724,Early Voting
24,U.S. Senate,NA,Margaret Stock,297,Early Voting
24,U.S. Senate,,Write-ins,4,Early Voting
24,U.S. House,DEM,Steve Lindbeck,714,Early Voting
24,U.S. House,LIB,Jim McDermott,98,Early Voting
24,U.S. House,NA,Bernie Souphanavong,23,Early Voting
24,U.S. House,REP,Don Young,659,Early Voting
24,U.S. House,,Write-ins,5,Early Voting
24,State Senate,NA,Tom Johnson,54,Early Voting
24,State Senate,DEM,Forrest McDonald,690,Early Voting
24,State Senate,REP,Natasha Von Imhof,729,Early Voting
24,State Senate,,Write-ins,5,Early Voting
24,State House,DEM,Sue Levi,747,Early Voting
24,State House,REP,Charles Kopp,710,Early Voting
24,State House,,Write-ins,11,Early Voting
