district,office,party,candidate,votes,precinct
40,President,CON,Darrell Castle,5,40-002
40,President,DEM,Hillary Clinton,56,40-002
40,President,NA,Roque De La Fuente,2,40-002
40,President,LIB,Gary Johnson,5,40-002
40,President,GRE,Jill Stein,2,40-002
40,President,REP,Donald Trump,9,40-002
40,President,,Write-ins,1,40-002
40,U.S. Senate,NA,Breck Craig,0,40-002
40,U.S. Senate,NA,Ted Gianoutsos,1,40-002
40,U.S. Senate,DEM,Ray Metcalfe,13,40-002
40,U.S. Senate,LIB,Joe Miller,20,40-002
40,U.S. Senate,REP,Lisa Murkowski,40,40-002
40,U.S. Senate,NA,Margaret Stock,7,40-002
40,U.S. Senate,,Write-ins,0,40-002
40,U.S. House,DEM,Steve Lindbeck,31,40-002
40,U.S. House,LIB,Jim McDermott,7,40-002
40,U.S. House,NA,Bernie Souphanavong,0,40-002
40,U.S. House,REP,Don Young,43,40-002
40,U.S. House,,Write-ins,0,40-002
40,State Senate,DEM,Donald Olson,75,40-002
40,State Senate,,Write-ins,0,40-002
40,State House,DEM,Dean Westlake,68,40-002
40,State House,,Write-ins,3,40-002
40,President,CON,Darrell Castle,7,40-004
40,President,DEM,Hillary Clinton,57,40-004
40,President,NA,Roque De La Fuente,0,40-004
40,President,LIB,Gary Johnson,10,40-004
40,President,GRE,Jill Stein,4,40-004
40,President,REP,Donald Trump,18,40-004
40,President,,Write-ins,6,40-004
40,U.S. Senate,NA,Breck Craig,3,40-004
40,U.S. Senate,NA,Ted Gianoutsos,1,40-004
40,U.S. Senate,DEM,Ray Metcalfe,11,40-004
40,U.S. Senate,LIB,Joe Miller,34,40-004
40,U.S. Senate,REP,Lisa Murkowski,47,40-004
40,U.S. Senate,NA,Margaret Stock,7,40-004
40,U.S. Senate,,Write-ins,0,40-004
40,U.S. House,DEM,Steve Lindbeck,32,40-004
40,U.S. House,LIB,Jim McDermott,7,40-004
40,U.S. House,NA,Bernie Souphanavong,5,40-004
40,U.S. House,REP,Don Young,59,40-004
40,U.S. House,,Write-ins,0,40-004
40,State Senate,DEM,Donald Olson,84,40-004
40,State Senate,,Write-ins,2,40-004
40,State House,DEM,Dean Westlake,63,40-004
40,State House,,Write-ins,29,40-004
40,President,CON,Darrell Castle,4,40-006
40,President,DEM,Hillary Clinton,34,40-006
40,President,NA,Roque De La Fuente,1,40-006
40,President,LIB,Gary Johnson,4,40-006
40,President,GRE,Jill Stein,1,40-006
40,President,REP,Donald Trump,16,40-006
40,President,,Write-ins,3,40-006
40,U.S. Senate,NA,Breck Craig,1,40-006
40,U.S. Senate,NA,Ted Gianoutsos,1,40-006
40,U.S. Senate,DEM,Ray Metcalfe,2,40-006
40,U.S. Senate,LIB,Joe Miller,19,40-006
40,U.S. Senate,REP,Lisa Murkowski,37,40-006
40,U.S. Senate,NA,Margaret Stock,3,40-006
40,U.S. Senate,,Write-ins,0,40-006
40,U.S. House,DEM,Steve Lindbeck,16,40-006
40,U.S. House,LIB,Jim McDermott,5,40-006
40,U.S. House,NA,Bernie Souphanavong,3,40-006
40,U.S. House,REP,Don Young,39,40-006
40,U.S. House,,Write-ins,0,40-006
40,State Senate,DEM,Donald Olson,56,40-006
40,State Senate,,Write-ins,0,40-006
40,State House,DEM,Dean Westlake,35,40-006
40,State House,,Write-ins,20,40-006
40,President,CON,Darrell Castle,7,40-008
40,President,DEM,Hillary Clinton,165,40-008
40,President,NA,Roque De La Fuente,4,40-008
40,President,LIB,Gary Johnson,9,40-008
40,President,GRE,Jill Stein,9,40-008
40,President,REP,Donald Trump,112,40-008
40,President,,Write-ins,20,40-008
40,U.S. Senate,NA,Breck Craig,4,40-008
40,U.S. Senate,NA,Ted Gianoutsos,0,40-008
40,U.S. Senate,DEM,Ray Metcalfe,30,40-008
40,U.S. Senate,LIB,Joe Miller,62,40-008
40,U.S. Senate,REP,Lisa Murkowski,190,40-008
40,U.S. Senate,NA,Margaret Stock,39,40-008
40,U.S. Senate,,Write-ins,0,40-008
40,U.S. House,DEM,Steve Lindbeck,110,40-008
40,U.S. House,LIB,Jim McDermott,22,40-008
40,U.S. House,NA,Bernie Souphanavong,11,40-008
40,U.S. House,REP,Don Young,178,40-008
40,U.S. House,,Write-ins,4,40-008
40,State Senate,DEM,Donald Olson,278,40-008
40,State Senate,,Write-ins,12,40-008
40,State House,DEM,Dean Westlake,174,40-008
40,State House,,Write-ins,92,40-008
40,President,CON,Darrell Castle,30,40-010
40,President,DEM,Hillary Clinton,380,40-010
40,President,NA,Roque De La Fuente,5,40-010
40,President,LIB,Gary Johnson,28,40-010
40,President,GRE,Jill Stein,20,40-010
40,President,REP,Donald Trump,298,40-010
40,President,,Write-ins,42,40-010
40,U.S. Senate,NA,Breck Craig,10,40-010
40,U.S. Senate,NA,Ted Gianoutsos,2,40-010
40,U.S. Senate,DEM,Ray Metcalfe,73,40-010
40,U.S. Senate,LIB,Joe Miller,130,40-010
40,U.S. Senate,REP,Lisa Murkowski,483,40-010
40,U.S. Senate,NA,Margaret Stock,97,40-010
40,U.S. Senate,,Write-ins,4,40-010
40,U.S. House,DEM,Steve Lindbeck,246,40-010
40,U.S. House,LIB,Jim McDermott,50,40-010
40,U.S. House,NA,Bernie Souphanavong,18,40-010
40,U.S. House,REP,Don Young,470,40-010
40,U.S. House,,Write-ins,10,40-010
40,State Senate,DEM,Donald Olson,697,40-010
40,State Senate,,Write-ins,35,40-010
40,State House,DEM,Dean Westlake,405,40-010
40,State House,,Write-ins,287,40-010
40,President,CON,Darrell Castle,8,40-012
40,President,DEM,Hillary Clinton,63,40-012
40,President,NA,Roque De La Fuente,1,40-012
40,President,LIB,Gary Johnson,8,40-012
40,President,GRE,Jill Stein,8,40-012
40,President,REP,Donald Trump,20,40-012
40,President,,Write-ins,15,40-012
40,U.S. Senate,NA,Breck Craig,2,40-012
40,U.S. Senate,NA,Ted Gianoutsos,0,40-012
40,U.S. Senate,DEM,Ray Metcalfe,13,40-012
40,U.S. Senate,LIB,Joe Miller,22,40-012
40,U.S. Senate,REP,Lisa Murkowski,82,40-012
40,U.S. Senate,NA,Margaret Stock,5,40-012
40,U.S. Senate,,Write-ins,0,40-012
40,U.S. House,DEM,Steve Lindbeck,32,40-012
40,U.S. House,LIB,Jim McDermott,10,40-012
40,U.S. House,NA,Bernie Souphanavong,5,40-012
40,U.S. House,REP,Don Young,75,40-012
40,U.S. House,,Write-ins,0,40-012
40,State Senate,DEM,Donald Olson,116,40-012
40,State Senate,,Write-ins,1,40-012
40,State House,DEM,Dean Westlake,116,40-012
40,State House,,Write-ins,2,40-012
40,President,CON,Darrell Castle,3,40-014
40,President,DEM,Hillary Clinton,30,40-014
40,President,NA,Roque De La Fuente,2,40-014
