district,office,party,candidate,votes,precinct
14,State House,,Write-ins,8,14-960
14,President,CON,Darrell Castle,8,14-965
14,President,DEM,Hillary Clinton,432,14-965
14,President,NA,Roque De La Fuente,4,14-965
14,President,LIB,Gary Johnson,113,14-965
14,President,GRE,Jill Stein,15,14-965
14,President,REP,Donald Trump,856,14-965
14,President,,Write-ins,67,14-965
14,U.S. Senate,NA,Breck Craig,6,14-965
14,U.S. Senate,NA,Ted Gianoutsos,8,14-965
14,U.S. Senate,DEM,Ray Metcalfe,99,14-965
14,U.S. Senate,LIB,Joe Miller,495,14-965
14,U.S. Senate,REP,Lisa Murkowski,712,14-965
14,U.S. Senate,NA,Margaret Stock,169,14-965
14,U.S. Senate,,Write-ins,1,14-965
14,U.S. House,DEM,Steve Lindbeck,412,14-965
14,U.S. House,LIB,Jim McDermott,174,14-965
14,U.S. House,NA,Bernie Souphanavong,31,14-965
14,U.S. House,REP,Don Young,855,14-965
14,U.S. House,,Write-ins,1,14-965
14,State House,NA,Joe Hackenmueller,661,14-965
14,State House,REP,Lora Reinbold,795,14-965
14,State House,,Write-ins,5,14-965
14,President,CON,Darrell Castle,3,14-970
14,President,DEM,Hillary Clinton,250,14-970
14,President,NA,Roque De La Fuente,2,14-970
14,President,LIB,Gary Johnson,67,14-970
14,President,GRE,Jill Stein,7,14-970
14,President,REP,Donald Trump,522,14-970
14,President,,Write-ins,30,14-970
14,U.S. Senate,NA,Breck Craig,4,14-970
14,U.S. Senate,NA,Ted Gianoutsos,9,14-970
14,U.S. Senate,DEM,Ray Metcalfe,66,14-970
14,U.S. Senate,LIB,Joe Miller,307,14-970
14,U.S. Senate,REP,Lisa Murkowski,419,14-970
14,U.S. Senate,NA,Margaret Stock,70,14-970
14,U.S. Senate,,Write-ins,1,14-970
14,U.S. House,DEM,Steve Lindbeck,245,14-970
14,U.S. House,LIB,Jim McDermott,98,14-970
14,U.S. House,NA,Bernie Souphanavong,20,14-970
14,U.S. House,REP,Don Young,500,14-970
14,U.S. House,,Write-ins,4,14-970
14,State House,NA,Joe Hackenmueller,300,14-970
14,State House,REP,Lora Reinbold,555,14-970
14,State House,,Write-ins,1,14-970
14,President,CON,Darrell Castle,11,Absentee
14,President,DEM,Hillary Clinton,727,Absentee
14,President,NA,Roque De La Fuente,9,Absentee
14,President,LIB,Gary Johnson,224,Absentee
14,President,GRE,Jill Stein,21,Absentee
14,President,REP,Donald Trump,1407,Absentee
14,President,,Write-ins,119,Absentee
14,U.S. Senate,NA,Breck Craig,18,Absentee
14,U.S. Senate,NA,Ted Gianoutsos,10,Absentee
14,U.S. Senate,DEM,Ray Metcalfe,277,Absentee
14,U.S. Senate,LIB,Joe Miller,659,Absentee
14,U.S. Senate,REP,Lisa Murkowski,1283,Absentee
14,U.S. Senate,NA,Margaret Stock,218,Absentee
14,U.S. Senate,,Write-ins,4,Absentee
14,U.S. House,DEM,Steve Lindbeck,654,Absentee
14,U.S. House,LIB,Jim McDermott,247,Absentee
14,U.S. House,NA,Bernie Souphanavong,69,Absentee
14,U.S. House,REP,Don Young,1459,Absentee
14,U.S. House,,Write-ins,10,Absentee
14,State House,NA,Joe Hackenmueller,801,Absentee
14,State House,REP,Lora Reinbold,1441,Absentee
14,State House,,Write-ins,12,Absentee
14,President,CON,Darrell Castle,2,Question
14,President,DEM,Hillary Clinton,94,Question
14,President,NA,Roque De La Fuente,5,Question
14,President,LIB,Gary Johnson,45,Question
14,President,GRE,Jill Stein,9,Question
14,President,REP,Donald Trump,250,Question
14,President,,Write-ins,9,Question
14,U.S. Senate,NA,Breck Craig,2,Question
14,U.S. Senate,NA,Ted Gianoutsos,6,Question
14,U.S. Senate,DEM,Ray Metcalfe,24,Question
14,U.S. Senate,LIB,Joe Miller,102,Question
14,U.S. Senate,REP,Lisa Murkowski,166,Question
14,U.S. Senate,NA,Margaret Stock,17,Question
14,U.S. Senate,,Write-ins,1,Question
14,U.S. House,DEM,Steve Lindbeck,85,Question
14,U.S. House,LIB,Jim McDermott,42,Question
14,U.S. House,NA,Bernie Souphanavong,18,Question
14,U.S. House,REP,Don Young,172,Question
14,U.S. House,,Write-ins,0,Question
14,State House,NA,Joe Hackenmueller,40,Question
14,State House,REP,Lora Reinbold,68,Question
14,State House,,Write-ins,1,Question
14,President,CON,Darrell Castle,8,Early Voting
14,President,DEM,Hillary Clinton,499,Early Voting
14,President,NA,Roque De La Fuente,1,Early Voting
14,President,LIB,Gary Johnson,58,Early Voting
14,President,GRE,Jill Stein,5,Early Voting
14,President,REP,Donald Trump,535,Early Voting
14,President,,Write-ins,36,Early Voting
14,U.S. Senate,NA,Breck Craig,7,Early Voting
14,U.S. Senate,NA,Ted Gianoutsos,8,Early Voting
14,U.S. Senate,DEM,Ray Metcalfe,158,Early Voting
14,U.S. Senate,LIB,Joe Miller,250,Early Voting
14,U.S. Senate,REP,Lisa Murkowski,516,Early Voting
14,U.S. Senate,NA,Margaret Stock,195,Early Voting
14,U.S. Senate,,Write-ins,0,Early Voting
14,U.S. House,DEM,Steve Lindbeck,480,Early Voting
14,U.S. House,LIB,Jim McDermott,94,Early Voting
14,U.S. House,NA,Bernie Souphanavong,26,Early Voting
14,U.S. House,REP,Don Young,533,Early Voting
14,U.S. House,,Write-ins,1,Early Voting
14,State House,NA,Joe Hackenmueller,569,Early Voting
14,State House,REP,Lora Reinbold,543,Early Voting
14,State House,,Write-ins,3,Early Voting
