district,office,party,candidate,votes,precinct
34,President,CON,Darrell Castle,1,34-400
34,President,DEM,Hillary Clinton,275,34-400
34,President,NA,Roque De La Fuente,2,34-400
34,President,LIB,Gary Johnson,38,34-400
34,President,GRE,Jill Stein,18,34-400
34,President,REP,Donald Trump,272,34-400
34,President,,Write-ins,14,34-400
34,U.S. Senate,NA,Breck Craig,7,34-400
34,U.S. Senate,NA,Ted Gianoutsos,0,34-400
34,U.S. Senate,DEM,Ray Metcalfe,75,34-400
34,U.S. Senate,LIB,Joe Miller,143,34-400
34,U.S. Senate,REP,Lisa Murkowski,274,34-400
34,U.S. Senate,NA,Margaret Stock,116,34-400
34,U.S. Senate,,Write-ins,0,34-400
34,U.S. House,DEM,Steve Lindbeck,264,34-400
34,U.S. House,LIB,Jim McDermott,52,34-400
34,U.S. House,NA,Bernie Souphanavong,11,34-400
34,U.S. House,REP,Don Young,284,34-400
34,U.S. House,,Write-ins,1,34-400
34,State House,REP,Cathy Muñoz,330,34-400
34,State House,DEM,Justin Parish,282,34-400
34,State House,,Write-ins,2,34-400
34,President,CON,Darrell Castle,10,34-410
34,President,DEM,Hillary Clinton,176,34-410
34,President,NA,Roque De La Fuente,0,34-410
34,President,LIB,Gary Johnson,38,34-410
34,President,GRE,Jill Stein,15,34-410
34,President,REP,Donald Trump,243,34-410
34,President,,Write-ins,10,34-410
34,U.S. Senate,NA,Breck Craig,2,34-410
34,U.S. Senate,NA,Ted Gianoutsos,0,34-410
34,U.S. Senate,DEM,Ray Metcalfe,74,34-410
34,U.S. Senate,LIB,Joe Miller,111,34-410
34,U.S. Senate,REP,Lisa Murkowski,255,34-410
34,U.S. Senate,NA,Margaret Stock,50,34-410
34,U.S. Senate,,Write-ins,0,34-410
34,U.S. House,DEM,Steve Lindbeck,184,34-410
34,U.S. House,LIB,Jim McDermott,50,34-410
34,U.S. House,NA,Bernie Souphanavong,10,34-410
34,U.S. House,REP,Don Young,241,34-410
34,U.S. House,,Write-ins,0,34-410
34,State House,REP,Cathy Muñoz,245,34-410
34,State House,DEM,Justin Parish,230,34-410
34,State House,,Write-ins,4,34-410
34,President,CON,Darrell Castle,6,34-420
34,President,DEM,Hillary Clinton,283,34-420
34,President,NA,Roque De La Fuente,2,34-420
34,President,LIB,Gary Johnson,27,34-420
34,President,GRE,Jill Stein,12,34-420
34,President,REP,Donald Trump,191,34-420
34,President,,Write-ins,16,34-420
34,U.S. Senate,NA,Breck Craig,7,34-420
34,U.S. Senate,NA,Ted Gianoutsos,2,34-420
34,U.S. Senate,DEM,Ray Metcalfe,88,34-420
34,U.S. Senate,LIB,Joe Miller,95,34-420
34,U.S. Senate,REP,Lisa Murkowski,223,34-420
34,U.S. Senate,NA,Margaret Stock,121,34-420
34,U.S. Senate,,Write-ins,0,34-420
34,U.S. House,DEM,Steve Lindbeck,282,34-420
34,U.S. House,LIB,Jim McDermott,31,34-420
34,U.S. House,NA,Bernie Souphanavong,9,34-420
34,U.S. House,REP,Don Young,201,34-420
34,U.S. House,,Write-ins,2,34-420
34,State House,REP,Cathy Muñoz,228,34-420
34,State House,DEM,Justin Parish,300,34-420
34,State House,,Write-ins,2,34-420
34,President,CON,Darrell Castle,8,34-430
34,President,DEM,Hillary Clinton,237,34-430
34,President,NA,Roque De La Fuente,2,34-430
34,President,LIB,Gary Johnson,44,34-430
34,President,GRE,Jill Stein,15,34-430
34,President,REP,Donald Trump,257,34-430
34,President,,Write-ins,17,34-430
34,U.S. Senate,NA,Breck Craig,1,34-430
34,U.S. Senate,NA,Ted Gianoutsos,4,34-430
34,U.S. Senate,DEM,Ray Metcalfe,88,34-430
34,U.S. Senate,LIB,Joe Miller,156,34-430
34,U.S. Senate,REP,Lisa Murkowski,262,34-430
34,U.S. Senate,NA,Margaret Stock,68,34-430
34,U.S. Senate,,Write-ins,1,34-430
34,U.S. House,DEM,Steve Lindbeck,229,34-430
34,U.S. House,LIB,Jim McDermott,53,34-430
34,U.S. House,NA,Bernie Souphanavong,22,34-430
34,U.S. House,REP,Don Young,260,34-430
34,U.S. House,,Write-ins,2,34-430
34,State House,REP,Cathy Muñoz,271,34-430
34,State House,DEM,Justin Parish,292,34-430
34,State House,,Write-ins,2,34-430
34,President,CON,Darrell Castle,13,34-440
34,President,DEM,Hillary Clinton,289,34-440
34,President,NA,Roque De La Fuente,7,34-440
34,President,LIB,Gary Johnson,64,34-440
34,President,GRE,Jill Stein,24,34-440
34,President,REP,Donald Trump,388,34-440
34,President,,Write-ins,34,34-440
34,U.S. Senate,NA,Breck Craig,6,34-440
34,U.S. Senate,NA,Ted Gianoutsos,2,34-440
34,U.S. Senate,DEM,Ray Metcalfe,105,34-440
34,U.S. Senate,LIB,Joe Miller,226,34-440
34,U.S. Senate,REP,Lisa Murkowski,389,34-440
34,U.S. Senate,NA,Margaret Stock,90,34-440
34,U.S. Senate,,Write-ins,3,34-440
34,U.S. House,DEM,Steve Lindbeck,289,34-440
34,U.S. House,LIB,Jim McDermott,97,34-440
34,U.S. House,NA,Bernie Souphanavong,25,34-440
34,U.S. House,REP,Don Young,399,34-440
34,U.S. House,,Write-ins,3,34-440
34,State House,REP,Cathy Muñoz,412,34-440
34,State House,DEM,Justin Parish,399,34-440
34,State House,,Write-ins,3,34-440
34,President,CON,Darrell Castle,11,34-450
34,President,DEM,Hillary Clinton,279,34-450
34,President,NA,Roque De La Fuente,2,34-450
34,President,LIB,Gary Johnson,62,34-450
34,President,GRE,Jill Stein,14,34-450
34,President,REP,Donald Trump,349,34-450
34,President,,Write-ins,20,34-450
34,U.S. Senate,NA,Breck Craig,8,34-450
34,U.S. Senate,NA,Ted Gianoutsos,0,34-450
34,U.S. Senate,DEM,Ray Metcalfe,82,34-450
34,U.S. Senate,LIB,Joe Miller,234,34-450
34,U.S. Senate,REP,Lisa Murkowski,338,34-450
