district,office,party,candidate,votes,precinct
9,President,CON,Darrell Castle,12,09-650
9,President,DEM,Hillary Clinton,140,09-650
9,President,NA,Roque De La Fuente,2,09-650
9,President,LIB,Gary Johnson,49,09-650
9,President,GRE,Jill Stein,2,09-650
9,President,REP,Donald Trump,279,09-650
9,President,,Write-ins,15,09-650
9,U.S. Senate,NA,Breck Craig,3,09-650
9,U.S. Senate,NA,Ted Gianoutsos,0,09-650
9,U.S. Senate,DEM,Ray Metcalfe,41,09-650
9,U.S. Senate,LIB,Joe Miller,162,09-650
9,U.S. Senate,REP,Lisa Murkowski,227,09-650
9,U.S. Senate,NA,Margaret Stock,57,09-650
9,U.S. Senate,,Write-ins,0,09-650
9,U.S. House,DEM,Steve Lindbeck,129,09-650
9,U.S. House,LIB,Jim McDermott,83,09-650
9,U.S. House,NA,Bernie Souphanavong,13,09-650
9,U.S. House,REP,Don Young,256,09-650
9,U.S. House,,Write-ins,0,09-650
9,State House,REP,George Rauscher,264,09-650
9,State House,CON,Pamela Goode,182,09-650
9,State House,,Write-ins,5,09-650
9,President,CON,Darrell Castle,8,09-655
9,President,DEM,Hillary Clinton,63,09-655
9,President,NA,Roque De La Fuente,1,09-655
9,President,LIB,Gary Johnson,25,09-655
9,President,GRE,Jill Stein,7,09-655
9,President,REP,Donald Trump,165,09-655
9,President,,Write-ins,8,09-655
9,U.S. Senate,NA,Breck Craig,2,09-655
9,U.S. Senate,NA,Ted Gianoutsos,3,09-655
9,U.S. Senate,DEM,Ray Metcalfe,22,09-655
9,U.S. Senate,LIB,Joe Miller,92,09-655
9,U.S. Senate,REP,Lisa Murkowski,131,09-655
9,U.S. Senate,NA,Margaret Stock,26,09-655
9,U.S. Senate,,Write-ins,1,09-655
9,U.S. House,DEM,Steve Lindbeck,78,09-655
9,U.S. House,LIB,Jim McDermott,44,09-655
9,U.S. House,NA,Bernie Souphanavong,11,09-655
9,U.S. House,REP,Don Young,141,09-655
9,U.S. House,,Write-ins,2,09-655
9,State House,REP,George Rauscher,145,09-655
9,State House,CON,Pamela Goode,107,09-655
9,State House,,Write-ins,5,09-655
9,President,CON,Darrell Castle,4,09-660
9,President,DEM,Hillary Clinton,115,09-660
9,President,NA,Roque De La Fuente,0,09-660
9,President,LIB,Gary Johnson,29,09-660
9,President,GRE,Jill Stein,12,09-660
9,President,REP,Donald Trump,253,09-660
9,President,,Write-ins,10,09-660
9,U.S. Senate,NA,Breck Craig,3,09-660
9,U.S. Senate,NA,Ted Gianoutsos,2,09-660
9,U.S. Senate,DEM,Ray Metcalfe,46,09-660
9,U.S. Senate,LIB,Joe Miller,177,09-660
9,U.S. Senate,REP,Lisa Murkowski,139,09-660
9,U.S. Senate,NA,Margaret Stock,45,09-660
9,U.S. Senate,,Write-ins,0,09-660
9,U.S. House,DEM,Steve Lindbeck,127,09-660
9,U.S. House,LIB,Jim McDermott,79,09-660
9,U.S. House,NA,Bernie Souphanavong,14,09-660
9,U.S. House,REP,Don Young,184,09-660
9,U.S. House,,Write-ins,1,09-660
9,State House,REP,George Rauscher,202,09-660
9,State House,CON,Pamela Goode,167,09-660
9,State House,,Write-ins,10,09-660
9,President,CON,Darrell Castle,2,09-665
9,President,DEM,Hillary Clinton,38,09-665
9,President,NA,Roque De La Fuente,1,09-665
9,President,LIB,Gary Johnson,2,09-665
9,President,GRE,Jill Stein,3,09-665
9,President,REP,Donald Trump,61,09-665
9,President,,Write-ins,3,09-665
9,U.S. Senate,NA,Breck Craig,2,09-665
9,U.S. Senate,NA,Ted Gianoutsos,0,09-665
9,U.S. Senate,DEM,Ray Metcalfe,16,09-665
9,U.S. Senate,LIB,Joe Miller,32,09-665
9,U.S. Senate,REP,Lisa Murkowski,50,09-665
9,U.S. Senate,NA,Margaret Stock,6,09-665
9,U.S. Senate,,Write-ins,1,09-665
9,U.S. House,DEM,Steve Lindbeck,44,09-665
9,U.S. House,LIB,Jim McDermott,9,09-665
9,U.S. House,NA,Bernie Souphanavong,2,09-665
9,U.S. House,REP,Don Young,50,09-665
9,U.S. House,,Write-ins,1,09-665
9,State House,REP,George Rauscher,55,09-665
9,State House,CON,Pamela Goode,36,09-665
9,State House,,Write-ins,1,09-665
9,President,CON,Darrell Castle,14,Absentee
9,President,DEM,Hillary Clinton,516,Absentee
9,President,NA,Roque De La Fuente,2,Absentee
9,President,LIB,Gary Johnson,118,Absentee
9,President,GRE,Jill Stein,41,Absentee
9,President,REP,Donald Trump,1524,Absentee
9,President,,Write-ins,71,Absentee
9,U.S. Senate,NA,Breck Craig,16,Absentee
9,U.S. Senate,NA,Ted Gianoutsos,14,Absentee
9,U.S. Senate,DEM,Ray Metcalfe,228,Absentee
9,U.S. Senate,LIB,Joe Miller,806,Absentee
9,U.S. Senate,REP,Lisa Murkowski,980,Absentee
9,U.S. Senate,NA,Margaret Stock,184,Absentee
9,U.S. Senate,,Write-ins,2,Absentee
9,U.S. House,DEM,Steve Lindbeck,531,Absentee
9,U.S. House,LIB,Jim McDermott,326,Absentee
9,U.S. House,NA,Bernie Souphanavong,49,Absentee
9,U.S. House,REP,Don Young,1283,Absentee
9,U.S. House,,Write-ins,15,Absentee
9,State House,REP,George Rauscher,1234,Absentee
9,State House,CON,Pamela Goode,619,Absentee
9,State House,,Write-ins,83,Absentee
9,President,CON,Darrell Castle,4,Question
9,President,DEM,Hillary Clinton,74,Question
9,President,NA,Roque De La Fuente,2,Question
9,President,LIB,Gary Johnson,35,Question
9,President,GRE,Jill Stein,5,Question
9,President,REP,Donald Trump,353,Question
9,President,,Write-ins,14,Question
9,U.S. Senate,NA,Breck Craig,4,Question
9,U.S. Senate,NA,Ted Gianoutsos,3,Question
9,U.S. Senate,DEM,Ray Metcalfe,25,Question
9,U.S. Senate,LIB,Joe Miller,161,Question
9,U.S. Senate,REP,Lisa Murkowski,161,Question
9,U.S. Senate,NA,Margaret Stock,25,Question
9,U.S. Senate,,Write-ins,4,Question
9,U.S. House,DEM,Steve Lindbeck,67,Question
9,U.S. House,LIB,Jim McDermott,64,Question
9,U.S. House,NA,Bernie Souphanavong,13,Question
9,U.S. House,REP,Don Young,226,Question
9,U.S. House,,Write-ins,5,Question
9,State House,REP,George Rauscher,51,Question
9,State House,CON,Pamela Goode,49,Question
9,State House,,Write-ins,2,Question
9,President,CON,Darrell Castle,2,Early Voting
9,President,DEM,Hillary Clinton,161,Early Voting
9,President,NA,Roque De La Fuente,1,Early Voting
9,President,LIB,Gary Johnson,26,Early Voting
9,President,GRE,Jill Stein,5,Early Voting
9,President,REP,Donald Trump,370,Early Voting
9,President,,Write-ins,11,Early Voting
9,U.S. Senate,NA,Breck Craig,7,Early Voting
9,U.S. Senate,NA,Ted Gianoutsos,4,Early Voting
9,U.S. Senate,DEM,Ray Metcalfe,49,Early Voting
9,U.S. Senate,LIB,Joe Miller,222,Early Voting
9,U.S. Senate,REP,Lisa Murkowski,216,Early Voting
9,U.S. Senate,NA,Margaret Stock,73,Early Voting
9,U.S. Senate,,Write-ins,0,Early Voting
9,U.S. House,DEM,Steve Lindbeck,180,Early Voting
9,U.S. House,LIB,Jim McDermott,67,Early Voting
9,U.S. House,NA,Bernie Souphanavong,11,Early Voting
9,U.S. House,REP,Don Young,300,Early Voting
9,U.S. House,,Write-ins,5,Early Voting
9,State House,REP,George Rauscher,336,Early Voting
9,State House,CON,Pamela Goode,168,Early Voting
9,State House,,Write-ins,18,Early Voting
