district,office,party,candidate,votes,precinct
4,President,LIB,Gary Johnson,104,04-265
4,President,GRE,Jill Stein,18,04-265
4,President,REP,Donald Trump,820,04-265
4,President,,Write-ins,52,04-265
4,U.S. Senate,NA,Breck Craig,8,04-265
4,U.S. Senate,NA,Ted Gianoutsos,9,04-265
4,U.S. Senate,DEM,Ray Metcalfe,77,04-265
4,U.S. Senate,LIB,Joe Miller,505,04-265
4,U.S. Senate,REP,Lisa Murkowski,620,04-265
4,U.S. Senate,NA,Margaret Stock,135,04-265
4,U.S. Senate,,Write-ins,1,04-265
4,U.S. House,DEM,Steve Lindbeck,380,04-265
4,U.S. House,LIB,Jim McDermott,159,04-265
4,U.S. House,NA,Bernie Souphanavong,37,04-265
4,U.S. House,REP,Don Young,759,04-265
4,U.S. House,,Write-ins,8,04-265
4,State Senate,DEM,Luke Hopkins,531,04-265
4,State Senate,REP,John Coghill Jr,786,04-265
4,State Senate,,Write-ins,12,04-265
4,State House,DEM,David Guttenberg,755,04-265
4,State House,,Write-ins,123,04-265
4,President,CON,Darrell Castle,17,04-270
4,President,DEM,Hillary Clinton,421,04-270
4,President,NA,Roque De La Fuente,2,04-270
4,President,LIB,Gary Johnson,91,04-270
4,President,GRE,Jill Stein,26,04-270
4,President,REP,Donald Trump,846,04-270
4,President,,Write-ins,64,04-270
4,U.S. Senate,NA,Breck Craig,6,04-270
4,U.S. Senate,NA,Ted Gianoutsos,6,04-270
4,U.S. Senate,DEM,Ray Metcalfe,83,04-270
4,U.S. Senate,LIB,Joe Miller,495,04-270
4,U.S. Senate,REP,Lisa Murkowski,708,04-270
4,U.S. Senate,NA,Margaret Stock,166,04-270
4,U.S. Senate,,Write-ins,3,04-270
4,U.S. House,DEM,Steve Lindbeck,484,04-270
4,U.S. House,LIB,Jim McDermott,147,04-270
4,U.S. House,NA,Bernie Souphanavong,42,04-270
4,U.S. House,REP,Don Young,765,04-270
4,U.S. House,,Write-ins,4,04-270
4,State Senate,DEM,Luke Hopkins,624,04-270
4,State Senate,REP,John Coghill Jr,797,04-270
4,State Senate,,Write-ins,11,04-270
4,State House,DEM,David Guttenberg,869,04-270
4,State House,,Write-ins,115,04-270
4,President,CON,Darrell Castle,4,04-280
4,President,DEM,Hillary Clinton,131,04-280
4,President,NA,Roque De La Fuente,2,04-280
4,President,LIB,Gary Johnson,15,04-280
4,President,GRE,Jill Stein,11,04-280
4,President,REP,Donald Trump,42,04-280
4,President,,Write-ins,7,04-280
4,U.S. Senate,NA,Breck Craig,1,04-280
4,U.S. Senate,NA,Ted Gianoutsos,2,04-280
4,U.S. Senate,DEM,Ray Metcalfe,26,04-280
4,U.S. Senate,LIB,Joe Miller,43,04-280
4,U.S. Senate,REP,Lisa Murkowski,62,04-280
4,U.S. Senate,NA,Margaret Stock,77,04-280
4,U.S. Senate,,Write-ins,1,04-280
4,U.S. House,DEM,Steve Lindbeck,135,04-280
4,U.S. House,LIB,Jim McDermott,23,04-280
4,U.S. House,NA,Bernie Souphanavong,6,04-280
4,U.S. House,REP,Don Young,46,04-280
4,U.S. House,,Write-ins,2,04-280
4,State Senate,DEM,Luke Hopkins,154,04-280
4,State Senate,REP,John Coghill Jr,54,04-280
4,State Senate,,Write-ins,3,04-280
4,State House,DEM,David Guttenberg,163,04-280
4,State House,,Write-ins,13,04-280
4,President,CON,Darrell Castle,12,Absentee
4,President,DEM,Hillary Clinton,656,Absentee
4,President,NA,Roque De La Fuente,4,Absentee
4,President,LIB,Gary Johnson,91,Absentee
4,President,GRE,Jill Stein,33,Absentee
4,President,REP,Donald Trump,493,Absentee
4,President,,Write-ins,47,Absentee
4,U.S. Senate,NA,Breck Craig,4,Absentee
4,U.S. Senate,NA,Ted Gianoutsos,6,Absentee
4,U.S. Senate,DEM,Ray Metcalfe,263,Absentee
4,U.S. Senate,LIB,Joe Miller,303,Absentee
4,U.S. Senate,REP,Lisa Murkowski,520,Absentee
4,U.S. Senate,NA,Margaret Stock,219,Absentee
4,U.S. Senate,,Write-ins,4,Absentee
4,U.S. House,DEM,Steve Lindbeck,625,Absentee
4,U.S. House,LIB,Jim McDermott,142,Absentee
4,U.S. House,NA,Bernie Souphanavong,27,Absentee
4,U.S. House,REP,Don Young,512,Absentee
4,U.S. House,,Write-ins,5,Absentee
4,State Senate,DEM,Luke Hopkins,686,Absentee
4,State Senate,REP,John Coghill Jr,466,Absentee
4,State Senate,,Write-ins,10,Absentee
4,State House,DEM,David Guttenberg,836,Absentee
4,State House,,Write-ins,72,Absentee
4,President,CON,Darrell Castle,7,Question
4,President,DEM,Hillary Clinton,150,Question
4,President,NA,Roque De La Fuente,4,Question
4,President,LIB,Gary Johnson,45,Question
4,President,GRE,Jill Stein,12,Question
4,President,REP,Donald Trump,222,Question
4,President,,Write-ins,23,Question
4,U.S. Senate,NA,Breck Craig,4,Question
4,U.S. Senate,NA,Ted Gianoutsos,6,Question
4,U.S. Senate,DEM,Ray Metcalfe,37,Question
4,U.S. Senate,LIB,Joe Miller,149,Question
4,U.S. Senate,REP,Lisa Murkowski,150,Question
4,U.S. Senate,NA,Margaret Stock,40,Question
4,U.S. Senate,,Write-ins,4,Question
4,U.S. House,DEM,Steve Lindbeck,118,Question
4,U.S. House,LIB,Jim McDermott,73,Question
4,U.S. House,NA,Bernie Souphanavong,13,Question
4,U.S. House,REP,Don Young,175,Question
4,U.S. House,,Write-ins,6,Question
4,State Senate,DEM,Luke Hopkins,62,Question
4,State Senate,REP,John Coghill Jr,83,Question
4,State Senate,,Write-ins,0,Question
4,State House,DEM,David Guttenberg,67,Question
4,State House,,Write-ins,5,Question
4,President,CON,Darrell Castle,7,Early Voting
4,President,DEM,Hillary Clinton,974,Early Voting
4,President,NA,Roque De La Fuente,4,Early Voting
4,President,LIB,Gary Johnson,76,Early Voting
4,President,GRE,Jill Stein,38,Early Voting
4,President,REP,Donald Trump,641,Early Voting
4,President,,Write-ins,59,Early Voting
4,U.S. Senate,NA,Breck Craig,8,Early Voting
4,U.S. Senate,NA,Ted Gianoutsos,3,Early Voting
4,U.S. Senate,DEM,Ray Metcalfe,284,Early Voting
4,U.S. Senate,LIB,Joe Miller,356,Early Voting
4,U.S. Senate,REP,Lisa Murkowski,745,Early Voting
4,U.S. Senate,NA,Margaret Stock,394,Early Voting
4,U.S. Senate,,Write-ins,7,Early Voting
4,U.S. House,DEM,Steve Lindbeck,1016,Early Voting
4,U.S. House,LIB,Jim McDermott,147,Early Voting
4,U.S. House,NA,Bernie Souphanavong,36,Early Voting
4,U.S. House,REP,Don Young,574,Early Voting
4,U.S. House,,Write-ins,5,Early Voting
4,State Senate,DEM,Luke Hopkins,1189,Early Voting
4,State Senate,REP,John Coghill Jr,571,Early Voting
4,State Senate,,Write-ins,14,Early Voting
4,State House,DEM,David Guttenberg,1286,Early Voting
4,State House,,Write-ins,91,Early Voting
