district,office,party,candidate,votes,precinct
37,State House,DEM,Bryce Edgmon,18,37-704
37,State House,REP,William Weatherby,9,37-704
37,State House,,Write-ins,0,37-704
37,President,CON,Darrell Castle,12,37-706
37,President,DEM,Hillary Clinton,380,37-706
37,President,NA,Roque De La Fuente,2,37-706
37,President,LIB,Gary Johnson,29,37-706
37,President,GRE,Jill Stein,12,37-706
37,President,REP,Donald Trump,233,37-706
37,President,,Write-ins,22,37-706
37,U.S. Senate,NA,Breck Craig,8,37-706
37,U.S. Senate,NA,Ted Gianoutsos,2,37-706
37,U.S. Senate,DEM,Ray Metcalfe,132,37-706
37,U.S. Senate,LIB,Joe Miller,122,37-706
37,U.S. Senate,REP,Lisa Murkowski,360,37-706
37,U.S. Senate,NA,Margaret Stock,55,37-706
37,U.S. Senate,,Write-ins,2,37-706
37,U.S. House,DEM,Steve Lindbeck,292,37-706
37,U.S. House,LIB,Jim McDermott,52,37-706
37,U.S. House,NA,Bernie Souphanavong,25,37-706
37,U.S. House,REP,Don Young,296,37-706
37,U.S. House,,Write-ins,2,37-706
37,State House,DEM,Bryce Edgmon,344,37-706
37,State House,REP,William Weatherby,315,37-706
37,State House,,Write-ins,5,37-706
37,President,CON,Darrell Castle,2,37-708
37,President,DEM,Hillary Clinton,8,37-708
37,President,NA,Roque De La Fuente,1,37-708
37,President,LIB,Gary Johnson,0,37-708
37,President,GRE,Jill Stein,0,37-708
37,President,REP,Donald Trump,12,37-708
37,President,,Write-ins,1,37-708
37,U.S. Senate,NA,Breck Craig,1,37-708
37,U.S. Senate,NA,Ted Gianoutsos,0,37-708
37,U.S. Senate,DEM,Ray Metcalfe,1,37-708
37,U.S. Senate,LIB,Joe Miller,2,37-708
37,U.S. Senate,REP,Lisa Murkowski,17,37-708
37,U.S. Senate,NA,Margaret Stock,4,37-708
37,U.S. Senate,,Write-ins,0,37-708
37,U.S. House,DEM,Steve Lindbeck,7,37-708
37,U.S. House,LIB,Jim McDermott,3,37-708
37,U.S. House,NA,Bernie Souphanavong,0,37-708
37,U.S. House,REP,Don Young,15,37-708
37,U.S. House,,Write-ins,0,37-708
37,State House,DEM,Bryce Edgmon,10,37-708
37,State House,REP,William Weatherby,15,37-708
37,State House,,Write-ins,0,37-708
37,President,CON,Darrell Castle,0,37-710
37,President,DEM,Hillary Clinton,11,37-710
37,President,NA,Roque De La Fuente,0,37-710
37,President,LIB,Gary Johnson,0,37-710
37,President,GRE,Jill Stein,0,37-710
37,President,REP,Donald Trump,3,37-710
37,President,,Write-ins,1,37-710
37,U.S. Senate,NA,Breck Craig,0,37-710
37,U.S. Senate,NA,Ted Gianoutsos,0,37-710
37,U.S. Senate,DEM,Ray Metcalfe,0,37-710
37,U.S. Senate,LIB,Joe Miller,3,37-710
37,U.S. Senate,REP,Lisa Murkowski,12,37-710
37,U.S. Senate,NA,Margaret Stock,1,37-710
37,U.S. Senate,,Write-ins,0,37-710
37,U.S. House,DEM,Steve Lindbeck,1,37-710
37,U.S. House,LIB,Jim McDermott,1,37-710
37,U.S. House,NA,Bernie Souphanavong,1,37-710
37,U.S. House,REP,Don Young,13,37-710
37,U.S. House,,Write-ins,0,37-710
37,State House,DEM,Bryce Edgmon,11,37-710
37,State House,REP,William Weatherby,4,37-710
37,State House,,Write-ins,0,37-710
37,President,CON,Darrell Castle,2,37-712
37,President,DEM,Hillary Clinton,1,37-712
37,President,NA,Roque De La Fuente,0,37-712
37,President,LIB,Gary Johnson,1,37-712
37,President,GRE,Jill Stein,1,37-712
37,President,REP,Donald Trump,18,37-712
37,President,,Write-ins,1,37-712
37,U.S. Senate,NA,Breck Craig,2,37-712
37,U.S. Senate,NA,Ted Gianoutsos,1,37-712
37,U.S. Senate,DEM,Ray Metcalfe,3,37-712
37,U.S. Senate,LIB,Joe Miller,7,37-712
37,U.S. Senate,REP,Lisa Murkowski,9,37-712
37,U.S. Senate,NA,Margaret Stock,2,37-712
37,U.S. Senate,,Write-ins,0,37-712
37,U.S. House,DEM,Steve Lindbeck,3,37-712
37,U.S. House,LIB,Jim McDermott,5,37-712
37,U.S. House,NA,Bernie Souphanavong,1,37-712
37,U.S. House,REP,Don Young,14,37-712
37,U.S. House,,Write-ins,0,37-712
37,State House,DEM,Bryce Edgmon,2,37-712
37,State House,REP,William Weatherby,20,37-712
37,State House,,Write-ins,1,37-712
37,President,CON,Darrell Castle,7,37-714
37,President,DEM,Hillary Clinton,371,37-714
37,President,NA,Roque De La Fuente,4,37-714
37,President,LIB,Gary Johnson,48,37-714
37,President,GRE,Jill Stein,12,37-714
37,President,REP,Donald Trump,251,37-714
37,President,,Write-ins,11,37-714
37,U.S. Senate,NA,Breck Craig,10,37-714
37,U.S. Senate,NA,Ted Gianoutsos,4,37-714
37,U.S. Senate,DEM,Ray Metcalfe,100,37-714
37,U.S. Senate,LIB,Joe Miller,168,37-714
37,U.S. Senate,REP,Lisa Murkowski,321,37-714
37,U.S. Senate,NA,Margaret Stock,94,37-714
37,U.S. Senate,,Write-ins,1,37-714
37,U.S. House,DEM,Steve Lindbeck,315,37-714
37,U.S. House,LIB,Jim McDermott,50,37-714
37,U.S. House,NA,Bernie Souphanavong,17,37-714
37,U.S. House,REP,Don Young,309,37-714
37,U.S. House,,Write-ins,2,37-714
37,State House,DEM,Bryce Edgmon,479,37-714
37,State House,REP,William Weatherby,219,37-714
37,State House,,Write-ins,1,37-714
37,President,CON,Darrell Castle,1,37-716
37,President,DEM,Hillary Clinton,1,37-716
37,President,NA,Roque De La Fuente,1,37-716
37,President,LIB,Gary Johnson,1,37-716
37,President,GRE,Jill Stein,0,37-716
37,President,REP,Donald Trump,6,37-716
37,President,,Write-ins,0,37-716
37,U.S. Senate,NA,Breck Craig,0,37-716
37,U.S. Senate,NA,Ted Gianoutsos,0,37-716
37,U.S. Senate,DEM,Ray Metcalfe,0,37-716
37,U.S. Senate,LIB,Joe Miller,2,37-716
37,U.S. Senate,REP,Lisa Murkowski,7,37-716
37,U.S. Senate,NA,Margaret Stock,1,37-716
37,U.S. Senate,,Write-ins,0,37-716
37,U.S. House,DEM,Steve Lindbeck,3,37-716
37,U.S. House,LIB,Jim McDermott,0,37-716
37,U.S. House,NA,Bernie Souphanavong,0,37-716
37,U.S. House,REP,Don Young,7,37-716
37,U.S. House,,Write-ins,0,37-716
37,State House,DEM,Bryce Edgmon,7,37-716
37,State House,REP,William Weatherby,3,37-716
37,State House,,Write-ins,0,37-716
37,President,CON,Darrell Castle,2,37-718
37,President,DEM,Hillary Clinton,18,37-718
37,President,NA,Roque De La Fuente,0,37-718
37,President,LIB,Gary Johnson,0,37-718
37,President,GRE,Jill Stein,0,37-718
37,President,REP,Donald Trump,16,37-718
37,President,,Write-ins,1,37-718
37,U.S. Senate,NA,Breck Craig,0,37-718
37,U.S. Senate,NA,Ted Gianoutsos,0,37-718
37,U.S. Senate,DEM,Ray Metcalfe,2,37-718
37,U.S. Senate,LIB,Joe Miller,8,37-718
37,U.S. Senate,REP,Lisa Murkowski,25,37-718
37,U.S. Senate,NA,Margaret Stock,2,37-718
37,U.S. Senate,,Write-ins,0,37-718
37,U.S. House,DEM,Steve Lindbeck,14,37-718
37,U.S. House,LIB,Jim McDermott,0,37-718
37,U.S. House,NA,Bernie Souphanavong,1,37-718
37,U.S. House,REP,Don Young,22,37-718
37,U.S. House,,Write-ins,0,37-718
37,State House,DEM,Bryce Edgmon,29,37-718
37,State House,REP,William Weatherby,7,37-718
37,State House,,Write-ins,0,37-718
37,President,CON,Darrell Castle,3,37-720
37,President,DEM,Hillary Clinton,31,37-720
37,President,NA,Roque De La Fuente,1,37-720
37,President,LIB,Gary Johnson,4,37-720
37,President,GRE,Jill Stein,4,37-720
37,President,REP,Donald Trump,82,37-720
37,President,,Write-ins,0,37-720
37,U.S. Senate,NA,Breck Craig,1,37-720
37,U.S. Senate,NA,Ted Gianoutsos,1,37-720
37,U.S. Senate,DEM,Ray Metcalfe,5,37-720
37,U.S. Senate,LIB,Joe Miller,16,37-720
37,U.S. Senate,REP,Lisa Murkowski,103,37-720
37,U.S. Senate,NA,Margaret Stock,1,37-720
37,U.S. Senate,,Write-ins,0,37-720
37,U.S. House,DEM,Steve Lindbeck,16,37-720
37,U.S. House,LIB,Jim McDermott,7,37-720
37,U.S. House,NA,Bernie Souphanavong,4,37-720
37,U.S. House,REP,Don Young,97,37-720
37,U.S. House,,Write-ins,0,37-720
37,State House,DEM,Bryce Edgmon,55,37-720
37,State House,REP,William Weatherby,64,37-720
37,State House,,Write-ins,0,37-720
37,President,CON,Darrell Castle,0,37-722
37,President,DEM,Hillary Clinton,25,37-722
37,President,NA,Roque De La Fuente,3,37-722
37,President,LIB,Gary Johnson,7,37-722
37,President,GRE,Jill Stein,1,37-722
37,President,REP,Donald Trump,91,37-722
37,President,,Write-ins,0,37-722
37,U.S. Senate,NA,Breck Craig,0,37-722
37,U.S. Senate,NA,Ted Gianoutsos,1,37-722
37,U.S. Senate,DEM,Ray Metcalfe,11,37-722
37,U.S. Senate,LIB,Joe Miller,25,37-722
37,U.S. Senate,REP,Lisa Murkowski,84,37-722
37,U.S. Senate,NA,Margaret Stock,5,37-722
37,U.S. Senate,,Write-ins,0,37-722
37,U.S. House,DEM,Steve Lindbeck,29,37-722
37,U.S. House,LIB,Jim McDermott,20,37-722
37,U.S. House,NA,Bernie Souphanavong,2,37-722
37,U.S. House,REP,Don Young,74,37-722
37,U.S. House,,Write-ins,0,37-722
37,State House,DEM,Bryce Edgmon,76,37-722
37,State House,REP,William Weatherby,44,37-722
37,State House,,Write-ins,3,37-722
37,President,CON,Darrell Castle,0,37-724
37,President,DEM,Hillary Clinton,8,37-724
37,President,NA,Roque De La Fuente,0,37-724
37,President,LIB,Gary Johnson,1,37-724
37,President,GRE,Jill Stein,2,37-724
37,President,REP,Donald Trump,12,37-724
37,President,,Write-ins,1,37-724
37,U.S. Senate,NA,Breck Craig,0,37-724
37,U.S. Senate,NA,Ted Gianoutsos,0,37-724
37,U.S. Senate,DEM,Ray Metcalfe,2,37-724
37,U.S. Senate,LIB,Joe Miller,4,37-724
37,U.S. Senate,REP,Lisa Murkowski,16,37-724
37,U.S. Senate,NA,Margaret Stock,1,37-724
37,U.S. Senate,,Write-ins,0,37-724
37,U.S. House,DEM,Steve Lindbeck,8,37-724
37,U.S. House,LIB,Jim McDermott,0,37-724
37,U.S. House,NA,Bernie Souphanavong,0,37-724
37,U.S. House,REP,Don Young,15,37-724
37,U.S. House,,Write-ins,0,37-724
37,State House,DEM,Bryce Edgmon,19,37-724
37,State House,REP,William Weatherby,4,37-724
37,State House,,Write-ins,0,37-724
37,President,CON,Darrell Castle,3,37-726
37,President,DEM,Hillary Clinton,38,37-726
37,President,NA,Roque De La Fuente,0,37-726
37,President,LIB,Gary Johnson,6,37-726
37,President,GRE,Jill Stein,3,37-726
37,President,REP,Donald Trump,42,37-726
37,President,,Write-ins,4,37-726
37,U.S. Senate,NA,Breck Craig,1,37-726
37,U.S. Senate,NA,Ted Gianoutsos,0,37-726
37,U.S. Senate,DEM,Ray Metcalfe,4,37-726
37,U.S. Senate,LIB,Joe Miller,21,37-726
37,U.S. Senate,REP,Lisa Murkowski,63,37-726
37,U.S. Senate,NA,Margaret Stock,6,37-726
37,U.S. Senate,,Write-ins,0,37-726
37,U.S. House,DEM,Steve Lindbeck,35,37-726
37,U.S. House,LIB,Jim McDermott,5,37-726
37,U.S. House,NA,Bernie Souphanavong,0,37-726
37,U.S. House,REP,Don Young,55,37-726
37,U.S. House,,Write-ins,0,37-726
37,State House,DEM,Bryce Edgmon,47,37-726
37,State House,REP,William Weatherby,47,37-726
37,State House,,Write-ins,0,37-726
37,President,CON,Darrell Castle,2,37-728
37,President,DEM,Hillary Clinton,22,37-728
37,President,NA,Roque De La Fuente,3,37-728
37,President,LIB,Gary Johnson,17,37-728
37,President,GRE,Jill Stein,1,37-728
37,President,REP,Donald Trump,10,37-728
37,President,,Write-ins,1,37-728
37,U.S. Senate,NA,Breck Craig,1,37-728
37,U.S. Senate,NA,Ted Gianoutsos,1,37-728
37,U.S. Senate,DEM,Ray Metcalfe,3,37-728
37,U.S. Senate,LIB,Joe Miller,11,37-728
37,U.S. Senate,REP,Lisa Murkowski,37,37-728
37,U.S. Senate,NA,Margaret Stock,3,37-728
37,U.S. Senate,,Write-ins,0,37-728
37,U.S. House,DEM,Steve Lindbeck,12,37-728
37,U.S. House,LIB,Jim McDermott,6,37-728
37,U.S. House,NA,Bernie Souphanavong,1,37-728
37,U.S. House,REP,Don Young,37,37-728
37,U.S. House,,Write-ins,0,37-728
37,State House,DEM,Bryce Edgmon,15,37-728
37,State House,REP,William Weatherby,38,37-728
37,State House,,Write-ins,0,37-728
37,President,CON,Darrell Castle,1,37-730
37,President,DEM,Hillary Clinton,15,37-730
37,President,NA,Roque De La Fuente,0,37-730
37,President,LIB,Gary Johnson,7,37-730
37,President,GRE,Jill Stein,3,37-730
37,President,REP,Donald Trump,5,37-730
37,President,,Write-ins,5,37-730
37,U.S. Senate,NA,Breck Craig,0,37-730
37,U.S. Senate,NA,Ted Gianoutsos,0,37-730
37,U.S. Senate,DEM,Ray Metcalfe,4,37-730
37,U.S. Senate,LIB,Joe Miller,4,37-730
37,U.S. Senate,REP,Lisa Murkowski,22,37-730
37,U.S. Senate,NA,Margaret Stock,5,37-730
37,U.S. Senate,,Write-ins,1,37-730
37,U.S. House,DEM,Steve Lindbeck,11,37-730
37,U.S. House,LIB,Jim McDermott,1,37-730
37,U.S. House,NA,Bernie Souphanavong,0,37-730
37,U.S. House,REP,Don Young,24,37-730
37,U.S. House,,Write-ins,0,37-730
37,State House,DEM,Bryce Edgmon,27,37-730
37,State House,REP,William Weatherby,8,37-730
37,State House,,Write-ins,0,37-730
37,President,CON,Darrell Castle,5,37-732
37,President,DEM,Hillary Clinton,60,37-732
37,President,NA,Roque De La Fuente,0,37-732
37,President,LIB,Gary Johnson,6,37-732
37,President,GRE,Jill Stein,5,37-732
37,President,REP,Donald Trump,45,37-732
37,President,,Write-ins,5,37-732
37,U.S. Senate,NA,Breck Craig,1,37-732
37,U.S. Senate,NA,Ted Gianoutsos,1,37-732
37,U.S. Senate,DEM,Ray Metcalfe,7,37-732
37,U.S. Senate,LIB,Joe Miller,21,37-732
37,U.S. Senate,REP,Lisa Murkowski,89,37-732
37,U.S. Senate,NA,Margaret Stock,7,37-732
37,U.S. Senate,,Write-ins,0,37-732
37,U.S. House,DEM,Steve Lindbeck,23,37-732
37,U.S. House,LIB,Jim McDermott,4,37-732
37,U.S. House,NA,Bernie Souphanavong,3,37-732
37,U.S. House,REP,Don Young,96,37-732
37,U.S. House,,Write-ins,0,37-732
37,State House,DEM,Bryce Edgmon,80,37-732
37,State House,REP,William Weatherby,45,37-732
37,State House,,Write-ins,0,37-732
37,President,CON,Darrell Castle,4,37-734
37,President,DEM,Hillary Clinton,65,37-734
37,President,NA,Roque De La Fuente,1,37-734
37,President,LIB,Gary Johnson,12,37-734
37,President,GRE,Jill Stein,3,37-734
37,President,REP,Donald Trump,82,37-734
37,President,,Write-ins,2,37-734
37,U.S. Senate,NA,Breck Craig,1,37-734
37,U.S. Senate,NA,Ted Gianoutsos,1,37-734
37,U.S. Senate,DEM,Ray Metcalfe,12,37-734
37,U.S. Senate,LIB,Joe Miller,35,37-734
37,U.S. Senate,REP,Lisa Murkowski,112,37-734
37,U.S. Senate,NA,Margaret Stock,13,37-734
37,U.S. Senate,,Write-ins,0,37-734
37,U.S. House,DEM,Steve Lindbeck,46,37-734
37,U.S. House,LIB,Jim McDermott,16,37-734
37,U.S. House,NA,Bernie Souphanavong,3,37-734
37,U.S. House,REP,Don Young,109,37-734
37,U.S. House,,Write-ins,0,37-734
37,State House,DEM,Bryce Edgmon,116,37-734
37,State House,REP,William Weatherby,41,37-734
37,State House,,Write-ins,13,37-734
37,President,CON,Darrell Castle,14,37-736
37,President,DEM,Hillary Clinton,111,37-736
37,President,NA,Roque De La Fuente,0,37-736
37,President,LIB,Gary Johnson,11,37-736
37,President,GRE,Jill Stein,3,37-736
37,President,REP,Donald Trump,16,37-736
37,President,,Write-ins,8,37-736
37,U.S. Senate,NA,Breck Craig,1,37-736
37,U.S. Senate,NA,Ted Gianoutsos,0,37-736
37,U.S. Senate,DEM,Ray Metcalfe,16,37-736
37,U.S. Senate,LIB,Joe Miller,32,37-736
37,U.S. Senate,REP,Lisa Murkowski,110,37-736
37,U.S. Senate,NA,Margaret Stock,3,37-736
37,U.S. Senate,,Write-ins,0,37-736
37,U.S. House,DEM,Steve Lindbeck,49,37-736
37,U.S. House,LIB,Jim McDermott,5,37-736
37,U.S. House,NA,Bernie Souphanavong,2,37-736
37,U.S. House,REP,Don Young,105,37-736
37,U.S. House,,Write-ins,1,37-736
37,State House,DEM,Bryce Edgmon,121,37-736
37,State House,REP,William Weatherby,38,37-736
37,State House,,Write-ins,0,37-736
37,President,CON,Darrell Castle,7,37-738
37,President,DEM,Hillary Clinton,45,37-738
37,President,NA,Roque De La Fuente,1,37-738
37,President,LIB,Gary Johnson,1,37-738
37,President,GRE,Jill Stein,2,37-738
37,President,REP,Donald Trump,8,37-738
37,President,,Write-ins,5,37-738
37,U.S. Senate,NA,Breck Craig,0,37-738
37,U.S. Senate,NA,Ted Gianoutsos,2,37-738
37,U.S. Senate,DEM,Ray Metcalfe,5,37-738
