district,office,party,candidate,votes,precinct
39,U.S. Senate,REP,Lisa Murkowski,130,39-938
39,U.S. Senate,NA,Margaret Stock,7,39-938
39,U.S. Senate,,Write-ins,2,39-938
39,U.S. House,DEM,Steve Lindbeck,75,39-938
39,U.S. House,LIB,Jim McDermott,8,39-938
39,U.S. House,NA,Bernie Souphanavong,7,39-938
39,U.S. House,REP,Don Young,106,39-938
39,U.S. House,,Write-ins,2,39-938
39,State Senate,DEM,Donald Olson,181,39-938
39,State Senate,,Write-ins,3,39-938
39,State House,DEM,Neal Foster,180,39-938
39,State House,,Write-ins,3,39-938
39,President,CON,Darrell Castle,14,39-940
39,President,DEM,Hillary Clinton,99,39-940
39,President,NA,Roque De La Fuente,0,39-940
39,President,LIB,Gary Johnson,9,39-940
39,President,GRE,Jill Stein,1,39-940
39,President,REP,Donald Trump,20,39-940
39,President,,Write-ins,15,39-940
39,U.S. Senate,NA,Breck Craig,1,39-940
39,U.S. Senate,NA,Ted Gianoutsos,1,39-940
39,U.S. Senate,DEM,Ray Metcalfe,19,39-940
39,U.S. Senate,LIB,Joe Miller,38,39-940
39,U.S. Senate,REP,Lisa Murkowski,91,39-940
39,U.S. Senate,NA,Margaret Stock,10,39-940
39,U.S. Senate,,Write-ins,1,39-940
39,U.S. House,DEM,Steve Lindbeck,63,39-940
39,U.S. House,LIB,Jim McDermott,5,39-940
39,U.S. House,NA,Bernie Souphanavong,3,39-940
39,U.S. House,REP,Don Young,87,39-940
39,U.S. House,,Write-ins,0,39-940
39,State Senate,DEM,Donald Olson,148,39-940
39,State Senate,,Write-ins,4,39-940
39,State House,DEM,Neal Foster,140,39-940
39,State House,,Write-ins,6,39-940
39,President,CON,Darrell Castle,7,39-942
39,President,DEM,Hillary Clinton,40,39-942
39,President,NA,Roque De La Fuente,0,39-942
39,President,LIB,Gary Johnson,6,39-942
39,President,GRE,Jill Stein,2,39-942
39,President,REP,Donald Trump,25,39-942
39,President,,Write-ins,2,39-942
39,U.S. Senate,NA,Breck Craig,0,39-942
39,U.S. Senate,NA,Ted Gianoutsos,0,39-942
39,U.S. Senate,DEM,Ray Metcalfe,4,39-942
39,U.S. Senate,LIB,Joe Miller,29,39-942
39,U.S. Senate,REP,Lisa Murkowski,46,39-942
39,U.S. Senate,NA,Margaret Stock,3,39-942
39,U.S. Senate,,Write-ins,0,39-942
39,U.S. House,DEM,Steve Lindbeck,26,39-942
39,U.S. House,LIB,Jim McDermott,0,39-942
39,U.S. House,NA,Bernie Souphanavong,3,39-942
39,U.S. House,REP,Don Young,53,39-942
39,U.S. House,,Write-ins,0,39-942
39,State Senate,DEM,Donald Olson,72,39-942
39,State Senate,,Write-ins,2,39-942
39,State House,DEM,Neal Foster,73,39-942
39,State House,,Write-ins,1,39-942
39,President,CON,Darrell Castle,13,39-944
39,President,DEM,Hillary Clinton,57,39-944
39,President,NA,Roque De La Fuente,2,39-944
39,President,LIB,Gary Johnson,9,39-944
39,President,GRE,Jill Stein,0,39-944
39,President,REP,Donald Trump,12,39-944
39,President,,Write-ins,18,39-944
39,U.S. Senate,NA,Breck Craig,0,39-944
39,U.S. Senate,NA,Ted Gianoutsos,2,39-944
39,U.S. Senate,DEM,Ray Metcalfe,5,39-944
39,U.S. Senate,LIB,Joe Miller,59,39-944
39,U.S. Senate,REP,Lisa Murkowski,44,39-944
39,U.S. Senate,NA,Margaret Stock,2,39-944
39,U.S. Senate,,Write-ins,0,39-944
39,U.S. House,DEM,Steve Lindbeck,27,39-944
39,U.S. House,LIB,Jim McDermott,4,39-944
39,U.S. House,NA,Bernie Souphanavong,4,39-944
39,U.S. House,REP,Don Young,76,39-944
39,U.S. House,,Write-ins,0,39-944
39,State Senate,DEM,Donald Olson,105,39-944
39,State Senate,,Write-ins,1,39-944
39,State House,DEM,Neal Foster,99,39-944
39,State House,,Write-ins,1,39-944
39,President,CON,Darrell Castle,2,39-946
39,President,DEM,Hillary Clinton,33,39-946
39,President,NA,Roque De La Fuente,0,39-946
39,President,LIB,Gary Johnson,2,39-946
39,President,GRE,Jill Stein,5,39-946
39,President,REP,Donald Trump,15,39-946
39,President,,Write-ins,13,39-946
39,U.S. Senate,NA,Breck Craig,1,39-946
39,U.S. Senate,NA,Ted Gianoutsos,0,39-946
39,U.S. Senate,DEM,Ray Metcalfe,7,39-946
39,U.S. Senate,LIB,Joe Miller,14,39-946
39,U.S. Senate,REP,Lisa Murkowski,42,39-946
39,U.S. Senate,NA,Margaret Stock,6,39-946
39,U.S. Senate,,Write-ins,0,39-946
39,U.S. House,DEM,Steve Lindbeck,32,39-946
39,U.S. House,LIB,Jim McDermott,3,39-946
39,U.S. House,NA,Bernie Souphanavong,2,39-946
39,U.S. House,REP,Don Young,31,39-946
39,U.S. House,,Write-ins,0,39-946
39,State Senate,DEM,Donald Olson,63,39-946
39,State Senate,,Write-ins,0,39-946
39,State House,DEM,Neal Foster,61,39-946
39,State House,,Write-ins,2,39-946
39,President,CON,Darrell Castle,8,39-948
39,President,DEM,Hillary Clinton,127,39-948
39,President,NA,Roque De La Fuente,0,39-948
39,President,LIB,Gary Johnson,20,39-948
39,President,GRE,Jill Stein,2,39-948
39,President,REP,Donald Trump,79,39-948
39,President,,Write-ins,20,39-948
39,U.S. Senate,NA,Breck Craig,3,39-948
39,U.S. Senate,NA,Ted Gianoutsos,0,39-948
39,U.S. Senate,DEM,Ray Metcalfe,12,39-948
39,U.S. Senate,LIB,Joe Miller,58,39-948
39,U.S. Senate,REP,Lisa Murkowski,172,39-948
39,U.S. Senate,NA,Margaret Stock,12,39-948
39,U.S. Senate,,Write-ins,1,39-948
39,U.S. House,DEM,Steve Lindbeck,81,39-948
39,U.S. House,LIB,Jim McDermott,6,39-948
39,U.S. House,NA,Bernie Souphanavong,1,39-948
39,U.S. House,REP,Don Young,165,39-948
39,U.S. House,,Write-ins,2,39-948
39,State Senate,DEM,Donald Olson,229,39-948
39,State Senate,,Write-ins,12,39-948
39,State House,DEM,Neal Foster,228,39-948
39,State House,,Write-ins,6,39-948
39,President,CON,Darrell Castle,2,39-950
39,President,DEM,Hillary Clinton,20,39-950
39,President,NA,Roque De La Fuente,0,39-950
39,President,LIB,Gary Johnson,1,39-950
39,President,GRE,Jill Stein,13,39-950
39,President,REP,Donald Trump,4,39-950
39,President,,Write-ins,4,39-950
39,U.S. Senate,NA,Breck Craig,0,39-950
39,U.S. Senate,NA,Ted Gianoutsos,0,39-950
39,U.S. Senate,DEM,Ray Metcalfe,6,39-950
39,U.S. Senate,LIB,Joe Miller,8,39-950
39,U.S. Senate,REP,Lisa Murkowski,23,39-950
39,U.S. Senate,NA,Margaret Stock,7,39-950
39,U.S. Senate,,Write-ins,0,39-950
39,U.S. House,DEM,Steve Lindbeck,19,39-950
39,U.S. House,LIB,Jim McDermott,2,39-950
39,U.S. House,NA,Bernie Souphanavong,3,39-950
39,U.S. House,REP,Don Young,20,39-950
39,U.S. House,,Write-ins,0,39-950
39,State Senate,DEM,Donald Olson,36,39-950
39,State Senate,,Write-ins,0,39-950
39,State House,DEM,Neal Foster,34,39-950
39,State House,,Write-ins,2,39-950
39,President,CON,Darrell Castle,4,39-952
39,President,DEM,Hillary Clinton,31,39-952
39,President,NA,Roque De La Fuente,0,39-952
39,President,LIB,Gary Johnson,4,39-952
39,President,GRE,Jill Stein,1,39-952
39,President,REP,Donald Trump,16,39-952
39,President,,Write-ins,10,39-952
39,U.S. Senate,NA,Breck Craig,0,39-952
39,U.S. Senate,NA,Ted Gianoutsos,0,39-952
39,U.S. Senate,DEM,Ray Metcalfe,7,39-952
39,U.S. Senate,LIB,Joe Miller,12,39-952
39,U.S. Senate,REP,Lisa Murkowski,40,39-952
39,U.S. Senate,NA,Margaret Stock,5,39-952
39,U.S. Senate,,Write-ins,1,39-952
39,U.S. House,DEM,Steve Lindbeck,29,39-952
39,U.S. House,LIB,Jim McDermott,2,39-952
39,U.S. House,NA,Bernie Souphanavong,2,39-952
39,U.S. House,REP,Don Young,34,39-952
39,U.S. House,,Write-ins,0,39-952
39,State Senate,DEM,Donald Olson,63,39-952
39,State Senate,,Write-ins,0,39-952
39,State House,DEM,Neal Foster,58,39-952
39,State House,,Write-ins,2,39-952
39,President,CON,Darrell Castle,9,Absentee
39,President,DEM,Hillary Clinton,194,Absentee
39,President,NA,Roque De La Fuente,4,Absentee
39,President,LIB,Gary Johnson,19,Absentee
39,President,GRE,Jill Stein,3,Absentee
39,President,REP,Donald Trump,118,Absentee
39,President,,Write-ins,22,Absentee
39,U.S. Senate,NA,Breck Craig,1,Absentee
39,U.S. Senate,NA,Ted Gianoutsos,2,Absentee
39,U.S. Senate,DEM,Ray Metcalfe,46,Absentee
39,U.S. Senate,LIB,Joe Miller,65,Absentee
39,U.S. Senate,REP,Lisa Murkowski,205,Absentee
39,U.S. Senate,NA,Margaret Stock,28,Absentee
39,U.S. Senate,,Write-ins,1,Absentee
39,U.S. House,DEM,Steve Lindbeck,131,Absentee
39,U.S. House,LIB,Jim McDermott,21,Absentee
39,U.S. House,NA,Bernie Souphanavong,8,Absentee
39,U.S. House,REP,Don Young,184,Absentee
39,U.S. House,,Write-ins,1,Absentee
39,State Senate,DEM,Donald Olson,265,Absentee
39,State Senate,,Write-ins,16,Absentee
39,State House,DEM,Neal Foster,262,Absentee
39,State House,,Write-ins,20,Absentee
39,President,CON,Darrell Castle,15,Question
39,President,DEM,Hillary Clinton,158,Question
39,President,NA,Roque De La Fuente,3,Question
39,President,LIB,Gary Johnson,14,Question
39,President,GRE,Jill Stein,7,Question
39,President,REP,Donald Trump,94,Question
39,President,,Write-ins,18,Question
39,U.S. Senate,NA,Breck Craig,2,Question
39,U.S. Senate,NA,Ted Gianoutsos,3,Question
39,U.S. Senate,DEM,Ray Metcalfe,24,Question
39,U.S. Senate,LIB,Joe Miller,54,Question
39,U.S. Senate,REP,Lisa Murkowski,117,Question
39,U.S. Senate,NA,Margaret Stock,13,Question
39,U.S. Senate,,Write-ins,0,Question
39,U.S. House,DEM,Steve Lindbeck,61,Question
39,U.S. House,LIB,Jim McDermott,16,Question
39,U.S. House,NA,Bernie Souphanavong,5,Question
39,U.S. House,REP,Don Young,130,Question
39,U.S. House,,Write-ins,0,Question
39,State Senate,DEM,Donald Olson,88,Question
39,State Senate,,Write-ins,1,Question
39,State House,DEM,Neal Foster,86,Question
39,State House,,Write-ins,2,Question
39,President,CON,Darrell Castle,8,Early Voting
39,President,DEM,Hillary Clinton,164,Early Voting
39,President,NA,Roque De La Fuente,3,Early Voting
39,President,LIB,Gary Johnson,21,Early Voting
39,President,GRE,Jill Stein,3,Early Voting
39,President,REP,Donald Trump,116,Early Voting
39,President,,Write-ins,17,Early Voting
39,U.S. Senate,NA,Breck Craig,1,Early Voting
39,U.S. Senate,NA,Ted Gianoutsos,2,Early Voting
39,U.S. Senate,DEM,Ray Metcalfe,39,Early Voting
39,U.S. Senate,LIB,Joe Miller,70,Early Voting
39,U.S. Senate,REP,Lisa Murkowski,178,Early Voting
39,U.S. Senate,NA,Margaret Stock,39,Early Voting
39,U.S. Senate,,Write-ins,0,Early Voting
39,U.S. House,DEM,Steve Lindbeck,138,Early Voting
39,U.S. House,LIB,Jim McDermott,30,Early Voting
39,U.S. House,NA,Bernie Souphanavong,8,Early Voting
39,U.S. House,REP,Don Young,149,Early Voting
39,U.S. House,,Write-ins,0,Early Voting
39,State Senate,DEM,Donald Olson,257,Early Voting
39,State Senate,,Write-ins,28,Early Voting
39,State House,DEM,Neal Foster,272,Early Voting
39,State House,,Write-ins,18,Early Voting
