district,office,party,candidate,votes,precinct
33,U.S. Senate,DEM,Ray Metcalfe,127,33-510
33,U.S. Senate,LIB,Joe Miller,87,33-510
33,U.S. Senate,REP,Lisa Murkowski,253,33-510
33,U.S. Senate,NA,Margaret Stock,143,33-510
33,U.S. Senate,,Write-ins,0,33-510
33,U.S. House,DEM,Steve Lindbeck,364,33-510
33,U.S. House,LIB,Jim McDermott,45,33-510
33,U.S. House,NA,Bernie Souphanavong,12,33-510
33,U.S. House,REP,Don Young,182,33-510
33,U.S. House,,Write-ins,2,33-510
33,State House,DEM,Sam Kito III,493,33-510
33,State House,,Write-ins,34,33-510
33,President,CON,Darrell Castle,6,33-515
33,President,DEM,Hillary Clinton,632,33-515
33,President,NA,Roque De La Fuente,1,33-515
33,President,LIB,Gary Johnson,34,33-515
33,President,GRE,Jill Stein,18,33-515
33,President,REP,Donald Trump,126,33-515
33,President,,Write-ins,14,33-515
33,U.S. Senate,NA,Breck Craig,5,33-515
33,U.S. Senate,NA,Ted Gianoutsos,2,33-515
33,U.S. Senate,DEM,Ray Metcalfe,185,33-515
33,U.S. Senate,LIB,Joe Miller,99,33-515
33,U.S. Senate,REP,Lisa Murkowski,235,33-515
33,U.S. Senate,NA,Margaret Stock,298,33-515
33,U.S. Senate,,Write-ins,1,33-515
33,U.S. House,DEM,Steve Lindbeck,616,33-515
33,U.S. House,LIB,Jim McDermott,47,33-515
33,U.S. House,NA,Bernie Souphanavong,11,33-515
33,U.S. House,REP,Don Young,149,33-515
33,U.S. House,,Write-ins,1,33-515
33,State House,DEM,Sam Kito III,706,33-515
33,State House,,Write-ins,24,33-515
33,President,CON,Darrell Castle,5,33-520
33,President,DEM,Hillary Clinton,200,33-520
33,President,NA,Roque De La Fuente,0,33-520
33,President,LIB,Gary Johnson,27,33-520
33,President,GRE,Jill Stein,8,33-520
33,President,REP,Donald Trump,108,33-520
33,President,,Write-ins,9,33-520
33,U.S. Senate,NA,Breck Craig,1,33-520
33,U.S. Senate,NA,Ted Gianoutsos,1,33-520
33,U.S. Senate,DEM,Ray Metcalfe,63,33-520
33,U.S. Senate,LIB,Joe Miller,46,33-520
33,U.S. Senate,REP,Lisa Murkowski,158,33-520
33,U.S. Senate,NA,Margaret Stock,83,33-520
33,U.S. Senate,,Write-ins,0,33-520
33,U.S. House,DEM,Steve Lindbeck,187,33-520
33,U.S. House,LIB,Jim McDermott,23,33-520
33,U.S. House,NA,Bernie Souphanavong,12,33-520
33,U.S. House,REP,Don Young,121,33-520
33,U.S. House,,Write-ins,2,33-520
33,State House,DEM,Sam Kito III,279,33-520
33,State House,,Write-ins,10,33-520
33,President,CON,Darrell Castle,12,33-525
33,President,DEM,Hillary Clinton,293,33-525
33,President,NA,Roque De La Fuente,5,33-525
33,President,LIB,Gary Johnson,40,33-525
33,President,GRE,Jill Stein,18,33-525
33,President,REP,Donald Trump,281,33-525
33,President,,Write-ins,21,33-525
33,U.S. Senate,NA,Breck Craig,5,33-525
33,U.S. Senate,NA,Ted Gianoutsos,3,33-525
33,U.S. Senate,DEM,Ray Metcalfe,107,33-525
33,U.S. Senate,LIB,Joe Miller,164,33-525
33,U.S. Senate,REP,Lisa Murkowski,307,33-525
33,U.S. Senate,NA,Margaret Stock,74,33-525
33,U.S. Senate,,Write-ins,2,33-525
33,U.S. House,DEM,Steve Lindbeck,266,33-525
33,U.S. House,LIB,Jim McDermott,76,33-525
33,U.S. House,NA,Bernie Souphanavong,20,33-525
33,U.S. House,REP,Don Young,282,33-525
33,U.S. House,,Write-ins,4,33-525
33,State House,DEM,Sam Kito III,485,33-525
33,State House,,Write-ins,35,33-525
33,President,CON,Darrell Castle,3,33-530
33,President,DEM,Hillary Clinton,370,33-530
33,President,NA,Roque De La Fuente,0,33-530
33,President,LIB,Gary Johnson,47,33-530
33,President,GRE,Jill Stein,11,33-530
33,President,REP,Donald Trump,150,33-530
33,President,,Write-ins,14,33-530
33,U.S. Senate,NA,Breck Craig,1,33-530
33,U.S. Senate,NA,Ted Gianoutsos,0,33-530
33,U.S. Senate,DEM,Ray Metcalfe,127,33-530
33,U.S. Senate,LIB,Joe Miller,76,33-530
33,U.S. Senate,REP,Lisa Murkowski,240,33-530
33,U.S. Senate,NA,Margaret Stock,141,33-530
33,U.S. Senate,,Write-ins,0,33-530
33,U.S. House,DEM,Steve Lindbeck,357,33-530
33,U.S. House,LIB,Jim McDermott,34,33-530
33,U.S. House,NA,Bernie Souphanavong,15,33-530
33,U.S. House,REP,Don Young,175,33-530
33,U.S. House,,Write-ins,0,33-530
33,State House,DEM,Sam Kito III,483,33-530
33,State House,,Write-ins,15,33-530
33,President,CON,Darrell Castle,5,33-540
33,President,DEM,Hillary Clinton,229,33-540
33,President,NA,Roque De La Fuente,3,33-540
33,President,LIB,Gary Johnson,35,33-540
33,President,GRE,Jill Stein,23,33-540
33,President,REP,Donald Trump,129,33-540
33,President,,Write-ins,23,33-540
33,U.S. Senate,NA,Breck Craig,3,33-540
33,U.S. Senate,NA,Ted Gianoutsos,1,33-540
33,U.S. Senate,DEM,Ray Metcalfe,101,33-540
33,U.S. Senate,LIB,Joe Miller,59,33-540
33,U.S. Senate,REP,Lisa Murkowski,170,33-540
33,U.S. Senate,NA,Margaret Stock,109,33-540
33,U.S. Senate,,Write-ins,0,33-540
33,U.S. House,DEM,Steve Lindbeck,218,33-540
33,U.S. House,LIB,Jim McDermott,56,33-540
33,U.S. House,NA,Bernie Souphanavong,15,33-540
33,U.S. House,REP,Don Young,149,33-540
33,U.S. House,,Write-ins,0,33-540
33,State House,DEM,Sam Kito III,360,33-540
33,State House,,Write-ins,9,33-540
33,President,CON,Darrell Castle,20,33-545
33,President,DEM,Hillary Clinton,338,33-545
33,President,NA,Roque De La Fuente,4,33-545
33,President,LIB,Gary Johnson,30,33-545
33,President,GRE,Jill Stein,47,33-545
33,President,REP,Donald Trump,323,33-545
33,President,,Write-ins,25,33-545
33,U.S. Senate,NA,Breck Craig,8,33-545
33,U.S. Senate,NA,Ted Gianoutsos,5,33-545
33,U.S. Senate,DEM,Ray Metcalfe,95,33-545
33,U.S. Senate,LIB,Joe Miller,159,33-545
33,U.S. Senate,REP,Lisa Murkowski,309,33-545
33,U.S. Senate,NA,Margaret Stock,210,33-545
33,U.S. Senate,,Write-ins,2,33-545
33,U.S. House,DEM,Steve Lindbeck,331,33-545
33,U.S. House,LIB,Jim McDermott,73,33-545
33,U.S. House,NA,Bernie Souphanavong,31,33-545
33,U.S. House,REP,Don Young,334,33-545
33,U.S. House,,Write-ins,1,33-545
33,State House,DEM,Sam Kito III,604,33-545
33,State House,,Write-ins,34,33-545
33,President,CON,Darrell Castle,2,33-550
33,President,DEM,Hillary Clinton,36,33-550
33,President,NA,Roque De La Fuente,0,33-550
33,President,LIB,Gary Johnson,2,33-550
33,President,GRE,Jill Stein,4,33-550
33,President,REP,Donald Trump,47,33-550
33,President,,Write-ins,5,33-550
33,U.S. Senate,NA,Breck Craig,2,33-550
33,U.S. Senate,NA,Ted Gianoutsos,0,33-550
33,U.S. Senate,DEM,Ray Metcalfe,20,33-550
33,U.S. Senate,LIB,Joe Miller,18,33-550
33,U.S. Senate,REP,Lisa Murkowski,38,33-550
33,U.S. Senate,NA,Margaret Stock,20,33-550
33,U.S. Senate,,Write-ins,0,33-550
33,U.S. House,DEM,Steve Lindbeck,39,33-550
33,U.S. House,LIB,Jim McDermott,6,33-550
33,U.S. House,NA,Bernie Souphanavong,5,33-550
33,U.S. House,REP,Don Young,46,33-550
33,U.S. House,,Write-ins,0,33-550
33,State House,DEM,Sam Kito III,66,33-550
33,State House,,Write-ins,5,33-550
33,President,CON,Darrell Castle,0,33-555
33,President,DEM,Hillary Clinton,30,33-555
33,President,NA,Roque De La Fuente,1,33-555
33,President,LIB,Gary Johnson,3,33-555
33,President,GRE,Jill Stein,0,33-555
33,President,REP,Donald Trump,4,33-555
33,President,,Write-ins,2,33-555
33,U.S. Senate,NA,Breck Craig,0,33-555
33,U.S. Senate,NA,Ted Gianoutsos,0,33-555
33,U.S. Senate,DEM,Ray Metcalfe,7,33-555
33,U.S. Senate,LIB,Joe Miller,2,33-555
33,U.S. Senate,REP,Lisa Murkowski,29,33-555
33,U.S. Senate,NA,Margaret Stock,4,33-555
33,U.S. Senate,,Write-ins,0,33-555
33,U.S. House,DEM,Steve Lindbeck,15,33-555
33,U.S. House,LIB,Jim McDermott,5,33-555
33,U.S. House,NA,Bernie Souphanavong,0,33-555
33,U.S. House,REP,Don Young,22,33-555
33,U.S. House,,Write-ins,0,33-555
33,State House,DEM,Sam Kito III,40,33-555
33,State House,,Write-ins,0,33-555
33,President,CON,Darrell Castle,14,Absentee
33,President,DEM,Hillary Clinton,1108,Absentee
33,President,NA,Roque De La Fuente,6,Absentee
33,President,LIB,Gary Johnson,81,Absentee
33,President,GRE,Jill Stein,50,Absentee
33,President,REP,Donald Trump,554,Absentee
33,President,,Write-ins,59,Absentee
33,U.S. Senate,NA,Breck Craig,3,Absentee
33,U.S. Senate,NA,Ted Gianoutsos,5,Absentee
33,U.S. Senate,DEM,Ray Metcalfe,510,Absentee
33,U.S. Senate,LIB,Joe Miller,251,Absentee
33,U.S. Senate,REP,Lisa Murkowski,711,Absentee
33,U.S. Senate,NA,Margaret Stock,347,Absentee
33,U.S. Senate,,Write-ins,3,Absentee
33,U.S. House,DEM,Steve Lindbeck,1045,Absentee
33,U.S. House,LIB,Jim McDermott,162,Absentee
33,U.S. House,NA,Bernie Souphanavong,30,Absentee
33,U.S. House,REP,Don Young,566,Absentee
33,U.S. House,,Write-ins,4,Absentee
33,State House,DEM,Sam Kito III,1345,Absentee
33,State House,,Write-ins,68,Absentee
33,President,CON,Darrell Castle,13,Question
33,President,DEM,Hillary Clinton,277,Question
33,President,NA,Roque De La Fuente,3,Question
33,President,LIB,Gary Johnson,47,Question
33,President,GRE,Jill Stein,21,Question
33,President,REP,Donald Trump,177,Question
33,President,,Write-ins,21,Question
33,U.S. Senate,NA,Breck Craig,2,Question
33,U.S. Senate,NA,Ted Gianoutsos,3,Question
33,U.S. Senate,DEM,Ray Metcalfe,84,Question
33,U.S. Senate,LIB,Joe Miller,98,Question
33,U.S. Senate,REP,Lisa Murkowski,245,Question
33,U.S. Senate,NA,Margaret Stock,42,Question
33,U.S. Senate,,Write-ins,1,Question
33,U.S. House,DEM,Steve Lindbeck,198,Question
33,U.S. House,LIB,Jim McDermott,63,Question
33,U.S. House,NA,Bernie Souphanavong,12,Question
33,U.S. House,REP,Don Young,187,Question
33,U.S. House,,Write-ins,4,Question
33,State House,DEM,Sam Kito III,200,Question
33,State House,,Write-ins,9,Question
33,President,CON,Darrell Castle,4,Early Voting
33,President,DEM,Hillary Clinton,1490,Early Voting
33,President,NA,Roque De La Fuente,3,Early Voting
33,President,LIB,Gary Johnson,87,Early Voting
33,President,GRE,Jill Stein,49,Early Voting
33,President,REP,Donald Trump,461,Early Voting
33,President,,Write-ins,52,Early Voting
33,U.S. Senate,NA,Breck Craig,8,Early Voting
33,U.S. Senate,NA,Ted Gianoutsos,9,Early Voting
33,U.S. Senate,DEM,Ray Metcalfe,532,Early Voting
33,U.S. Senate,LIB,Joe Miller,237,Early Voting
33,U.S. Senate,REP,Lisa Murkowski,741,Early Voting
33,U.S. Senate,NA,Margaret Stock,608,Early Voting
33,U.S. Senate,,Write-ins,0,Early Voting
33,U.S. House,DEM,Steve Lindbeck,1420,Early Voting
33,U.S. House,LIB,Jim McDermott,140,Early Voting
33,U.S. House,NA,Bernie Souphanavong,42,Early Voting
33,U.S. House,REP,Don Young,508,Early Voting
33,U.S. House,,Write-ins,2,Early Voting
33,State House,DEM,Sam Kito III,1774,Early Voting
33,State House,,Write-ins,77,Early Voting
