district,office,party,candidate,votes,precinct
7,President,CON,Darrell Castle,15,07-100
7,President,DEM,Hillary Clinton,95,07-100
7,President,NA,Roque De La Fuente,3,07-100
7,President,LIB,Gary Johnson,40,07-100
7,President,GRE,Jill Stein,11,07-100
7,President,REP,Donald Trump,395,07-100
7,President,,Write-ins,19,07-100
7,U.S. Senate,NA,Breck Craig,8,07-100
7,U.S. Senate,NA,Ted Gianoutsos,2,07-100
7,U.S. Senate,DEM,Ray Metcalfe,29,07-100
7,U.S. Senate,LIB,Joe Miller,251,07-100
7,U.S. Senate,REP,Lisa Murkowski,237,07-100
7,U.S. Senate,NA,Margaret Stock,47,07-100
7,U.S. Senate,,Write-ins,0,07-100
7,U.S. House,DEM,Steve Lindbeck,118,07-100
7,U.S. House,LIB,Jim McDermott,98,07-100
7,U.S. House,NA,Bernie Souphanavong,16,07-100
7,U.S. House,REP,Don Young,329,07-100
7,U.S. House,,Write-ins,6,07-100
7,State Senate,REP,David Wilson,461,07-100
7,State Senate,,Write-ins,16,07-100
7,State House,REP,Co Sullivan-Leonard,404,07-100
7,State House,DEM,Sherie Olson,112,07-100
7,State House,,Write-ins,6,07-100
7,President,CON,Darrell Castle,3,07-105
7,President,DEM,Hillary Clinton,67,07-105
7,President,NA,Roque De La Fuente,0,07-105
7,President,LIB,Gary Johnson,9,07-105
7,President,GRE,Jill Stein,2,07-105
7,President,REP,Donald Trump,311,07-105
7,President,,Write-ins,10,07-105
7,U.S. Senate,NA,Breck Craig,3,07-105
7,U.S. Senate,NA,Ted Gianoutsos,3,07-105
7,U.S. Senate,DEM,Ray Metcalfe,22,07-105
7,U.S. Senate,LIB,Joe Miller,184,07-105
7,U.S. Senate,REP,Lisa Murkowski,161,07-105
7,U.S. Senate,NA,Margaret Stock,27,07-105
7,U.S. Senate,,Write-ins,2,07-105
7,U.S. House,DEM,Steve Lindbeck,74,07-105
7,U.S. House,LIB,Jim McDermott,52,07-105
7,U.S. House,NA,Bernie Souphanavong,18,07-105
7,U.S. House,REP,Don Young,252,07-105
7,U.S. House,,Write-ins,3,07-105
7,State Senate,REP,David Wilson,321,07-105
7,State Senate,,Write-ins,13,07-105
7,State House,REP,Co Sullivan-Leonard,308,07-105
7,State House,DEM,Sherie Olson,66,07-105
7,State House,,Write-ins,5,07-105
7,President,CON,Darrell Castle,8,07-110
7,President,DEM,Hillary Clinton,118,07-110
7,President,NA,Roque De La Fuente,0,07-110
7,President,LIB,Gary Johnson,24,07-110
7,President,GRE,Jill Stein,17,07-110
7,President,REP,Donald Trump,433,07-110
7,President,,Write-ins,20,07-110
7,U.S. Senate,NA,Breck Craig,4,07-110
7,U.S. Senate,NA,Ted Gianoutsos,5,07-110
7,U.S. Senate,DEM,Ray Metcalfe,44,07-110
7,U.S. Senate,LIB,Joe Miller,280,07-110
7,U.S. Senate,REP,Lisa Murkowski,236,07-110
7,U.S. Senate,NA,Margaret Stock,49,07-110
7,U.S. Senate,,Write-ins,1,07-110
7,U.S. House,DEM,Steve Lindbeck,127,07-110
7,U.S. House,LIB,Jim McDermott,95,07-110
7,U.S. House,NA,Bernie Souphanavong,18,07-110
7,U.S. House,REP,Don Young,369,07-110
7,U.S. House,,Write-ins,7,07-110
7,State Senate,REP,David Wilson,499,07-110
7,State Senate,,Write-ins,15,07-110
7,State House,REP,Co Sullivan-Leonard,421,07-110
7,State House,DEM,Sherie Olson,146,07-110
7,State House,,Write-ins,2,07-110
7,President,CON,Darrell Castle,7,07-115
7,President,DEM,Hillary Clinton,72,07-115
7,President,NA,Roque De La Fuente,5,07-115
7,President,LIB,Gary Johnson,29,07-115
7,President,GRE,Jill Stein,1,07-115
7,President,REP,Donald Trump,336,07-115
7,President,,Write-ins,8,07-115
7,U.S. Senate,NA,Breck Craig,12,07-115
7,U.S. Senate,NA,Ted Gianoutsos,3,07-115
7,U.S. Senate,DEM,Ray Metcalfe,17,07-115
7,U.S. Senate,LIB,Joe Miller,209,07-115
7,U.S. Senate,REP,Lisa Murkowski,181,07-115
7,U.S. Senate,NA,Margaret Stock,39,07-115
7,U.S. Senate,,Write-ins,1,07-115
7,U.S. House,DEM,Steve Lindbeck,93,07-115
7,U.S. House,LIB,Jim McDermott,66,07-115
7,U.S. House,NA,Bernie Souphanavong,26,07-115
7,U.S. House,REP,Don Young,267,07-115
7,U.S. House,,Write-ins,3,07-115
7,State Senate,REP,David Wilson,356,07-115
7,State Senate,,Write-ins,21,07-115
7,State House,REP,Co Sullivan-Leonard,327,07-115
7,State House,DEM,Sherie Olson,97,07-115
7,State House,,Write-ins,4,07-115
7,President,CON,Darrell Castle,13,07-120
7,President,DEM,Hillary Clinton,160,07-120
7,President,NA,Roque De La Fuente,4,07-120
7,President,LIB,Gary Johnson,44,07-120
7,President,GRE,Jill Stein,14,07-120
7,President,REP,Donald Trump,642,07-120
7,President,,Write-ins,23,07-120
7,U.S. Senate,NA,Breck Craig,14,07-120
7,U.S. Senate,NA,Ted Gianoutsos,3,07-120
7,U.S. Senate,DEM,Ray Metcalfe,66,07-120
7,U.S. Senate,LIB,Joe Miller,378,07-120
7,U.S. Senate,REP,Lisa Murkowski,350,07-120
7,U.S. Senate,NA,Margaret Stock,76,07-120
7,U.S. Senate,,Write-ins,2,07-120
7,U.S. House,DEM,Steve Lindbeck,212,07-120
7,U.S. House,LIB,Jim McDermott,122,07-120
7,U.S. House,NA,Bernie Souphanavong,34,07-120
7,U.S. House,REP,Don Young,498,07-120
7,U.S. House,,Write-ins,11,07-120
7,State Senate,REP,David Wilson,666,07-120
7,State Senate,,Write-ins,41,07-120
7,State House,REP,Co Sullivan-Leonard,578,07-120
7,State House,DEM,Sherie Olson,206,07-120
7,State House,,Write-ins,18,07-120
7,President,CON,Darrell Castle,10,07-125
7,President,DEM,Hillary Clinton,146,07-125
7,President,NA,Roque De La Fuente,3,07-125
7,President,LIB,Gary Johnson,57,07-125
7,President,GRE,Jill Stein,21,07-125
7,President,REP,Donald Trump,700,07-125
7,President,,Write-ins,17,07-125
7,U.S. Senate,NA,Breck Craig,13,07-125
7,U.S. Senate,NA,Ted Gianoutsos,8,07-125
7,U.S. Senate,DEM,Ray Metcalfe,49,07-125
7,U.S. Senate,LIB,Joe Miller,422,07-125
7,U.S. Senate,REP,Lisa Murkowski,366,07-125
7,U.S. Senate,NA,Margaret Stock,80,07-125
7,U.S. Senate,,Write-ins,3,07-125
7,U.S. House,DEM,Steve Lindbeck,189,07-125
7,U.S. House,LIB,Jim McDermott,127,07-125
7,U.S. House,NA,Bernie Souphanavong,40,07-125
7,U.S. House,REP,Don Young,567,07-125
7,U.S. House,,Write-ins,6,07-125
7,State Senate,REP,David Wilson,741,07-125
7,State Senate,,Write-ins,40,07-125
7,State House,REP,Co Sullivan-Leonard,698,07-125
7,State House,DEM,Sherie Olson,174,07-125
7,State House,,Write-ins,6,07-125
7,President,CON,Darrell Castle,2,07-130
7,President,DEM,Hillary Clinton,59,07-130
7,President,NA,Roque De La Fuente,1,07-130
7,President,LIB,Gary Johnson,28,07-130
7,President,GRE,Jill Stein,6,07-130
7,President,REP,Donald Trump,326,07-130
7,President,,Write-ins,8,07-130
7,U.S. Senate,NA,Breck Craig,6,07-130
7,U.S. Senate,NA,Ted Gianoutsos,1,07-130
7,U.S. Senate,DEM,Ray Metcalfe,32,07-130
7,U.S. Senate,LIB,Joe Miller,219,07-130
7,U.S. Senate,REP,Lisa Murkowski,144,07-130
7,U.S. Senate,NA,Margaret Stock,23,07-130
7,U.S. Senate,,Write-ins,2,07-130
7,U.S. House,DEM,Steve Lindbeck,82,07-130
7,U.S. House,LIB,Jim McDermott,69,07-130
7,U.S. House,NA,Bernie Souphanavong,12,07-130
7,U.S. House,REP,Don Young,258,07-130
7,U.S. House,,Write-ins,4,07-130
7,State Senate,REP,David Wilson,338,07-130
7,State Senate,,Write-ins,7,07-130
7,State House,REP,Co Sullivan-Leonard,329,07-130
7,State House,DEM,Sherie Olson,60,07-130
7,State House,,Write-ins,2,07-130
7,President,CON,Darrell Castle,11,Absentee
7,President,DEM,Hillary Clinton,232,Absentee
7,President,NA,Roque De La Fuente,4,Absentee
7,President,LIB,Gary Johnson,68,Absentee
7,President,GRE,Jill Stein,7,Absentee
7,President,REP,Donald Trump,799,Absentee
7,President,,Write-ins,35,Absentee
7,U.S. Senate,NA,Breck Craig,8,Absentee
7,U.S. Senate,NA,Ted Gianoutsos,7,Absentee
7,U.S. Senate,DEM,Ray Metcalfe,99,Absentee
7,U.S. Senate,LIB,Joe Miller,426,Absentee
7,U.S. Senate,REP,Lisa Murkowski,491,Absentee
7,U.S. Senate,NA,Margaret Stock,62,Absentee
7,U.S. Senate,,Write-ins,4,Absentee
7,U.S. House,DEM,Steve Lindbeck,236,Absentee
7,U.S. House,LIB,Jim McDermott,160,Absentee
7,U.S. House,NA,Bernie Souphanavong,25,Absentee
7,U.S. House,REP,Don Young,656,Absentee
7,U.S. House,,Write-ins,8,Absentee
7,State Senate,REP,David Wilson,728,Absentee
7,State Senate,,Write-ins,28,Absentee
7,State House,REP,Co Sullivan-Leonard,655,Absentee
7,State House,DEM,Sherie Olson,200,Absentee
7,State House,,Write-ins,4,Absentee
7,President,CON,Darrell Castle,8,Question
7,President,DEM,Hillary Clinton,84,Question
7,President,NA,Roque De La Fuente,3,Question
7,President,LIB,Gary Johnson,52,Question
7,President,GRE,Jill Stein,8,Question
7,President,REP,Donald Trump,502,Question
7,President,,Write-ins,16,Question
7,U.S. Senate,NA,Breck Craig,10,Question
7,U.S. Senate,NA,Ted Gianoutsos,4,Question
7,U.S. Senate,DEM,Ray Metcalfe,30,Question
7,U.S. Senate,LIB,Joe Miller,233,Question
7,U.S. Senate,REP,Lisa Murkowski,264,Question
7,U.S. Senate,NA,Margaret Stock,30,Question
7,U.S. Senate,,Write-ins,0,Question
7,U.S. House,DEM,Steve Lindbeck,114,Question
7,U.S. House,LIB,Jim McDermott,78,Question
7,U.S. House,NA,Bernie Souphanavong,26,Question
7,U.S. House,REP,Don Young,342,Question
7,U.S. House,,Write-ins,1,Question
7,State Senate,REP,David Wilson,156,Question
7,State Senate,,Write-ins,2,Question
7,State House,REP,Co Sullivan-Leonard,108,Question
7,State House,DEM,Sherie Olson,23,Question
7,State House,,Write-ins,0,Question
7,President,CON,Darrell Castle,20,Early Voting
7,President,DEM,Hillary Clinton,477,Early Voting
7,President,NA,Roque De La Fuente,4,Early Voting
7,President,LIB,Gary Johnson,80,Early Voting
7,President,GRE,Jill Stein,15,Early Voting
7,President,REP,Donald Trump,1491,Early Voting
7,President,,Write-ins,36,Early Voting
7,U.S. Senate,NA,Breck Craig,26,Early Voting
7,U.S. Senate,NA,Ted Gianoutsos,11,Early Voting
7,U.S. Senate,DEM,Ray Metcalfe,176,Early Voting
7,U.S. Senate,LIB,Joe Miller,867,Early Voting
7,U.S. Senate,REP,Lisa Murkowski,832,Early Voting
7,U.S. Senate,NA,Margaret Stock,192,Early Voting
7,U.S. Senate,,Write-ins,7,Early Voting
7,U.S. House,DEM,Steve Lindbeck,563,Early Voting
7,U.S. House,LIB,Jim McDermott,253,Early Voting
7,U.S. House,NA,Bernie Souphanavong,75,Early Voting
7,U.S. House,REP,Don Young,1204,Early Voting
7,U.S. House,,Write-ins,8,Early Voting
7,State Senate,REP,David Wilson,1600,Early Voting
7,State Senate,,Write-ins,63,Early Voting
7,State House,REP,Co Sullivan-Leonard,1465,Early Voting
7,State House,DEM,Sherie Olson,489,Early Voting
7,State House,,Write-ins,13,Early Voting
